	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121685	S210421121686	S210421121687	S210421121703	S210421121704	S210421121705	S210421121706
EC:1.1.1.1	89489.3674420775	47023.21171565499	106805.18985861124	113606.74752436098	70777.51072433317	97814.30733025045	31048.71118540915	72130.63024673436	20665.95782230432	5820.240763180816	166863.8750454038	157938.08737537893
EC:1.1.1.10	7.005912589162756e-08	0.0033062529765843485	0.0028177837240708184	23.27081185446609	0.006041660480119139	0.2673023055815792	0.07707270872489742	0.597555262469932	1.783807558073745	0.0	6.091972551811071e-07	0.4508218886418629
EC:1.1.1.100	167955.20520685715	62193.218025427734	195338.6188925174	172799.70414815733	110021.56362097521	167020.46780832342	49796.83025655101	73426.24745736629	27171.578466470004	4900.508699938421	314937.94866445253	255308.74506894866
EC:1.1.1.101	1.0142088179651217e-29	2.262144770934551e-29	1.0142088179651217e-29	2.918667598366294e-28	1.9977409494609278e-28	1.0105403200285305e-28	9.369953894369129e-30	1.7481537588670419e-28	1.5226706651755542e-28	0.0	8.81902564757326e-29	2.941224498873751e-28
EC:1.1.1.102	0.02753995601335516	0.2930635107244113	0.09457042645753855	1.901837542019306	1.4478829293443924	0.42322183508487987	0.025443292695465983	0.6514422706692257	1.8999548695915207	0.0	25.331798366161873	2.424025679537119
EC:1.1.1.103	12180.289158404734	1550.2103740445473	10618.289857375239	12525.273754949478	2236.1832163223817	13244.717301972962	3235.720609914309	3074.3605512205686	1670.7383129189125	210.1329188067512	22817.357746542555	11504.22052002055
EC:1.1.1.107	1.5829137289757353	44.917037177516704	14.179243084008313	131.85605248238653	40.257278686141134	266.66424353677746	73.00440379561388	192.51029358792948	115.12374215279887	32.1932364742838	86.1683658103456	1876.6270650438737
EC:1.1.1.108	267.34033867231307	205.3779723191616	190.1196528378067	2814.0933550884683	190.84838025386668	3888.6075426642037	567.5266255767251	419.46327442174334	183.7828799227415	22.367808627664346	438.35269645708536	1299.4960128646685
EC:1.1.1.11	5.091101868587489	0.000244921190250098	6.250170695032873	24.502526185017654	5.0016113863390395	3.500955793062941	7.827925038568804e-05	0.0013654246665205625	228.00141620613834	2.5554609536353353e-05	24.871062234665267	167.2524889846985
EC:1.1.1.122	282.2565084018584	23.782577830709556	35.42074927902237	127.0429469685302	48.739640155094015	509.0534933238589	245.90567732501182	264.0028976196932	765.6932825149183	14.944464192568693	64.4227038433471	1951.3978612021654
