	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121685	S210421121686	S210421121687	S210421121703	S210421121704	S210421121705	S210421121706
PWY-7295	0.0	0.0	11.828872902248959	47.64810143591214	9.538136877994274	6.972666135933047	0.0	0.0	265.46478117526027	0.0	46.60557324165747	257.5952574934951
PWY-7315	29756.52539663241	3907.393911237888	26737.971201582935	20097.674448504862	9175.949297423374	17036.739419270372	5227.734399763696	6707.134112966445	2675.2522485474324	382.37778898964837	39058.634399746545	16113.49785475094
PWY-7316	0.0	0.0	0.0	0.0	0.0	0.0010756621694961003	0.0	0.0	0.0018842133461219905	0.0	0.0019491864826064657	0.002487017552912744
PWY-7323	102597.5456509805	26442.377553547336	105932.79800602075	50355.50262871962	59331.519895784615	50109.4128965294	18520.92312651598	9986.287679001847	3286.818300989513	620.5564501175649	108026.15459772358	72390.34529790553
PWY-7328	19950.822057381134	14559.746523715396	15060.279947910556	27530.28323215847	15765.933804520353	13953.793127765417	5756.633514064918	3104.3096864393983	1034.2058394962407	320.0837804979876	16235.436569224485	13172.070266487865
PWY-7332	12191.093866816322	2423.2932679856904	19685.04382139444	11830.624451172738	4240.564375164093	11443.00445406956	3283.591972579132	4391.0166473634345	3586.931975783911	544.4268213621258	22070.68113922422	20464.89237799628
PWY-7347	0.5026686501238997	1.7080360774720003	0.7321215495955863	22.60909391019874	11.92012660215477	115.56763272507133	10.956570967864298	12.353218021489916	13.240926076212144	0.0	25.608679395769933	262.2728121734237
PWY-7352	0.0	0.0	0.0	0.0	0.0	2.8866100173757043e-06	0.0	0.0	5.056294007677822e-06	0.0	5.230258031457156e-06	6.674028794806796e-06
PWY-7354	0.0	0.0	0.0	0.0	0.0	0.00945588687296375	0.0	0.0	0.015583739043483648	0.0	0.014935349134316196	0.021458711322306156
PWY-7371	16.230696305199135	158.50644328337344	144.9089908865168	281.5968892770934	237.8282005395403	1075.403197277681	292.2814916255972	123.62358456921737	250.84285959675853	3.8200052242624962	1283.853804086624	3375.1915537361706
PWY-7373	0.0220525268155693	2.012792798168162	1.6970277032634413	112.5576725689251	4.00635913446608	51.279154889685074	2.7667458195905454	67.54720188286898	109.39090379323852	2.8542119065202796	406.2126714724599	2310.9834182303853
PWY-7374	12.483003861327587	2.172657381304534	76.21152278752176	80.79113806355146	37.078126665659305	444.72388133271045	63.07417445867883	20.126496036109625	35.31267721375167	0.0	319.84119885022125	816.3338415746534
PWY-7376	0.0	0.0	128.90747827310923	5074.580942163714	56.00181214249046	2714.0713939184766	420.7580347474074	0.0	1035.2111566954861	0.0	218.4340719723921	4217.759314797267
PWY-7377	4622.081630964671	674.4803892020127	2697.3276478998614	11275.46399337829	2125.133097492724	10565.271181350023	2049.3242920057096	2927.767559819901	3579.579811566155	204.13267612129408	10056.579504945968	22902.355615337412
PWY-7391	0.093260176583908	0.8961636102456368	0.7167253756478532	10.329805303906335	4.665588032703934	3.4128530443156397	0.08616009440983441	5.194239043674653	6.488292412808254	0.0	37.405303694640764	222.80439854162898
PWY-7392	18337.754417752676	19059.99572303309	18286.533067153556	42361.82708623734	22436.839929262427	25715.668369831554	10041.250236676207	18586.327808472568	6796.958946856208	1306.6413254280803	42539.0936813647	45372.33775007177
PWY-7398	0.0	0.0	0.0	0.0	0.0	0.0017225600809052898	0.0	0.0	0.0030828603709556683	0.0	0.0	0.004129187541388266
PWY-7400	54534.26133864372	12416.256156874628	42693.027470419445	51243.343564229384	19163.326528006168	57018.62353953148	14418.417122668488	18836.686420056467	7537.425105248659	1203.184666521402	83639.24500118115	87600.99109067956
PWY-7413	0.0	0.0	0.0	0.0	0.0	0.5210792333110829	0.0	0.0	0.9127036332464449	0.0	0.9442377643207321	1.204773991901164
PWY-7415	0.0	0.0	0.0	0.0	0.0	1.7139999991918368e-12	0.0	0.0	3.0024999985842418e-12	0.0	3.1059999985354544e-12	3.963249998131137e-12
PWY-7431	197.60487373726116	176.87938504039866	65.60530067409417	1156.8092343179824	189.64874516837133	2806.792214141251	659.1030072148886	1123.1540282530268	286.8356544704655	25.82326324127209	101.68286780855136	3985.2737816242648
