Unnamed: 0	description	S210421121673	S210421121674	S210421121675	S210421121676	S210421121688	S210421121689	S210421121690	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	NC	HSD-NC	Total
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	16.971792240549807	60.79935681293847	1.95584257707888	7075.67202132794	93.77457490784302	137.31646686219048	228.3415534402592	6.121940008350175	99.68385145622943	50.12895740184788	96.66829740199724	8.449239271144306			
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	81896.13586696114	240530.8325800759	82948.17011846355	157544.27938904424	31303.430756608526	53097.760552338514	29394.5519395908	3810.5927849217487	6045.227083115397	4803.04441703477	27166.158294313293	1006.4942692323727			
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	15.24309386405053	37.07305885898607	3.363371002962686	0.0032127896947621	22.47968282342444	62.11179021250986	138.93867672762173	0.0013383411440522	214.64314263393936	7.767871144912177	81.67473619981998	0.0			
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	149774.14849630249	404131.3438460775	104313.71971999972	225536.10044251403	34641.60502517866	78613.50626324539	40185.99882042175	5357.63908757809	6454.106108187274	5462.466716400472	38953.36877974927	1276.3974755012046			
ECASYN-PWY	enterobacterial common antigen biosynthesis	359.81543145772025	245.2267284212917	828.3336359357144	75.02433413241114	184.25270473849488	416.1685567932984	365.4411004013561	70.90265236649671	443.0615348388813	200.79621373296823	281.1623558791084	36.49749961836259			
ENTBACSYN-PWY	enterobactin biosynthesis	2177.542827539039	911.8943354107956	1958.661544518532	324.54547195971446	644.6467509528562	1197.739802246444	960.002587709576	189.0433522243165	416.0993843682386	378.6384856032755	933.3344260691932	92.93938360146971			
FAO-PWY	fatty acid &beta;-oxidation I	4918.760273458664	1862.737209362401	2065.356396277763	5996.713043761463	5822.961853160466	4986.862494341012	3323.249084291942	671.9909707813915	4442.776572069504	2485.12077750699	2969.9804373810925	399.1239389236024			
FASYN-ELONG-PWY	fatty acid elongation -- saturated	131390.9177384869	275776.74856229627	115682.90844603175	237698.3517242225	33603.82740478523	12930.370854965406	10507.839900758185	1232.1763191711846	6093.7530295320485	3643.973449288597	7667.211442099642	1400.36955483264			
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	79803.0544011326	46428.55906901018	59755.31045213463	132301.70085432206	17643.48730596629	5434.957312459641	4572.102312287155	496.48168531838814	4682.338605436739	1612.5439328204343	4221.145780725384	842.8181281553987			
FERMENTATION-PWY	mixed acid fermentation	80779.30519512319	94623.41399872096	15818.131128225015	62189.44369195207	30564.999134297985	78026.7748231644	42899.323712737365	5213.920308271082	5170.708468164593	2261.449912233025	30667.197273802984	1042.9533843033098			
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	101252.83467518164	203513.6884055113	94029.64873007544	176787.89296274833	30139.991151391547	81217.66467642723	42476.67872333393	5566.309097346911	4890.354877805986	3412.623734541415	38738.05216053036	944.2759799191616			
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	36585.799110235945	16235.575303695416	25433.51443060197	13699.883604618126	12020.70463651718	14648.818490643382	10416.26839896545	1037.5803257558646	1849.9805793636804	1424.534771771149	3351.5197424763505	454.44351999022615			
FUCCAT-PWY	fucose degradation	30832.135808347142	7769.768531747942	17500.37713401189	6689.649433859865	14903.877248724822	25175.71356996468	16647.909111641624	1632.0558320343127	2404.758289698545	2088.134377151004	9611.64247976784	485.4259452035087			
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	81227.66131387498	123160.306728211	49683.75115701787	99105.60723938474	11935.486133209217	9573.476394106305	8406.149563302572	970.7161792042282	3938.246447932469	2670.315472430686	4380.512278113568	531.8851021271323			
GALACTARDEG-PWY	D-galactarate degradation I	8311.997728229506	1177.4044088105843	1166.4003851568946	3103.857565813525	1499.9894216901696	1606.5799199956334	1456.2989198919947	185.20502803287832	1536.0815915020128	647.6855604321919	1059.232850838736	174.56064588552437			
GALACTUROCAT-PWY	D-galacturonate degradation I	88258.88576171357	150551.77922125897	52872.595648729286	103602.58151980065	16049.175752692094	11723.166482781997	10794.14201684028	1308.668939967833	4960.87794115088	3647.701578656935	5600.847923712382	693.9163304737365			
GALLATE-DEGRADATION-I-PWY	gallate degradation II	0.0107691570280567	2.6226999326159226	8.98373458572156	0.0583399007406835	0.115632846901466	102.6600412198439	19.16237511141801	23.38604986885885	903.583333384626	59.18814076508836	399.1372440569049	0.0173530604844308			
GALLATE-DEGRADATION-II-PWY	gallate degradation I	17.85685792364913	60.41226701910453	25.24804267644266	16.091292581560634	56.50907020148003	287.28943733031633	106.72122581248608	38.59136939187808	907.2697545040093	64.93754466304146	449.0265382378862	0.0173530604844308			
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	44825.84561390927	63791.58087807854	7740.835675897377	41895.60081743994	18207.03120615166	68443.37284100134	34567.40707649643	5026.067706831539	3470.192352987201	2615.508581011094	34470.7947415813	657.2617133705678			
GLUCARDEG-PWY	D-glucarate degradation I	5025.760030042527	1177.4044088105843	1063.1084997565806	6106.260292714182	1521.4351552519392	1772.2617181239268	1602.289606266002	193.7588838199304	1762.4285857875448	855.5927227335077	1194.7575525406735	193.37963145049045			
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	8311.997728229506	1177.4044088105843	1166.4003851568946	3103.857565813525	1499.9894216901696	1606.5799199956334	1456.2989198919947	185.20502803287832	1536.0815915020128	647.6855604321919	1059.232850838736	174.56064588552437			
GLUCONEO-PWY	gluconeogenesis I	138115.1364418562	261146.41233964323	113909.2342022751	229739.8635073035	40676.21174377215	33952.554345819255	27493.814324750623	2144.1308538010976	7097.966012609765	5777.324665087711	12015.456227520004	1685.2761643841234			
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	5382.995165181148	1150.7646508567004	21681.177027877427	32850.74768200341	5755.4145402451095	705.8863299340719	1233.5514792182514	96.66746158781967	465.12670663594906	373.65695661273713	1156.7620283346157	157.86280880494755			
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	91089.66054946047	126969.66621985652	50344.74493952556	108739.86029891936	12538.39414393198	18413.7496464658	10382.46358334898	1379.4191866842452	4391.5530848952685	3038.663581110884	8686.123360387173	536.9628442880423			
GLUTORN-PWY	L-ornithine biosynthesis	89838.7560689156	176752.3589552148	70338.460458637	143749.5727484482	32803.72174511332	77301.40475134658	41613.33098838267	5186.991821777395	6245.343394106099	5560.708643231499	37560.09357531962	1238.961915656028			
GLYCOCAT-PWY	glycogen degradation I (bacterial)	140629.0813114665	204021.6701804533	104635.67310290952	201149.56470559124	48213.24165938807	122999.03888855629	72570.19516405005	7845.533415509625	7877.930492727507	6467.836738945166	51911.041780928674	1941.584041375317			
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	101775.17427857652	92312.30133576324	25331.14884626077	96621.47489659749	46667.03444184952	123826.4598139934	70297.5237476057	8249.881152353653	8375.372103229663	8335.1850360661	54947.48348626755	1772.474414790236			
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	574.2373361636586	1000.604914952712	1330.6082911532633	8148.79520345902	1959.6752963223275	2697.741982708487	1615.7969742653247	262.3146967101363	844.42551245283	263.14647250643407	1236.5904298269857	35.78597777271813			
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	142067.67962321328	254125.3287665792	108420.19852013812	213690.9123252284	42258.84559272446	80897.09463554528	55398.4627782711	5082.897967263421	7403.06944084004	6189.800978249942	22827.84824390447	1614.5760031917312			
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	52059.59701934744	99880.98984593508	17328.358175952413	56377.78087159298	14255.827850128106	12766.578887149924	12173.255027677566	1366.8854603496773	5793.886882594471	3242.833264631347	6402.060665964025	776.5505313373081			
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	1126.802743770788	1340.9962014857156	2410.8076337092534	479.8955085246596	1653.370126759434	3071.082443750053	2642.651029045816	607.2884448679762	3377.5794296194613	921.94688657656	3483.9612851319857	326.70723892374986			
GLYOXYLATE-BYPASS	glyoxylate cycle	614.1107376239463	1008.096290484796	1395.4905558897178	10733.685774198617	3019.8996201583445	2865.521876624257	1837.6447988115665	258.7503625095546	1844.050514085819	501.2788910876888	1573.167138926871	163.27416266461256			
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	3444.874653719403	4366.985443871015	1242.560624765387	4905.469918579404	3604.348863443208	6279.761296157097	5996.982404458088	278.213216049086	467.8963209673342	978.753353435934	435.7316917150152	130.54301787717156			
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	154.0098244278419	157.32628569409292	371.2785859617122	37.23598729068955	199.65791343089424	371.0216590970858	325.1329429744247	60.14795674954684	122.65207193431108	111.6834736031692	154.76719644855785	16.82204736345241			
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	4236.39609324686	44292.2349474512	5271.707831245014	26573.928038290243	2865.787976088388	2507.12633189508	1648.384406550324	283.69115014596684	1402.9775820523218	388.23557544492144	1214.6921253044643	105.516814240981			
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	13432.067257393366	83560.3330042688	5507.495512531653	30839.39275060232	4229.430788545614	7596.898746066427	5475.555533873748	864.001714778756	2652.3494623008173	1819.6294546572608	3445.148255705851	210.42572068354053			
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	21283.61782461905	30695.29509268976	8185.974046245544	12694.026492051376	17518.884426115113	20288.69427323143	17409.94493079696	2096.244192190933	3389.0910762970584	2575.828209202137	5943.850652260317	655.2286594941299			
HISDEG-PWY	L-histidine degradation I	46012.77282874955	139342.0610135757	37181.79778923859	83500.59980963891	3897.0110101972655	4737.010558881151	4164.729348139172	501.629942209297	2394.843766456648	684.7271353892307	1363.3462899699002	135.2054589369012			
HISTSYN-PWY	L-histidine biosynthesis	116355.17863346147	205132.13747978656	85082.23642437796	162311.06653315193	41021.58128021928	85878.36727162819	47294.1513800637	5875.758841930022	6791.258971458726	6485.742886130306	40634.46286860326	1635.238471532792			
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	53954.56198978704	54853.00884725392	47323.583742952	87355.93508389794	21505.315349011616	26163.166819786096	17351.517301873104	2531.952022774026	3804.607311460108	3046.2640304007728	13303.429031204982	1042.8926876523633			
HSERMETANA-PWY	L-methionine biosynthesis III	59190.38384180202	58976.36141383658	52733.708794448816	94384.7872618519	23832.20620852468	26588.04833610768	17872.304207875517	2601.197773890951	4472.387358462886	2068.504550195093	13549.744106611906	1164.0649615061116			
ILEUDEG-PWY	L-isoleucine degradation I	1.1778589564626556	6.658194743882935	1.3886818475091358	9.498136679641258	44.27526071376701	22.16814123114505	26.88370817927877	3.95555951523071	4.096979617082015	6.404367211489309	29.19671012753561	0.0			
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	144601.26764008636	237908.88961661648	103252.70441187684	200904.1363875693	50365.91721310859	110244.15262120892	61814.42665907441	7760.697796083944	10332.531371974474	8638.144581562347	52097.25121568191	2028.6283337512205			
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	1146.347752207976	792.1035443906694	2693.289649456296	248.34246559103985	578.7009415623558	971.4197216089316	895.078063086748	110.89173317023663	1312.875663364399	356.10280573731006	917.1421144559198	106.69090903830214			
KETOGLUCONMET-PWY	ketogluconate metabolism	472.04347328263134	321.7827365471883	566.2731924867278	95.29150876985062	326.8468445724428	841.3256304825375	652.7224455151525	101.53777091990176	758.5223487754207	302.1035410264299	541.3431758373592	32.78450668471023			
LACTOSECAT-PWY	lactose and galactose degradation I	4216.358855835645	12552.27497098609	1452.2677702810456	8831.764171967336	764.022245856053	2124.035700208019	1864.5420731955635	248.6864803569016	594.3261768013477	194.05883942197863	998.7436019202896	36.84212958500401			
LEU-DEG2-PWY	L-leucine degradation I	206.1030606782847	1218.458183529907	40.77021970581936	6477.425966432457	2575.1018709359428	2608.208304332602	1400.1335355946464	223.05359667769216	2087.209808366993	302.68401821460475	1291.632407627285	108.83278488851305			
LIPASYN-PWY	phospholipases	9.5e-15	117.31735248921512	1.125e-14	7.7e-14	3.59e-13	1.7975e-13	2.18e-13	3.2e-14	3.325e-14	5.011748641811635	20.682405929461783	36.38818801097762			
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	576.16328181833	467.5449099201282	1477.401811340993	172.20215964422923	291.33283675856546	2.9613062100982703	3.028896557065861	0.3221847644865523	101.2750987156472	16.537333913080694	2.7699213589266307	0.0088750636396819			
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	70520.67270236243	76748.66629023525	61244.17165489541	114475.94573123868	27487.46044572786	36986.53492127019	24079.229282839813	3437.426559612657	4732.639971917952	3825.093559584918	18564.78058256387	1251.5758122772577			
METH-ACETATE-PWY	methanogenesis from acetate	3166.79589410213	26587.17447491212	1035.4483966200298	9066.76799552118	5462.926312481008	14307.717566945996	13320.18198818885	1286.8985500212898	2624.0464461903057	3717.225633538679	2351.4198147795096	104.70662907387648			
METHANOGENESIS-PWY	methanogenesis from H2 and CO2	0.0	0.0	0.0	0.0	0.0	6.923483308421975	0.0	0.0	0.0	0.0	0.0	0.0			
METHGLYUT-PWY	superpathway of methylglyoxal degradation	242.2370160898024	305.829589831826	608.6980403456755	146.22382112593291	396.6127251907582	1446.3445780473594	873.596657880623	162.1784869185566	161.79613616702318	140.50526938712423	716.6860051073029	27.91130025363007			
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	0.0134614461734503	3.278371785470436	11.229517771764234	0.0729248727213881	0.1445410120500763	128.3037249732333	23.951951235496903	29.21445685020593	1114.3892289644314	73.91971734158656	497.8935966999241	0.0216912996354826			
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	1891.7397963022624	1295.2127953602867	1385.1608066548763	737.8998795339137	1540.046899950988	2101.134072674317	1668.7624968536877	211.5304227789732	1295.8436984911627	666.4442270744053	1118.122008460269	72.94955499062847			
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	34.72693482217679	8.76777783165169	25.17357370869154	12.493677942301456	93.82738885775848	465.97047595958605	311.7469553638668	111.17138757229571	1431.4499771808937	174.67911580291005	884.6769339871695	12.09226539064784			
NAGLIPASYN-PWY	lipid IVA biosynthesis	85645.59578383435	193489.9627349608	96932.3514072629	182690.2956246176	14464.832181836262	2888.8778671735536	2934.721878749278	170.81248648826735	2286.3515911918425	609.704707604884	1861.663194774386	697.8146104541922			
NONMEVIPP-PWY	methylerythritol phosphate pathway I	128314.84267187516	202990.44087139063	101274.67872519838	198390.95737117177	43390.55972245082	106643.31978058754	60213.00808279868	6783.296776746498	7085.233819718154	6644.385292696138	47432.47247427787	1660.928407182524			
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	189964.4937034073	236502.760766254	129503.3631470332	255878.5767514918	65834.42938718606	186753.4517676267	97938.72740178242	12927.694858641646	12111.469912039787	11145.575890420392	90113.29829039473	2678.7232489486382			
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	66081.94079898752	93728.1320240464	22174.39096735712	83899.91376021667	31451.28523481436	92489.54716532784	48363.00855442212	6319.579195206201	5552.168705387373	5739.109049221889	44791.86402989116	1190.4505023388133			
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	96.27140036700224	74.19303654642526	262.96004768667257	20.271471700155903	60.170803604646224	115.793450476616	123.88877486140596	26.003572155447102	29.615445768130023	57.84020470677551	219.2893094126612	11.24189331149895			
ORNDEG-PWY	superpathway of ornithine degradation	264.9181315367986	294.0832343795081	601.0044666504351	106.0596618680265	733.0965510698386	780.5019339755881	541.2419052589646	89.66458058924128	139.36810908353806	144.17801011705748	208.580963053245	26.67649337974453			
P101-PWY	ectoine biosynthesis	31.34617182227608	508.18551180661547	25.36659050355326	4317.146967387456	2391.469467581288	1854.9713407883248	885.4150358197805	114.29059778703196	381.0188625931975	92.2490480289658	262.4964288074989	0.3230434765344117			
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	2206.8202189305143	2781.5930375349344	3764.4539183116135	799.9388903070989	11570.336485021917	6664.830522901205	3933.116068261378	507.1638646895982	4324.697252501938	1180.0004646992504	3626.476138805285	500.07559441212265			
P108-PWY	pyruvate fermentation to propanoate I	123999.75279676836	251712.9833158629	113191.99913896942	215081.26198301004	25496.93314364326	8100.794425377296	7142.844828550484	443.29980147495326	3866.639837386881	1431.8816573636173	2971.4634929372764	1076.6158941325125			
P122-PWY	heterolactic fermentation	32869.365199034444	50345.72438219987	11680.70961785178	38510.152816138885	6961.826090292575	5809.156495763237	6281.181051857484	671.6379892722274	1360.6383913032691	2024.6760510843385	1508.3998779461426	426.0760685752446			
P124-PWY	Bifidobacterium shunt	40730.32423660426	58553.4354160714	13888.339683247716	47033.3339911227	9096.38546666416	7922.237609317537	8928.98996831522	949.7210988580192	1617.5724616795262	3817.9990930145727	1953.112429159299	580.2788583126252			
P125-PWY	superpathway of (R,R)-butanediol biosynthesis	3958.5402043786894	2367.541564634173	366.7202295920629	4340.901193358643	15687.097936053926	6229.382559908457	6499.441042665528	1272.8625616287025	3207.978332754484	3510.677619319955	2291.2864457002925	401.6035829796123			
P161-PWY	acetylene degradation	56369.80065374694	58576.61726046959	8531.3099852373	37069.51675492187	28105.705003449268	95333.85722640518	55265.46395374733	6415.591598636125	4592.714836144241	5293.238388510325	41534.51502554895	988.3565814959804			
P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	2174.576391041053	2125.4830964015027	321.96166126029533	6749.627734380161	4054.614230208616	2434.4331531201515	2892.059614345643	362.571420433533	784.87350080658	1387.633223195215	1343.7945019784213	192.6013420798161			
P163-PWY	L-lysine fermentation to acetate and butanoate	9760.640664004624	6596.546883794401	2067.595059817739	6519.955302363847	3028.6798000974063	4037.1160823977134	3966.646608757276	456.0730085398049	297.78769915354763	787.7383300579169	909.2119264384056	219.9544385946796			
P164-PWY	purine nucleobases degradation I (anaerobic)	44327.13868394479	52570.08999684508	14144.88524346432	39292.01647220125	14811.27529500834	66430.69781400754	43080.837651911854	5394.991368233706	4399.683562664521	4697.458781937723	19189.2320592681	924.0646789260384			
P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	0.0	2.626226878005753	0.0033081009159376	0.047219683913132	0.0449314632122876	107.73440953091672	19.65907919475973	25.817425643149267	1052.041976705421	68.81796480071473	454.60850383423	0.005502952764619			
P221-PWY	octane oxidation	13528.822642375257	888.3049194545753	2053.08396798193	8537.460992252652	2512.8408397419653	3186.4781637128003	3271.861074183053	129.4423612628183	1978.2915442473773	694.4929404977754	1887.6953101510403	143.0981049130004			
P23-PWY	reductive TCA cycle I	7140.962573649065	54451.31773176114	7000.078772494125	51964.031164636006	13988.55799466422	9212.066667399597	9096.358443652614	892.4165649446052	4184.906238428709	1573.4875712678647	5144.093637691212	517.8636178608652			
P241-PWY	coenzyme B biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.808425932761988			
P261-PWY	coenzyme M biosynthesis I	288.23346572228354	169.61042564133726	13.646310291434023	171.6047033374617	421.29706773444906	125.24889880174428	116.40872231564406	27.16102825886168	67.23704960170514	52.72272969042948	13.694434715116936	1.1935593660381727			
P281-PWY	3-phenylpropanoate degradation	17.695504727018395	593.2842227657524	21.897351417435992	725.2828681638372	374.2777601626465	813.3526551775012	348.4428773160322	93.6173840240458	1773.1052231841898	176.08280836381616	837.1437293007158	38.81086680901287			
P341-PWY	glycolysis V (Pyrococcus)	1782.2354798812116	86.4138517095467	125.61743559057922	343.95792826556607	249.8663629057835	665.9629587193606	732.6239021765319	30.629269650432388	441.3286200346548	50.92782187292718	401.3040444740922	192.56483987644432			
