group-id	STD-NC	STD-NC	STD-NC	STD-NR	STD-NR	STD-NR	HSD-NC	HSD-NC	HSD-NC	HSD-NR	HSD-NR	HSD-NR	STD-NC	STD-NC	STD-NC	STD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	STD-NR	STD-NR	STD-NR	STD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR
subject_id	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
Bacteria|Firmicutes|Clostridia|Clostridiales	3.562744381997453e-05	0.00743490902891564	0.0014902940367069583	0.0008225305772925223	0.0	0.0	0.06052898766242423	0.4329005311662959	0.23557311417917542	0.025608966629009532	0.19048299769490556	0.2938116379164266	0.011843564156839029	0.0003710230961877377	0.00010075820549636011	0.0	0.4022427577613955	0.018803163706909418	0.01699579151829071	0.6586565945283789	0.012668045501551189	0.04848178776592387	0.003206997084548105	0.0010280799562021221	0.020510899017128267	0.010327770832200902	0.014983824280606163	0.0016136261766024204	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales	0.4948741015204012	0.3676349412310694	0.7162048307542497	0.5565151745623969	0.7039742523415181	0.18446309446955025	0.39115140451454766	0.03455607511992857	0.04564420547814972	0.2568703113694926	0.016796812179475724	0.012920662893550683	0.052162080435439975	0.5073988189098104	0.6019043300838812	0.36748297348210407	0.0019727961790052956	0.20981942993583047	0.03293946260925866	0.0208452429563087	0.5690279214064116	0.009469099173032005	0.20379008746355684	0.7689954488655597	0.5195481496129921	0.08894566143030566	0.5074635336852262	0.11564320932317347	0.09049615653389238
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales	0.0031441219171127518	0.022797230614777002	0.0024640657084188913	0.011616835961487541	0.0023505587097240807	0.0036367548956315904	0.016901350672259428	0.15101163723309272	0.2126612230238626	0.013854863482311726	0.20222289727141146	0.23646083980072524	0.00982763834290898	0.002912531305073741	0.0041814655280989444	0.024199391392551804	0.16810300072681963	0.01701238621101328	0.019180964713499515	0.05626786443446304	0.006980351602895553	0.05447888390884414	0.0	0.0050526368579201855	0.008586683874728088	0.026145567212045442	0.007037856859072592	0.005109816225907665	0.005241090146750524
Bacteria|Firmicutes|Bacilli|Erysipelotrichales	0.0025473622331281787	0.012615667294924372	0.002819704058087597	0.010135154168145531	0.0017900408635591076	0.0006670970518614159	0.045371101561939145	0.08911033428670874	0.07367931803057032	0.014876683464287074	0.09316870074870896	0.11014335581387467	0.06660114907771394	0.005002628080264663	0.006423335600392957	0.10357919142153311	0.13248883812688195	0.07304879868676317	0.03900938815150534	0.0893630053082891	0.005429162357807653	0.1057382740988574	0.0	0.010799018726936113	0.07005346294889275	0.018046420612056312	0.0495487825642772	0.029627969520394443	0.07127882599580712
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales	0.0005878528230295796	0.011763257342564618	0.03756218378881856	0.00791544836367119	0.00047011174194481613	0.016698945556272864	0.09153189001815254	0.003488143339235181	0.011007003496466562	0.08715934045010854	0.005342815789003448	0.006151082793913309	0.0	0.006690783167918869	0.0825965389556412	0.02463411099840603	0.0	0.0008953887479480674	0.02120427322758174	0.02439771335238873	0.010082730093071354	0.0	0.0	0.0	0.0	0.0010690148756137775	0.0009081105624609797	0.0555356342447333	0.14220824598183088
Bacteria|Firmicutes|Bacilli|Lactobacillales	0.008577307099658867	0.06273737249367796	0.08527276191282626	0.04981943763697106	0.054587205728130764	0.26939961265332474	0.0008101982421774847	0.020331108790726533	0.04952095239101271	0.0012947284243662812	0.026892768436288263	0.06096011116006372	0.08733998588851931	0.07886095909470364	0.01437063905891836	0.06683089407332271	0.033641366420932406	0.016490076108043577	0.00178051149239236	0.006247447937933851	0.0	0.16305788775961114	0.3935860058309038	0.011835457056765895	0.017301734336674333	0.0073019151673280065	0.014416255179068051	0.006185567010309278	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014	0.011534384936716753	0.07079738215432409	0.022837062596583333	0.07064748930991938	0.05268867753950747	0.07129330751022164	0.237521408719374	0.0569982294456803	0.09870387780324717	0.09250326855460073	0.22028840483891143	0.05385162842715288	0.275274669892148	0.035803728782116684	0.1161994004886773	0.17597449644978988	0.06998234866576679	0.2813012983136845	0.26804791194561345	0.036545528787260105	0.06230610134436401	0.1662142541506218	0.0793002915451895	8.35837362765953e-06	0.17575120473776787	0.33490967730245874	0.12861115840853624	0.09748991483639624	0.07442348008385745
Bacteria|Firmicutes|Clostridia|Oscillospirales	0.22350876880461018	0.23829593779301592	0.07475179406846039	0.132247142269621	0.09483600332694464	0.20249623412954595	0.07725599187750623	0.11964861306578291	0.14677765219136552	0.12402736700473464	0.10444400764791023	0.0800318568475277	0.058159459731881864	0.22245926475589772	0.07413284969394696	0.08781336038255326	0.02907278579586751	0.04887330249216535	0.2754127549368728	0.04262964475296039	0.16675284384694933	0.06369547377059528	0.14285714285714285	0.0672263990872656	0.1063638602955207	0.13886322045261001	0.09007321641409842	0.22801434334379203	0.2582110412299092
Bacteria|Firmicutes|Clostridia|Lachnospirales	0.23807148646602477	0.17821997859503896	0.036457164630919366	0.12926687736970496	0.07342783784761148	0.21035076393372068	0.02353677171895351	0.05202705770191129	0.07059482184921884	0.35641842576255695	0.09997677036613477	0.10623750296539804	0.09550448543493599	0.0929289181584887	0.0751278369732235	0.08905955658600202	0.052123351676876754	0.10065661841516192	0.13556167044350922	0.010514495712535729	0.08686659772492245	0.059465942806641	0.14052478134110788	0.10851258562108985	0.03136307968789572	0.2893044155750032	0.03774334525228447	0.28942178395338414	0.24947589098532494
