group-id	STD-NC	STD-NC	STD-NC	STD-NR	STD-NR	STD-NR	HSD-NC	HSD-NC	HSD-NC	HSD-NR	HSD-NR	HSD-NR	STD-NC	STD-NC	STD-NC	STD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	STD-NR	STD-NR	STD-NR	STD-NR	HSD-NR	HSD-NR	HSD-NR	HSD-NR
subject_id	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium_sensu_stricto_1	3.562744381997453e-05	0.00743490902891564	0.0014902940367069583	0.0008225305772925223	0.0	0.0	0.06052898766242423	0.4329005311662959	0.23557311417917542	0.024872748505350276	0.19048299769490556	0.2938116379164266	0.011843564156839029	0.00011130692885632131	0.00010075820549636011	0.0	0.4022427577613955	0.018803163706909418	0.01699579151829071	0.6586565945283789	0.012668045501551189	0.04848178776592387	0.003206997084548105	0.0010280799562021221	0.020510899017128267	0.00972984725770506	0.014983824280606163	0.0016136261766024204	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_NK3B31_group	0.0682443686371612	0.026093215763901386	0.2175278900908148	0.003008433755302787	0.09319061223013778	0.01142672692059393	0.006922579917339268	0.0010820054175935594	0.00026408357717050293	0.0004506162653431665	0.0	0.00011014335581387468	0.0040570507005342205	0.086293788454998	0.11786191087936723	0.02022895232574989	0.0	0.0014176988509177735	0.002508902557461962	0.00030624744793793387	0.0	0.0	0.04577259475218659	0.00017134665936702036	0.004805073602625617	0.0035875414469750504	0.008400022702764062	0.018870461676378306	0.013976240391334731
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae	0.3892031031503567	0.3308866010626711	0.3840597811130634	0.5341547371564104	0.5712400101254836	0.16569829997848073	0.3750192293886593	0.032210468969900576	0.045380121900979224	0.23621177695129536	0.015635330486214107	0.01161588775544786	0.04717266404596311	0.3839285162168012	0.4467240988437996	0.3333719750760759	0.0019727961790052956	0.16437845097746606	0.030430560051796698	0.019559003674969374	0.5690279214064116	0.008837825894829872	0.15801749271137025	0.39787948061066275	0.49164055967832027	0.07876284176767952	0.46285260230433056	0.08211564320932317	0.07058001397624039
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia	0.00028501955055979623	0.020419953969862573	0.001342111391011664	0.010360505011239373	0.0019346906303113586	0.0	0.014932261273549591	0.15067114601776607	0.21202742243865338	0.009805663802185807	0.20086485713775173	0.23580845223167385	0.00982763834290898	0.001830380607859506	0.000856444746719061	0.022344587740907116	0.16810300072681963	0.01701238621101328	0.01788604726448689	0.05606369946917109	0.006980351602895553	0.050880626223091974	0.0	0.0050526368579201855	0.007538934973650156	0.025239622402203257	0.007037856859072592	0.005109816225907665	0.005241090146750524
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Turicibacter	0.0	0.009594347574893686	0.0016046063633861852	0.008084461495991572	0.0007955737171373811	0.0	0.016696237193227152	0.08187678757888046	0.0651124467871592	0.004499815945469085	0.08843342923002698	0.10722879316772291	0.007080939421429291	0.0011254367251028042	0.005617269956422076	0.10065207940878133	0.10985359775724224	0.020817788389792567	0.00534153447717708	0.08372805226623112	0.005429162357807653	0.0679881320623698	0.0	0.0028919972751701973	0.008954436800271998	0.004058632748092986	0.009591917815994097	0.0010757507844016136	0.003843466107617051
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia	0.0005878528230295796	0.011763257342564618	0.03756218378881856	0.00791544836367119	0.00047011174194481613	0.016698945556272864	0.09153189001815254	0.003488143339235181	0.011007003496466562	0.08715934045010854	0.005342815789003448	0.006151082793913309	0.0	0.006690783167918869	0.0825965389556412	0.02463411099840603	0.0	0.0008953887479480674	0.02120427322758174	0.02439771335238873	0.010082730093071354	0.0	0.0	0.0	0.0	0.0010690148756137775	0.0009081105624609797	0.0555356342447333	0.14220824598183088
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus	0.00804289544235925	0.05024483108076111	0.06275746734689558	0.008619669748339446	0.038585325281162985	0.2441360017215408	0.00031792589250002564	0.0004842541729090056	0.0	0.00014597428313933562	0.0	0.0	0.033287975002519905	0.047843428253408773	0.0011335298118340512	0.004231270830314447	0.0	0.009401581853454709	0.0	0.0008370763576970192	0.0	0.09121898870020832	0.3446064139941691	0.005357717495329759	0.009981369498017256	0.001974959685455962	0.0	0.0	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1058671603679356	0.019275804286056266	0.0	0.0	0.0	0.0031446540880503146
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	0.0005344116572996179	0.011592775352092667	0.019881877262431465	0.034168821584103753	0.012024011861280874	0.021885087153001935	0.00034869291435486683	0.018265462084411554	0.04886602511962986	0.0011487541412269456	0.02580276253953505	0.05969769885112007	0.04467795585122467	0.004711993321584269	0.004080707322602585	0.03909578321982322	0.02741148375038937	0.0019400089538874794	0.00178051149239236	0.0017762351980400164	0.0	0.03951770721545357	0.03819241982507288	0.0037821640665159375	0.004777318664848719	0.003496946965990832	0.013678415347068505	0.00470640968175706	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014|Clostridia_UCG-014	0.011534384936716753	0.07079738215432409	0.022837062596583333	0.07064748930991938	0.05268867753950747	0.07129330751022164	0.237521408719374	0.0569982294456803	0.09870387780324717	0.09250326855460073	0.22028840483891143	0.05385162842715288	0.275274669892148	0.035803728782116684	0.1161994004886773	0.17597449644978988	0.06998234866576679	0.2813012983136845	0.26804791194561345	0.036545528787260105	0.06230610134436401	0.1662142541506218	0.0793002915451895	8.35837362765953e-06	0.17575120473776787	0.33490967730245874	0.12861115840853624	0.09748991483639624	0.07442348008385745
