	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121694	S210421121695	S210421121696	S210421121697	S210421121703	S210421121704	S210421121705	S210421121706
EC:1.1.1.1	65336.729785931275	78337.27837748457	143685.33987054962	97723.68136972314	30424.62421823939	72117.08218795556	41064.100157313565	130821.31801623272	41929.59401605658	25217.59065843384	20677.922126205216	5821.49949871751	166990.73199807812	156189.87365762063
EC:1.1.1.10	0.052621273099126384	0.034203068568132565	0.033921469521560554	0.2673025308284552	0.0770727759554783	0.5975558024182578	4.492303620193231	0.005336305728473658	0.028397830066679234	0.002125824490185457	1.794738953220557	0.0	6.145288065004671e-07	0.45074046256866035
EC:1.1.1.100	134425.09137003135	148307.99371933154	225885.15026948083	166759.56420249032	48706.041442411544	73441.34464774452	68387.4947853287	192103.5459681038	76364.28169658112	37476.75320312666	27197.637135886514	4904.479086213429	315014.0975521371	255332.22709336117
EC:1.1.1.101	3.512169703449738e-29	1.589053565657019e-28	3.7458969802093165e-29	1.0182621961309226e-28	9.369959577236677e-30	1.7635975141921414e-28	4.752392709823067e-28	1.015924264779788e-28	9.528527213640966e-29	1.3697286871867657e-28	1.5226712095376798e-28	0.0	8.896244471661459e-29	2.9568773257810917e-28
EC:1.1.1.102	0.21729074940014337	0.7405748608823571	0.10171646469436674	0.4253182581951228	0.025443282812046556	0.6556352494133524	7.561786808509287	0.7858249949903781	0.5890589385379462	0.5701101046387389	1.8999533633155976	0.0	25.270070316124613	2.4282738862689683
EC:1.1.1.103	11187.199952836638	6330.778462788965	7765.787117326815	13182.635295545842	3088.9754571662147	3067.455932140402	4896.214146525855	10495.128378769732	6599.546437992856	3398.3406434621293	1672.882426391815	211.06665159132348	22823.913791405095	11498.526603295893
EC:1.1.1.105	0.0	7.744959133899923e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.107	57.624543797122456	345.29942643751167	303.7625160889747	265.87673654517675	72.97129849567062	192.50948624797167	729.633095622564	262.41075446209345	293.0431508573046	114.38785462797281	115.16433447168379	32.19306324843753	86.16807400292133	1877.1303193922276
EC:1.1.1.108	1208.400842902614	648.9617458066002	314.48192373134106	3873.0190905888126	557.4413908115291	419.4648896641529	343.33912446293317	1892.2843504025323	620.9744563623184	209.62564091897258	185.1104930982166	22.76242244112332	438.29143868700453	1292.3921156954193
EC:1.1.1.11	4.000289037179711	13.331335900261658	14.250343855370353	3.5009614679766954	7.827929214986845e-05	0.0013767744963227532	383.25375615079133	61.00096646808655	171.5009268342233	76.00123926116424	228.5014162065384	2.5554609536353353e-05	24.86893062265203	167.25250048817784
EC:1.1.1.122	203.0943516876943	1010.449208365995	457.2870029068712	509.9987681155286	245.59680993970738	264.3238466212239	1773.1476008247753	547.8121075133748	1034.2173262416857	719.8245212510201	765.8542907782199	14.944519996508102	64.42585720831795	1959.4353904475513
EC:1.1.1.125	9343.869653749896	13052.185557410177	7323.112103211732	15125.345572455586	3292.183140668962	5982.195704808578	15639.967588155381	16017.444704017164	8760.350765955816	6058.5930029629635	5335.302175223388	272.1515620035968	74614.63390340713	32607.067465111973
EC:1.1.1.130	2287.0331940387855	1764.60767392888	1148.2261296150223	6364.171569978604	850.1916353025877	1470.5588995884941	2254.0327181400944	2764.8477373801834	974.3432700608674	709.0228271447446	564.620352924604	39.565264537348455	38612.44972993755	8356.26336741391
EC:1.1.1.132	275.46517712447894	58.09691525237828	1233.0305310429335	740.1288074852987	163.86785631452128	52.99155597351685	234.47941919030308	356.9254380555212	48.6296957680365	309.6792172557374	88.27424902251076	0.9868176875083274	1124.1606283752492	1504.631933985298
EC:1.1.1.133	47990.51812918682	40119.30042085008	123130.81080271697	61989.65108983587	20639.55672224451	14010.145031293216	17584.873508504115	67463.87439779715	30657.26846668507	13065.926235253672	6852.196456972531	892.2995372990963	149948.14452859043	90173.55263114312
EC:1.1.1.136	2487.0261806729604	3728.5331099777204	1784.9354524540008	4345.045165779542	928.9026301331369	1647.3490633202464	2487.3711646245188	3875.7006258938422	1957.1878482572436	2090.611635065299	910.929911393875	69.14655002821574	5199.5954107293	7529.318552179599
EC:1.1.1.137	3173.3544001328146	3400.6952476350734	1112.7892200742115	1450.3296737921964	116.03321956665681	1869.7708400998274	1132.2350803431507	6434.403827898763	610.5239675467676	1336.7658146809185	1016.6460056483327	22.414661017802636	911.0143683181875	8678.950184710306
EC:1.1.1.14	57984.10083912639	59295.70088672769	45889.7083784111	85091.37038795228	21214.90573840952	22108.598958433682	52640.47584369881	64111.56860298284	44532.08599813326	27629.691149392373	18815.748270283555	1241.0415882873313	132458.74968673688	114573.39705048576
EC:1.1.1.140	2491.0083265284857	10239.97770160505	3702.439083287843	8080.436260434939	1743.7446533257785	3215.2100320435247	9379.44598983794	7210.99014994818	5865.54616226775	4827.66370396624	3913.561954918946	88.92094003373114	2716.1264107397774	19455.7946445837
EC:1.1.1.141	31.24447175268802	0.06055699399648362	0.060061152512704906	11.00975367529606	0.13646459945661385	5.410048725691528	57.42964156525474	3.6743073534715087	14.022555670314025	4.584837625013277	3.1777541335984236	0.0	1129.9218175496917	0.798078386573915
EC:1.1.1.144	0.05694623124906318	0.2576497948849775	0.06073377549487289	0.16510865576586103	0.01519190261682336	0.2859393519260005	0.7705262604001595	0.16489170982686052	0.15461684047541324	0.22212313286749022	0.24687801306734206	0.0	0.14423848742877055	0.4795232322654225
EC:1.1.1.145	0.0	1.1396211628052149e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	40416.24119400552	39024.51762018628	27484.32702573052	58015.9349635628	10451.128420417608	18158.15001197094	17784.49527655712	56564.4750887003	17308.67158419033	10026.339843178954	7381.895714965232	919.5697634051901	23305.811033006306	69666.84816281515
EC:1.1.1.159	8563.767088444114	4197.025818334347	2739.871421583467	7719.899282011202	1955.3455560527514	2810.7777125543935	1198.9182195285048	5408.916888537648	1699.0847263029073	938.5807356080782	368.7150284903332	140.4397599573327	3477.328673747028	7868.692649345545
EC:1.1.1.163	105.22845205282366	0.5832227978689364	0.20851122949131315	37.48876422665989	0.46090139564791144	18.23901514600393	193.4131466510701	17.791071644668904	51.085371348998706	16.77806005936834	10.753181546517506	0.0	3803.0932888949646	6.169227776282769
EC:1.1.1.169	26435.41606066103	30821.76126816944	39171.81469257613	45238.1243806568	9269.73201327827	18018.87944234607	13875.645671978154	65011.1739846078	16483.80213639324	11576.12880889525	6289.531585806216	754.6727176571223	98519.17014494576	75582.76146826727
EC:1.1.1.17	4988.546331082959	16402.91551038269	17725.085436726993	9946.30881763362	2349.7080320328278	14336.420700254237	7839.054571576465	15595.64385498465	4857.403193636965	4612.571745824975	4725.038090918753	1169.9063002380879	8768.927556858422	18138.986667604568
EC:1.1.1.173	0.03711790859882915	0.16983572265187324	0.49599889744393255	0.10900419043780746	0.009902519881684071	0.18638350895347905	18.07837341282073	0.5637775067942801	0.64906278116526	1.7438678829140097	2.3309629637531235	0.0	0.09401880235104498	16.75080914252679
EC:1.1.1.178	0.8480699818966841	3.8385011556844724	0.9045071999432848	2.4587581898181705	0.22625277591896092	4.2584904438555435	11.475418159398352	2.4531128777574134	2.3008164706954117	3.3074306796874695	3.6767350502421516	0.0	2.1481416118987315	7.139856874463737
EC:1.1.1.179	69.38193951248321	4.803952974253564	26.48866567726258	4.401525984432606	0.3859665497810485	8.589979033608804	36.943186809412246	20.37711436798331	9.234392440335819	6.181761543327527	0.00021934074925652957	0.0	2238.173138466123	14.74233008983939
EC:1.1.1.18	10145.505521031038	18146.552879658724	23112.247940145084	20674.277685602974	5226.019723551657	7152.245356845542	23889.987093013202	20091.027269777675	13228.429952364379	7481.735461315775	6270.876611155974	640.9996905199082	33539.37253137603	61226.943900667415
EC:1.1.1.184	0.0006039358876244883	0.0017058886951449746	0.00011448835413224397	0.0009173639574104989	2.8638033986282758e-05	0.0012589176860501577	0.026995946776192842	0.002387600128536285	0.001636640800318546	0.0012258078758603163	0.0065199271052380214	0.0	0.00027190186833746856	0.007523918055109669
EC:1.1.1.189	0.0	2.14662106568289e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.193	28952.001762858978	29299.89837230598	91130.10737707248	44837.008875105865	14771.341608201861	9062.024260959239	9628.241779243548	41047.686909901604	23389.733079698122	8291.389677849163	3761.7853070134497	443.4506390207097	86500.78181044443	67564.32917667297
EC:1.1.1.197	0.0	2.14662106568289e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.2	405.6714496569234	1135.4103891590737	605.7311245840717	1434.0938198043145	356.5460064391484	557.3745559243948	1376.6860798937164	946.5786588121381	1067.1931215785248	685.2756395491124	568.3478189746904	13.398756956234742	3407.2284979108813	3052.309066069056
EC:1.1.1.202	4704.4969239356415	3338.1774179079785	2179.2908774197936	4016.3359052524806	935.7185380276106	3109.744347625012	965.2566322301951	16252.691981453283	1756.7870514355045	1604.5802918114875	707.3279364065393	127.780920929628	2786.70380291174	10346.790446225223
EC:1.1.1.203	9.196892719030625	114.7005540439583	58.120908733645415	96.03877143560469	4.75231133544403	0.08994126064652685	795.5618645015759	147.62982950439653	334.4282432018228	194.93302463979634	518.3275078479721	0.0	133.9552751144882	578.8175452672209
