Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121694	S210421121695	S210421121696	S210421121697	S210421121703	S210421121704	S210421121705	S210421121706	STD-NC	STD-NR	Total
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	3246.4281789538354	1900.1019975790623	1444.4640805149018	5744.14945192076	1025.4961225324575	1201.2819899199037	2018.4644293014449	4102.835614302299	1639.9306911557728	961.8704624916044	663.3395928315417	71.34159604981431	13522.158823870785	4142.652013058687			
GLUCONEO-PWY	gluconeogenesis I	58026.38452981748	55993.42428832592	125711.52838202169	75438.73667265443	23832.92914394357	24433.76055232064	17240.279670855103	85454.92116046487	35898.40245383507	16224.481563578604	7156.515117303394	1760.5057043455697	131625.76178852553	111306.5255129638			
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	3025.013978521348	1237.9260501371164	19442.22939867696	1080.0052983102669	1981.4720650167624	597.8569507820401	919.9159824171072	5545.807745470613	4298.532338963883	792.1456044838629	360.65387805187663	76.67072822492744	13943.14265687058	3132.9977668847937			
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	17355.225362139045	13871.793036854056	43609.4397968436	26088.48567598788	7891.948338595525	6145.793088717732	10157.681880414944	22616.37140187225	10328.262961008397	5381.528090642965	2727.289127022268	417.6516958839493	84155.86821090669	32869.88947577147			
GLUTORN-PWY	L-ornithine biosynthesis	39795.217381587725	39692.23279367096	65141.33329324249	49187.80823764747	14001.507305631523	13573.923021746416	15123.65460998962	48162.0583728078	20325.24872497557	9140.625810832864	5452.44470977214	800.2355133250126	84135.21354220234	74374.63773755745			
GLYCOCAT-PWY	glycogen degradation I (bacterial)	65544.44898372037	62065.83665133943	121667.64867133186	81168.73071636872	23786.353933850827	28580.493735120755	21764.408911752795	93071.55374927052	36271.85594016812	16522.84682531773	9612.579676421308	1826.723255512456	151239.16617390283	125872.07351321784			
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	59536.26368144861	65704.35929313432	97485.26508445424	73799.53786035685	20249.053518242446	33964.66965457509	26831.065173448973	84593.48780531119	29688.34407648962	16258.925832229535	11231.79603255211	2489.36995844898	111234.52441790118	122339.4898529537			
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	77.98515322919997	307.6961218236618	1137.2594564105077	782.9428088579019	108.08536549877928	93.96969561355168	742.8769930226399	527.9288287804745	616.232089644776	683.9115340815284	662.7771035216151	21.890086968640524	772.5963315511108	1663.6399192200813			
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	57739.125913393735	59405.62816107109	126830.29357242586	79231.64903342561	24340.003547509827	28395.90031713692	23588.74868536706	86741.93819097559	35223.76749285453	17446.195080808764	10710.489368172986	1886.3972968538787	118115.04599040964	114712.635991022			
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	21884.50400542455	23728.90120040565	29786.465131988487	34715.7843100372	8535.966706011299	9826.547882856788	11152.01014538668	38160.68912833205	11928.630861892994	8726.403843244392	5451.075867462696	582.9666136858662	70482.01123989694	46231.80199228717			
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	154.40235496807065	686.8789990177522	428.7411506493305	718.0093188023747	35.3655259921489	348.6809524964761	4306.390211990987	1247.2359886095992	1683.8642747454362	1389.6318444480155	1924.3340887714903	53.99178622318378	1356.70219749704	3657.394647379454			
GLYOXYLATE-BYPASS	glyoxylate cycle	81.37600681436437	361.9431923003125	1205.4653200290616	1003.9603735759983	114.77580259399446	175.6498755743312	2179.5380660770807	583.968029590846	749.4520528710005	808.3520136745525	859.3614401664776	31.515118860887643	796.2023482039755	2205.584490126363			
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	3931.572892655717	5131.822054554067	3688.6753920249416	5125.991174164689	1459.9584156786364	4848.853120376856	1671.5082026129537	13022.735797332729	2633.3904144805047	2463.604334953099	1187.9930748430968	207.28417969216264	4970.732900793238	10242.30283531965			
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	13.960504000128758	74.8718039017132	55.81011388627004	124.20947914332298	7.096755990438986	28.15897533035784	169.614962627033	91.6598866121051	104.00154821902296	142.394509702589	138.74575926187546	8.880120981744659	227.10143298144945	335.1957118041899			
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	1569.4447068999864	2156.919339960268	21773.75543507586	2355.8294697512893	2535.243298231658	477.7022823737177	1522.6815444101262	9796.25233418099	2344.313482163661	1242.019344434138	771.2622397492966	96.75192145554588	6871.889605854359	6619.436305163908			
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	3374.1069887911603	9516.524445243967	26472.936776305432	6838.765936138593	3327.7833610229445	14272.012266294189	6065.301593428133	19511.25823474282	2677.5480107212834	4007.813688882103	4705.427387192975	786.7799773343561	10809.84818102247	14379.872250600629			
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	14678.665154193584	21699.24697101893	17280.716732384557	24801.653458392982	5984.549696158319	9404.986171430635	12228.083091393895	26033.041915153764	10623.41008246341	7762.251534353446	5181.338275825258	439.2164968928443	27970.736596328927	40218.655048424014			
HISDEG-PWY	L-histidine degradation I	10601.850164034811	4872.183386479149	36905.21228794633	9353.880871796602	4460.425304504767	2210.1161544933307	1934.321631710804	13414.222636550829	6281.97565591715	1439.215156957009	803.7992135952575	96.79648448325554	37469.200785206194	10203.453112466896			
HISTSYN-PWY	L-histidine biosynthesis	49516.26057673986	47443.45733005924	82761.48166031812	68906.33183056788	18970.371295688525	15782.679671175656	19532.575618080973	62770.8525499238	28810.916878086024	12524.93017110437	7102.917642931465	914.550462337744	100978.41543593368	108371.97265397193			
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	20663.38626815985	27473.75532262924	51179.83385948248	40566.142708924745	11601.352643068793	7725.620137805999	11961.522609206051	33309.891036414185	17886.100729058577	10981.371457931857	5053.9543577142285	402.58891606681226	61644.228342790826	66470.54961205529			
HSERMETANA-PWY	L-methionine biosynthesis III	21872.27940697183	29639.09602608572	54770.46873403733	44138.38519507661	12302.52591037554	7783.015479013879	9516.28462315764	34972.70997511367	19797.087780919723	12547.213884115296	4842.254086710241	394.3699982369613	68905.07028341707	72208.38792538054			
ILEUDEG-PWY	L-isoleucine degradation I	2.1201078443806427	9.59484641319938	2.261187182706073	6.146474939634104	0.565614396890255	10.642600502908929	28.66448174157806	6.132369725631467	5.750932550147792	8.264927426440066	9.18599624291087	0.0	5.370011439879064	17.847120189728184			
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	67257.45665448373	62358.14022301832	102403.37910509492	83938.09986660325	24276.79563968739	24853.46742751536	25985.951477301143	86984.19387046137	37352.1911654715	16859.563159335128	10119.444777804218	1445.8548490884325	154934.2864883308	127062.8633012789			
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	132.53194539953512	526.3468513047661	174.81848119646023	537.5805218346493	24.07361446362264	260.4596550564746	1093.217724549887	755.887203189783	1148.82535233534	711.0366945115243	558.1887284423823	51.722003973619216	901.2804411761664	1414.4012057797977			
KETOGLUCONMET-PWY	ketogluconate metabolism	82.47156057059553	194.07915045461	142.7303897414703	241.028959738024	28.61542300852152	88.37931832059834	1209.3305117454356	426.123005271531	552.7340934729145	268.72336743776424	330.4374067304539	17.307053768276305	400.9860710009927	1037.6081538723915			
LACTOSECAT-PWY	lactose and galactose degradation I	1756.6653715732675	7184.513213150629	18225.557664345848	3213.788312355224	2337.207660126096	14293.079414474494	4031.1933800195234	10314.280051661022	694.9692574623084	914.6502071855308	2295.073648731848	1385.5703272047103	4736.721443958472	5691.876756478495			
LEU-DEG2-PWY	L-leucine degradation I	105.64105650570548	109.13000654775163	1465.424519608392	2002.590874160242	500.7557654429312	28.125777795103343	1660.9117632007217	349.5454973777294	446.12276015168544	659.0488193412513	662.8698558445344	1.2079978805942715	864.2742454069029	2611.5526540974392			
LIPASYN-PWY	phospholipases	6.35075052400128	2.7825e-13	32.86444780824471	13.141227140249931	4.5e-15	8.624999999999997e-14	4.4712499999999874e-12	4.9749999999999996e-14	4.65e-14	2.511249999999998e-12	7.45e-14	0.0	80.67055874523082	1.4475e-13			
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	100.92697938098436	320.6226653472588	156.87008128495953	403.69607322818194	20.817850761023283	100.78705145557754	142.96951210119238	350.7572224082564	307.37909324502965	2.3967821166274943	3.124792816669953	0.0021462529442047	801.9769183762637	732.9475737359969			
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	27422.1666222576	34559.56381643287	67549.43691956854	50172.17808481689	14667.43970917696	10792.862869962886	14363.418356625032	43921.09886042234	22076.14143472744	12470.33101904271	6203.638036292981	592.850667539314	77156.96877995378	81682.57451974993			
METH-ACETATE-PWY	methanogenesis from acetate	5926.175424112334	7299.4640319805585	5949.357565683781	10704.196483413987	2254.6334025732767	4017.602039635176	5805.312561003255	12081.16173970028	2838.1863326315165	1886.690763471376	1675.5578767243187	102.34704729075165	25265.059657301204	11944.049863295511			
METHANOGENESIS-PWY	methanogenesis from H2 and CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.043434341577328	125.07080969556914			
METHGLYUT-PWY	superpathway of methylglyoxal degradation	37.2077232466264	177.7169347180371	155.67008290731678	322.6492643646556	16.21480343476169	49.898788049218	385.552030308241	190.26980897684007	214.5564434088961	468.3892220743053	306.6813045830069	11.661541017022978	236.83107411377696	546.8511890566026			
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	0.0350155052814729	0.6322119680087384	10.21045110097968	4.01129114626074	0.0013625063157799	0.0707914249329785	545.2852872064922	103.17200527193177	272.5821682105228	128.2426963937891	336.6169805681228	0.0011027747009199	145.33854515815707	293.7686260204138			
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	1744.9077119777512	3338.260180826869	1250.3213660096862	1953.915219036292	231.50005587893145	1827.2631083875635	1925.3631283576303	2088.009379877835	1130.6423374618516	1519.691728487505	851.3610702966082	29.70053813713601	12082.18997379434	2330.050345453631			
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	28.05549196847259	74.24230659303575	6.149250538838224	27.50995993303669	0.7057897834797294	27.844507909105864	1276.432248648432	205.963267807484	398.3008738590391	207.8625518322252	593.2660593404776	0.0	53.567582459167326	817.309031052486			
NAGLIPASYN-PWY	lipid IVA biosynthesis	20909.67597224655	12819.734342067995	81907.51731754135	31169.22914517899	13825.176792602142	3210.600710516589	2403.2306472103446	31708.901396312856	20073.36393769596	4611.8391428590885	773.6654348599321	247.967328161588	78615.38807266718	46658.68124283785			
NONMEVIPP-PWY	methylerythritol phosphate pathway I	59832.16753507386	53467.46671777473	109863.55606841296	70823.08651773905	21590.34149935368	18863.56328542168	20254.640573209355	78638.61601949134	34412.435269613336	13831.155265494344	7758.818762078729	1199.865960792995	121460.74298979164	111534.028871628			
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	86399.37801731595	86211.82086359024	151929.76676766455	109441.9450813676	32038.11568519829	40596.71145252356	40238.86947566131	117667.43139220568	51257.76149717133	26336.73949322575	16311.672597346904	2514.468048478489	213184.0254969528	171475.55351496875			
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	42932.7185496284	45506.21900704961	78138.81759747995	53645.47900469533	15046.936592975402	21727.729139408017	17623.792932443997	64306.267501598704	21812.6068817618	12297.420639549156	7653.975849096829	1448.1028569567743	54878.97044397901	79044.56363476063			
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	8.315984562894005	41.33310000594161	16.48858473530068	52.97232815173474	2.2468622978276387	20.91154120266402	246.0725144801524	70.87240729908453	59.16152977140833	56.31079883872712	82.93631433038287	5.577077207221894	83.71429383458262	97.21951765857791			
ORNDEG-PWY	superpathway of ornithine degradation	20.39261861047844	109.40891380581256	298.8396167752667	291.5378985985716	30.61790900537586	54.01152619441103	265.58413315792296	144.4483980148564	143.72090844742806	197.4262069106569	206.1350330759992	16.164461106218628	281.5725004299781	450.11536504005926			
P101-PWY	ectoine biosynthesis	28.084120808616635	54.40202186330424	1150.3610069387698	804.5433757020421	118.4043458927922	13.561573303447531	509.1845951774781	29.281809048146084	51.66760572133837	297.16605648148607	94.76076262305511	0.0626855165399973	242.0933771456234	1082.21752053849			
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	321.77436730402195	1401.5679536982234	6762.688946718872	4506.853435042217	705.7508119619138	702.6462736207756	5285.546658783975	2592.023215902568	3354.2931450123533	2446.2734507149426	1863.428396565983	97.30730992491368	2507.338762852221	7044.994350310432			
P108-PWY	pyruvate fermentation to propanoate I	33450.21983165927	21845.38385316223	92555.73841056906	54338.04261776566	18856.080893017654	7256.803643735866	3780.429179434439	47056.83192175918	25611.156091784367	7406.560721109888	1297.4146254960317	463.4686722166243	88808.13707339029	70349.55927246033			
P122-PWY	heterolactic fermentation	17317.855063200514	20603.847752295795	43358.01315868639	30618.384570656373	8718.676206919663	19592.520892016622	8070.2290739892605	36896.51309268278	7604.182449585182	5371.11235836202	5031.551521986071	1769.4737672562217	11587.303295239377	29134.480864657216			
