group-id	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NR	HSD-NR	HSD-NR	HSD-NR
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0.015577941634645343	0.009615384615384616	0.02919530934088152	0.006656593294401111	0.018633540372670808	0.005774259151656014	0.021551477733950723	0.012998072699565237	0.030006978367062107
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales	0.0037387059923148823	0.015088757396449704	0.03251112009704812	0.0005513129415608282	0.012681159420289856	0.002415020337013364	0.028468530269250558	0.0008515978665232396	0.0
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales	0.014020147471180808	0.014940828402366864	0.018924383340072785	0.019193857965451054	0.0033643892339544515	0.021807815223707148	0.007831704110215516	0.022634574873380844	0.023377529658060014
Bacteria|Firmicutes|Clostridia|Christensenellales	0.041541177692387576	0.02980769230769231	0.0037201779215527697	0.003859190590925797	0.0	0.013872748402091807	0.02143714628708626	0.0015687329120164942	0.0
Bacteria|Firmicutes|Clostridia|Monoglobales	0.0022847647730813167	0.0	0.07909421754953498	0.001960223792216278	0.026397515527950312	0.011566676350958744	0.014405762304921969	0.03034377661243333	0.00732728541521284
Bacteria|Actinobacteriota|Actinobacteria|Bifidobacteriales	0.007685117873091702	0.010355029585798817	0.004609785685402345	0.00016335198268468983	0.0	0.0	0.013891270794031898	0.049168571556631256	0.005582693649685973
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales	0.006335029598089106	0.08454142011834319	0.0051758997169429844	0.011352962796585944	0.013198757763975156	0.005283991865194655	0.008975018578860116	0.01349110304334185	0.01849267271458479
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.0	0.027884615384615386	0.0009704811969268095	0.0054110344264303506	0.0	0.0016342242882045322	0.0	0.002778898301286361	0.015003489183531053
Bacteria|Desulfobacterota|Desulfovibrionia|Desulfovibrionales	0.0018693529961574412	0.004585798816568047	0.0	0.0	0.0	0.012038785589773388	0.014462928028354199	0.0	0.0
Bacteria|Firmicutes|Bacilli|RF39	0.004257970713469727	0.026775147928994082	0.012211888394662354	0.0020827377792297956	0.002846790890269151	0.003450029052876235	0.014062767964328588	0.00112052350858321	0.0
Bacteria|Actinobacteriota|Actinobacteria|Pseudonocardiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03213661422616647	0.0052337752965806
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.0009346764980787206	0.00606508875739645	0.0006469874646178731	0.0012863968636419325	0.0	0.0	0.0	0.00022410470171664202	0.0
Bacteria|Campylobacterota|Campylobacteria|Campylobacterales	0.0	0.0	0.0	0.0	0.0	0.0023060720511330624	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Peptococcales	0.0	0.0	0.0	8.167599134234492e-05	0.0	0.000780796048808832	0.0	0.0008515978665232396	0.0
Bacteria|Cyanobacteria|Vampirivibrionia|Gastranaerophilales	0.0005192647211548448	0.0	0.0	0.0	0.0	0.0013255374782103427	0.0	0.0	0.0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales	0.0	0.0	0.0	0.0	0.0	0.0006355316676350959	0.0	0.0	0.0
Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales	0.0	0.0	0.0	0.00124555886797076	0.0	0.00025421266705403833	0.0	0.0	0.0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales	0.00591961782116523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Staphylococcales	0.005711911932703292	0.0	0.0016174686615446825	0.0	0.0	0.0009079023823358513	0.001943634596695821	0.0	0.0
Bacteria|Firmicutes|Clostridia|uncultured	0.0	0.0	0.0	0.0	0.0	0.0005992155723416619	0.0	0.0007171350454932545	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	0.0	0.0009615384615384616	0.0	0.0006329889329031731	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Eubacteriales	0.0	0.0	0.0004043671653861706	0.0	0.0	0.0	0.0	0.0017031957330464792	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0012576459155090609	0.0	0.0
Bacteria|Firmicutes|Bacilli|Acholeplasmatales	0.0	0.0002958579881656805	0.0	6.125699350675868e-05	0.0	0.00025421266705403833	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_vadinBB60_group	0.0	0.0	0.0005661140315406389	0.0	0.0	0.0005628994770482278	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Exiguobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007171350454932545	0.0
Bacteria|Bacteroidota|Bacteroidia|Chitinophagales	0.0	0.0	0.0	0.0	0.0	0.0	0.0008574858514834505	0.0	0.0
Bacteria|Acidobacteriota|Acidobacteriae|Bryobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0006859886811867604	0.0	0.0
Bacteria|Gemmatimonadota|Gemmatimonadetes|Gemmatimonadales	0.0	0.0	0.0	0.0	0.002846790890269151	0.0	0.0	0.0	0.0
Bacteria|Actinobacteriota|Actinobacteria|Streptomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034891835310537334
Bacteria|Cyanobacteria|Cyanobacteriia|Chloroplast	0.0	0.0	0.0	0.0	0.0	0.0	0.00045732578745784027	0.0	0.0
Bacteria|Chloroflexi|Anaerolineae|Anaerolineales	0.0	0.0	0.0	0.0	0.0	0.0	0.00045732578745784027	0.0	0.0
