Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121688	S210421121689	S210421121690	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	STD-NC	HSD-NC	Total
GLYOXYLATE-BYPASS	glyoxylate cycle	81.37601450146238	361.02901946572206	1197.6129087481902	3022.179026138286	2863.1433695648057	1837.4774147251148	2162.7119818512137	583.9674784347337	747.5150907699234	797.4746336947377	258.754371985546	1840.3558685826608	501.3501128261906	1577.482818358752	163.1912163612594			
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	3923.333924946295	5128.513359284787	3688.835014746144	3583.9605578505684	6279.866570660926	6031.547909634158	1671.370146529984	13020.440402107388	2632.616008685427	2463.2032748728034	278.2147196381308	468.9981297459537	982.927114294503	315.3297118372542	124.21844513087204			
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	13.960504015960494	74.86878715835701	55.49846663974985	199.6912398663116	370.9697151319901	325.1332526002935	169.41269455285376	91.65988663618708	103.97530259752736	141.61612185683018	60.14795677506805	122.65254357381038	111.68347369756316	154.80642717632185	16.82204736345241			
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	1569.3568520205097	2156.3745700995164	21779.73840440405	2867.585381668433	2506.780394383595	1649.6608794679055	1504.3717277309402	9796.086134530982	2342.6430071442937	1241.6884347978555	283.69120819824883	1403.6447471203062	388.0484258993765	1215.5904196293775	105.50047177176933			
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	3382.317731775001	9515.024414487556	26480.754309957523	4231.47092051365	7601.55790782743	5492.624592901109	6045.675739644319	19507.80027293593	2675.651860535648	3999.6432577587207	864.0052048460431	2653.074606620638	1824.3667853959207	3450.703020801845	210.28236637707096			
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	14672.331864397229	21682.28647811213	17278.541347077364	17461.52660735858	20289.719113795058	17513.836094092287	12222.84599714004	26025.57475877678	10618.723630811226	7783.2585043901	2096.327452957696	3382.232850847723	2580.134054067794	5543.761292977104	644.941378359851			
HISDEG-PWY	L-histidine degradation I	10600.833243169993	4873.831441065475	36905.71487183789	3900.446230668357	4735.954934657678	4165.708044823792	1931.852632344286	13404.766996016984	6281.171968148108	1436.0209090751516	501.9065036565671	2375.733772426613	688.2315061401836	1368.459106364022	135.20506996933096			
HISTSYN-PWY	L-histidine biosynthesis	49534.710620078426	47427.5749783901	82823.20794942767	40927.3902908717	85884.81678188272	47337.85468877061	19516.4958772318	62750.54528486523	28803.03061394548	12540.448032539052	5876.627937777766	6772.875205688943	6499.747205367062	40744.26106485717	1610.7324676230646			
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	20655.78711221214	27459.35437861357	51183.24546956581	21448.98320931496	26186.36239522609	17377.02535697984	11959.736123337776	33307.503470968935	17882.553773178417	10990.5150423883	2532.057568025385	3798.721101228709	3043.535563675024	13235.943975220229	1033.1258259316012			
HSERMETANA-PWY	L-methionine biosynthesis III	21863.58712290425	29621.74276930677	54772.22395389644	23770.223090882984	26611.954174390703	17899.025147217195	9492.975925775794	34970.496715829264	19793.093592228703	12555.907541945444	2601.32588017142	4464.082287263001	2063.5763022700926	13472.276879541085	1154.6708677029458			
ILEUDEG-PWY	L-isoleucine degradation I	2.120109584222392	9.405943365185015	2.2611889938642524	44.32183853699067	22.21603168358044	26.93159307040742	28.57137533367197	6.132370558326713	5.750932587778364	8.26492776230532	3.955566070613589	4.096985701281575	6.404380378255488	30.70231248671699	0.0			
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	67282.39461785335	62318.39723033684	102454.68959427752	50269.260887599215	110252.5309118876	61854.066047500906	25958.62814766374	86954.86716444758	37338.68996074926	16868.156330962072	7762.336449732501	10313.311680689389	8657.584526270395	52185.69086535424	1986.4864914948848			
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	132.53175942292938	526.3288257149203	174.81844557592817	578.6580679334528	970.8457722964948	894.8433186031579	1096.0597997219493	755.8870458217212	1148.8081668851137	710.8666343031892	110.89184636518446	1304.914626292628	356.23730904692707	916.6187725271232	106.691897284568			
KETOGLUCONMET-PWY	ketogluconate metabolism	82.47143656174924	193.87240477219623	133.75802066680023	326.8842562482736	841.1318572695598	652.7139973280919	1210.6279519286118	426.11059581915833	552.6886315990698	268.7239176144228	101.53802298473992	758.1984589352476	302.11812914104183	541.0694648698592	32.73638848034172			
LACTOSECAT-PWY	lactose and galactose degradation I	1756.421143463807	7183.967620427861	18231.90174464112	756.6955350517904	2125.1419486118543	1866.952122916602	4029.784379004144	10312.787536826654	694.9413903910865	914.9819724040672	248.68835663120964	594.537489504093	183.06708145916872	538.4486635237316	36.79905651994088			
LEU-DEG2-PWY	L-leucine degradation I	105.64370062398248	109.03433906324378	1454.6895461793029	2577.484385362524	2605.724223705812	1400.0009102698125	1651.762432204131	349.534331992546	445.554579032949	650.8320152058864	223.1117661414244	2088.4544118000763	302.79787203427907	1292.1449143597456	108.79679473697728			
LIPASYN-PWY	phospholipases	6.350762870988447	2.7675e-13	32.86460445859228	3.595e-13	1.8e-13	2.1825000000000005e-13	4.470249999999988e-12	4.9749999999999996e-14	4.65e-14	2.511249999999998e-12	3.2e-14	3.325e-14	5.012969049013737	20.67564070956884	36.38857111992181			
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	100.92688399069245	320.6060995391448	156.8700373724553	291.3264433288971	2.9650920354421992	3.032685271188887	143.00912969846692	350.9505274670923	307.3780719660118	2.3967776843450457	0.3221852540092013	101.23646972010349	16.537697153480078	2.8883133160059824	0.0088750635980708			
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	27415.19838897289	34543.00050440057	67557.53587009708	27423.03551882932	37016.85897690673	24109.444193898147	14359.28978692876	43916.23237556249	22071.527487486823	12478.043195734375	3437.6133569599874	4723.818067596028	3823.875935956448	18481.88924794186	1236.349878210557			
METH-ACETATE-PWY	methanogenesis from acetate	5928.295446915228	7291.110576884949	5950.937988262801	5462.200368401144	14304.40922372303	13336.701745269407	5804.055435447111	12078.730862002863	2837.891355166213	1887.471586743228	1286.9686912981308	2626.9831153045225	3741.4774051687946	2311.960041466372	104.6439380055899			
METHANOGENESIS-PWY	methanogenesis from H2 and CO2	0.0	0.0	0.0	0.0	6.923503921171903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
METHGLYUT-PWY	superpathway of methylglyoxal degradation	37.20750196194148	177.6492061567219	155.67714405335752	396.74548982820016	1447.9080210868394	875.3766608661361	386.9457986617935	190.2872151097149	214.47055572801187	467.20869419762585	162.17858845654817	162.32770000175884	140.57963857891195	714.9346225816914	27.909859787644567			
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	0.0350155083952951	0.6317582667140231	4.196753046498443	0.1446527915109612	128.3023377987129	23.95226407478109	523.4857081156081	103.1709863157408	271.13565934348213	119.40177785550722	29.21446205554916	1114.569228344825	73.92124863858348	498.0183038770636	0.0216913049468639			
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	1745.1543618975998	3336.58109861373	1248.9825519169783	1540.656925038999	2101.9207848417595	1658.2309411790625	1920.286152418911	2087.701996979251	1129.9721659826516	1514.2598700466726	211.5308573804528	1296.0014448377294	672.0579875646936	1119.6390519476151	72.893962464714			
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	28.05548665601804	74.0510616337853	3.920268338189155	93.88528419183233	465.9646409284522	311.6403734924112	1272.7065263337977	205.9631826809201	397.9774250254309	205.5510489433896	111.1715167862304	1430.88901171617	174.72312696179776	885.1922401279819	12.09061651378362			
NAGLIPASYN-PWY	lipid IVA biosynthesis	20908.15694814131	12819.466765550987	81900.3505655582	14431.98082634807	2884.4188122718824	2931.7493380580245	2391.060502005283	31708.131098959257	20068.056177202063	4605.592460926543	170.81246875986523	2259.0836383314336	610.0954453442372	1856.9996309856829	697.6893093099304			
NONMEVIPP-PWY	methylerythritol phosphate pathway I	59846.83135979451	53450.5038120943	109927.3744489963	43304.13648935656	106652.4448452272	60249.519339129656	20238.996464951226	78613.7672455527	34402.83631001699	13844.95583649672	6784.154238063808	7067.144070510632	6661.117773089523	47586.11792698639	1628.2880072845544			
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	86412.99065250455	86181.00162394939	152029.9560079822	65662.26817316582	186778.79612541004	98035.89872024204	40218.819777665456	117627.43186458794	51242.18665322407	26380.85751779621	12928.156753893947	12089.858421789737	11167.227530075785	90371.07338316788	2623.165581783057			
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	42938.59171859462	45491.37218590496	78167.6502659133	31381.79144217289	92500.00016440512	48394.78157079338	17608.35345643453	64287.02592034432	21805.61613230809	12311.177891590482	6320.075676987475	5544.8929579042815	5750.239020820741	44972.49079930079	1167.7188933077834			
