Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121688	S210421121689	S210421121690	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	STD-NC	HSD-NC	Total
																	3228.873071658387	10651.311744374196	13880.184816032584
																	220.87614208292624	208.9240101394483	429.80015222237455
																	452763.5625688507	289254.8823259742	742018.4448948249
																	43827.045594638745	17612.719712591686	61439.76530723043
																	0.0143472659901058	0.0	0.0143472659901058
																	3721.277654844344	145767.366701716	149488.64435656034
																	81247.71588687909	40460.25917483735	121707.97506171644
																	213195.2820373989	83713.47843614215	296908.760473541
																	153332.07101084132	42187.92964166068	195520.000652502
																	245902.14515759607	210525.3659378028	456427.51109539886
																	215315.53692882648	84832.63992805412	300148.1768568806
																	964.6564143290273	1205.7100187301955	2170.366433059223
																	6.1347325238951775	3.0773641135077896	9.212096637402968
																	7.9851923543792	3.824177381241683	11.809369735620884
																	0.1955487003884626	0.0045357216455911	0.2000844220340537
																	41.4162078140524	166.10185608836818	207.5180639024205
																	3.989999967589314e-13	0.0	3.989999967589314e-13
																	9.332814729347956e-05	0.0002069832505548	0.0003003113978482
																	121.57476814701712	164.77212451893365	286.34689266595075
																	237899.51235589312	68981.49526155004	306881.0076174432
																	0.011883745827923	2.885333332127916e-12	0.0118837458308083
																	0.0235920615304719	4.8855290928619786e-12	0.0235920615353574
																	12.278271248916216	0.1790683737124327	12.457339622628648
																	128557.83233077129	57136.93633111616	185694.76866188744
																	6995.628928763233	3128.9115402822044	10124.540469045438
																	87791.83213509615	16844.02892746471	104635.86106256086
																	1.5544822957073088	0.2698675942765453	1.8243498899838544
																	0.0862405915452164	0.166899467388099	0.2531400589333155
																	1.0999999999999922e-14	0.0	1.0999999999999922e-14
																	0.2027291829365385	0.444565871655555	0.6472950545920936
																	0.1487184530249473	0.2696819917086109	0.4184004447335582
																	3.849999999997105e-14	0.0	3.849999999997105e-14
																	0.3754602005925105	0.299249565867156	0.6747097664596666
																	260.3565593579347	117.50143003601524	377.85798939395
																	69.2023752628765	15.84257556176118	85.04495082463768
																	5358.9704833848	1481.917920120776	6840.888403505576
																	21890.00958586361	25895.458771054604	47785.468356918216
																	75.23880773872551	32.73147366646668	107.9702814051922
																	84.26378672179926	36.75801828941543	121.0218050112147
																	0.0223474544022225	0.0028804707850242	0.0252279251872467
																	0.0235866284075631	0.0	0.0235866284075631
																	433872.1504107528	300495.5675598005	734367.7179705533
																	611.9614681019431	452.62400411724747	1064.5854722191905
																	154243.42601189614	91336.63029175052	245580.05630364665
																	0.2399905876216184	0.1573899303291918	0.3973805179508103
																	203920.0226293785	137523.98510403556	341444.00773341407
																	215906.7255923512	122742.41687084125	338649.1424631924
																	140055.70624707633	84585.86977400031	224641.57602107665
																	44870.12554122276	20287.356153418303	65157.481694641065
																	268772.62806670583	237696.1300914524	506468.75815815816
																	171209.7556021622	111354.30537645848	282564.06097862066
																	447368.4037895637	314192.96504564595	761561.3688352096
																	0.0	0.1687980264689646	0.1687980264689646
																	53734.15586926015	25428.33801160044	79162.4938808606
																	118789.6078949873	56004.52362932986	174794.13152431717
																	441078.2144393423	284037.8666535634	725116.0810929057
																	416.951399015426	1135.1974298787532	1552.1488288941791
																	403193.76068600296	414796.755652739	817990.516338742
																	399762.6166984312	273368.7146819034	673131.3313803346
																	403193.76068600296	414796.755652739	817990.516338742
																	196263.5709007715	113866.24578801464	310129.81668878614
																	432036.2896547273	319140.45291748963	751176.742572217
																	167890.93723208204	39354.097407592606	207245.03463967465
																	116392.84942725395	73916.44544831783	190309.2948755718
																	190170.1113650782	86325.57049481456	276495.68185989273
																	53757.04808905663	29079.955208998617	82837.00329805525
																	28.37348212889232	12.66451316659532	41.03799529548764
																	0.0001060974733125	0.0	0.0001060974733125
																	0.0070856710316441	5.682191376801807e-07	0.0070862392507818
																	1079.905213068081	1958.6749160801223	3038.580129148203
																	101780.34572244404	31499.13470247924	133279.48042492327
																	0.8684697569806781	0.0030248486136225	0.8714946055943006
																	258365.18052112745	61572.46084689991	319937.64136802737
																	78939.22417915745	27146.663465703765	106085.8876448612
																	76225.304568962	23973.172207523792	100198.4767764858
																	381.7540545507468	201.19262261938644	582.9466771701332
																	0.0069394825755276	8.117202182658814e-06	0.0069475997777102
																	0.0790318175571207	0.0250915321744898	0.1041233497316105
																	2970.1983751452613	2211.376381535122	5181.574756680384
																	775.5327526231259	1171.6706463856365	1947.2033990087623
																	1221.4591894063387	305.9954210668568	1527.4546104731955
																	8805.934926370528	21126.8676750465	29932.802601417025
																	48505.73033721378	142690.9807276324	191196.7110648462
																	0.0	3.320693705125546	3.320693705125546
																	1937.2666998908785	150.80795345121783	2088.074653342096
																	185661.728086678	216802.864755093	402464.59284177097
																	0.1743698655929048	1.44843209133048	1.622801956923385
																	261677.13777254728	223660.50023020263	485337.6380027499
																	2.951470260653795	1.465307967561821	4.416778228215616
																	0.0529739865737969	4.820249997727055e-12	0.0529739865786171
																	10261.607793096078	6827.841406823015	17089.449199919094
																	456.5900484249216	725.3858949395973	1181.975943364519
																	171755.92182703328	60276.701410412665	232032.62323744595
																	0.0012267504606149	0.0	0.0012267504606149
																	1480.035773277213	741.2442203743951	2221.279993651608
																	0.0	0.0224818006162705	0.0224818006162705
																	242543.33259283123	179108.9633493268	421652.295942158
																	370325.2654779027	279932.92268964835	650258.1881675511
																	293.8146195983653	1258.791272801135	1552.6058923995
																	105.58416603332202	199.40926329503847	304.9934293283605
																	467044.8028708485	281008.7483341347	748053.5512049831
																	250462.3166269567	46991.13246259003	297453.4490895467
																	257973.41066984463	149632.24605760933	407605.6567274539
																	47227.63930917794	13421.655852459106	60649.29516163704
																	89160.02041382153	38008.67248233453	127168.69289615606
																	22085.751441519875	9826.154353979528	31911.9057954994
																	173700.86021252544	238614.4180708349	412315.2782833604
																	2093.8954812321504	3929.774182703635	6023.669663935785
																	183396.04778729647	261515.25466558544	444911.30245288194
																	176862.6058866493	234538.0285953923	411400.6344820416
																	179507.1849613696	216738.440713401	396245.6256747706
																	417047.2029955032	344978.2257861681	762025.4287816713
																	1465.3538914789772	2229.8424381745062	3695.196329653483
																	20725.516416225004	7353.452647382408	28078.96906360741
																	15911.656320489474	10786.746995175838	26698.40331566531
																	16024.865504073832	9962.33789852781	25987.20340260164
																	263046.58657993056	81628.96025863428	344675.54683856486
																	246857.8236119263	142100.19557108212	388958.0191830084
																	201958.3525893168	135307.64678858302	337265.9993778998
																	1161.2430106257532	2832.7081314202906	3993.951142046044
																	4632.400405774401	3972.3758365799526	8604.776242354354
																	1508.370336142183	2336.412065119904	3844.782401262087
																	158652.85652290052	148386.30123791448	307039.157760815
																	45702.66919753405	21468.566884912107	67171.23608244615
																	231782.3035065344	41902.83471680649	273685.13822334085
																	975.0557262033872	3422.7036533827963	4397.759379586184
																	53772.43490261836	191482.759012674	245255.1939152924
																	352073.10823986924	299870.12074288365	651943.2289827529
																	352073.1082398692	299870.12074288365	651943.2289827529
																	0.0016899618123596	0.3425637104570435	0.3442536722694032
																	240000.41703485028	47717.80117258903	287718.2182074393
																	287928.2891593562	214017.3772713407	501945.6664306969
																	269569.7578428683	210836.1993237366	480405.9571666049
																	37614.09158067824	16127.857926864646	53741.949507542886
																	85864.96844924352	37897.44030723185	123762.40875647536
																	110498.23508650404	125749.98033108204	236248.2154175861
																	270474.5577101062	207747.1078585513	478221.6655686575
																	68730.70008407332	24686.847472713776	93417.5475567871
																	117583.10770902089	111934.71255756108	229517.820266582
																	379789.0994825373	228842.6998037836	608631.7992863209
																	44557.21608766995	19566.01994972075	64123.2360373907
																	1175.5417935012915	657.28126563454	1832.823059135832
																	87333.61599589388	37136.01318149197	124469.62917738584
																	181375.88761132245	58697.04933533725	240072.93694665967
																	5337.865549378481	9208.05348129136	14545.91903066984
																	83317.76486165625	64750.75594851533	148068.52081017158
																	223747.7517640837	60145.20925228234	283892.96101636614
																	2397.5867312998416	2498.1254144623026	4895.712145762144
																	397129.8026352191	313235.7360679084	710365.5387031275
																	394113.0886899225	289273.37443334586	683386.4631232684
																	218052.53779301725	184392.4565178461	402444.9943108634
																	1912.3817448590607	3512.332155965643	5424.713900824703
																	8032.03229393082	7609.477280356932	15641.509574287751
																	267690.913650126	290001.68625440163	557692.5999045277
																	154.70175680514188	648.407066850383	803.1088236555249
																	399175.8230462904	303281.2678605292	702457.0909068196
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	0.0	0.0	0.0
																	342079.7983887006	231580.01669248968	573659.8150811903
																	2555.3393028687456	3629.008016736472	6184.347319605217
																	344.2211582383567	547.7771774120087	891.9983356503653
																	5768.188278458581	6305.696938647085	12073.885217105666
																	350722.3399775753	169710.0548158913	520432.39479346666
																	464157.1372888452	360489.9782911241	824647.1155799692
																	112780.67297348478	57008.50423518507	169789.17720866983
																	505.1945087476056	643.9269668811137	1149.1214756287193
																	49918.11271675234	32549.152901831585	82467.26561858392
																	260775.89136557607	224312.7373589904	485088.6287245664
																	246597.7536180805	229269.28190192592	475867.0355200064
																	339353.1954946221	278518.937784591	617872.1332792131
																	310972.41579635616	220995.03926800843	531967.4550643646
																	988.7685755989756	1754.8877204669093	2743.656296065885
																	173026.26785852	38644.82456828243	211671.09242680244
																	376282.8482705689	307855.3951700369	684138.2434406057
																	436473.0952390336	217367.33330329863	653840.4285423323
																	1897.516328597367	3293.214949210337	5190.731277807704
																	64.14793333172429	27.866073601402896	92.01400693312718
																	38011.46679966724	36889.48242568485	74900.94922535209
																	512.9668151996934	341.05782466200344	854.0246398616969
																	366088.7820653009	235888.2139070732	601976.9959723741
																	190436.02766794933	187247.5019434493	377683.5296113987
																	10966.351917327089	4464.877642663751	15431.22955999084
																	220697.95025857087	62548.96525802728	283246.9155165981
																	351517.08083894616	296778.323270272	648295.4041092182
																	348.76311748890805	483.7409710516432	832.5040885405513
																	279251.8474959627	249410.3326434755	528662.1801394382
																	585.5619117247901	720.8282219101945	1306.3901336349843
																	263215.1567509995	156327.68381952884	419542.8405705284
																	269.383401048168	526.5240738542313	795.9074749023994
																	345335.67656241765	210973.98512145283	556309.6616838705
																	1569.650790494828	1994.3035220674308	3563.9543125622586
																	4695.722612237821	4812.702004917779	9508.4246171556
																	27970.63208298004	25118.527293955056	53089.159376935095
																	333266.8459891919	77031.40803863236	410298.25402782427
																	201770.53722898389	39389.02638321015	241159.56361219403
																	233148.7597594865	195751.19805032428	428899.9578098108
																	238524.50808384595	207449.3555280868	445973.8636119327
																	80229.5995668485	45007.73039493666	125237.32996178516
																	76653.80636591915	72908.20542613554	149562.0117920547
																	122010.9516841933	42198.78731710237	164209.73900129565
																	15313.704391323625	8163.281356070595	23476.98574739422
																	155561.1762121108	54704.96124355048	210266.1374556613
																	818.5836574039816	1507.5029679828133	2326.086625386795
																	1030.8509737252054	1911.072826853621	2941.9238005788266
																	165309.8131964749	167615.02676817475	332924.83996464964
																	15429.030713656755	9088.846176751951	24517.876890408705
																	15313.704391323625	8163.281356070595	23476.98574739422
																	394530.07558060985	130532.51824344712	525062.5938240569
																	35257.90544199838	9944.29387308845	45202.19931508683
																	123310.1348819149	59248.977348618646	182559.1122305336
																	237359.07649090653	207595.94897640147	444955.025467308
																	416932.4744749452	319799.7200620312	736732.1945369764
																	380194.7790945397	322569.6438963041	702764.4229908438
																	4076.3228690770607	8913.588921694805	12989.911790771866
																	406980.5333674389	221076.6664820131	628057.199849452
																	145298.1547873258	56368.5582136867	201666.7130010125
																	9787.432863190206	16047.86768977208	25835.30055296229
																	5931.687127465983	12063.934198542614	17995.621326008597
																	32528.312131172825	18065.063158792367	50593.37528996519
																	650.9917634574657	1361.906656184811	2012.8984196422768
																	40390.25913072815	10420.501928139012	50810.76105886716
																	71606.8675870947	26328.08540528371	97934.9529923784
																	110283.5625807049	69512.4788444561	179796.041425161
																	75434.19206165787	17871.645168706546	93305.8372303644
																	303396.0133564778	235654.30564283903	539050.3189993168
																	173438.69537026493	88655.75499560183	262094.4503658668
																	183070.02762188663	92037.13462943942	275107.1622513261
																	62.50684818535403	138.62870792784616	201.1355561132002
																	399175.8230462904	303281.2678605292	702457.0909068196
																	4545.300677445752	5239.701610349537	9785.002287795289
																	2868.252958962009	3556.3905752571554	6424.643534219164
																	43124.78578715874	6350.330254218391	49475.11604137713
																	4767.050944302042	10598.51527841065	15365.566222712692
																	39.21536732958808	62.0771808785052	101.29254820809328
																	1382.1375277182087	418.317761142725	1800.4552888609337
																	222340.827609183	120252.88517629908	342593.71278548206
																	41778.4932514224	43175.34452863699	84953.83778005939
																	0.0	6.923503921171903	6.923503921171903
																	1629.4461158691672	3927.960581187731	5557.406697056898
																	1022.057658451946	1868.1441888859729	2890.201847337919
																	12982.938197855794	8672.931955255026	21655.87015311082
																	2188.2249996115306	3485.55681071866	5673.781810330191
																	174400.81451834363	25842.829469409124	200243.6439877528
																	370325.2654779027	279932.92268964835	650258.1881675511
																	560093.2440977098	479656.4446895283	1039749.688787238
																	282609.7875710903	236031.99052569247	518641.77809678274
																	505.1945087476056	643.9269668811137	1149.1214756287193
																	1183.9586508588372	2663.01323504993	3846.971885908767
																	2119.180191029275	5979.048389320871	8098.228580350146
																	22063.03787735425	32283.75098698016	54346.78886433442
																	231672.3781316192	50421.95541901067	282094.3335506298
																	139220.58479921185	24982.906227981985	164203.49102719384
																	197055.28438700104	34771.75187412414	231827.0362611252
																	66412.51690007086	39053.53921784012	105466.05611791098
																	209269.7326392392	237584.5912560805	446854.3238953197
																	22863.54574132602	13468.794958944032	36332.340700270055
																	30850.481731785538	13728.818468114452	44579.30019989999
																	90815.300834815	158345.50213652532	249160.8029713403
																	912.9956488657324	1728.9191583636336	2641.914807229366
																	43902.895712312726	13770.679705906035	57673.57541821876
																	44901.60085346218	44278.14548807888	89179.74634154106
																	20.477843366758144	10.799424590545636	31.277267957303778
																	1337.1755262883726	823.9140593089311	2161.0895855973035
																	2889.931494192656	4455.1232223726365	7345.054716565292
																	5172.501525747898	2744.4348341236328	7916.936359871531
																	12248.327634008723	27420.86716445081	39669.19479845954
																	161781.08482836987	178376.4830986578	340157.5679270277
																	350191.4909648318	74158.10245737425	424349.593422206
																	194097.92700534483	93930.91485049226	288028.8418558371
																	106296.16114698652	67986.47562511556	174282.6367721021
																	18484.64379994543	15626.632235689844	34111.276035635274
																	0.0147181790450608	0.0326412596886695	0.0473594387337303
																	241315.3326366885	185576.95871527668	426892.2913519652
																	271645.1182021467	198905.7355020572	470550.8537042039
																	167329.4905159385	67362.49949365215	234691.99000959063
																	398288.0987374749	267414.3386014492	665702.437338924
																	380403.2312609514	316151.49112040165	696554.722381353
																	54931.36227110765	42162.46466386504	97093.82693497268
																	74202.57256164313	42670.76498769185	116873.33754933496
																	268936.9473042839	218333.5648827104	487270.5121869943
																	6364.224632956689	7466.622704596561	13830.847337553249
																	2651.304457713529	4999.0402901768975	7650.344747890427
																	135565.34953563032	68521.44911894185	204086.79865457217
																	184256.22013272805	29295.71159320328	213551.93172593127
																	719.466160902526	805.8365073734217	1525.3026682759478
																	235.77030340660207	156.80525827315552	392.5755616797576
