Unnamed: 0	description	S210421121685	S210421121686	S210421121687	S210421121691	S210421121692	S210421121693	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710	STD-NR	HSD-NR	Total
ARO-PWY	chorismate biosynthesis I	68794.33395218443	19508.810417320816	17895.714659653768	78209.92523078129	29832.25673982653	67505.50057730151	7659.73692480264	1026.4088829054292	107945.69833044916	105486.44990742566	28290.603574922778	7029.544195796524	14016.53141732116	1719.3989933016394			
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	61037.1320372604	20572.00213025064	20882.97040289364	50641.30922574469	22496.29252220757	58456.5734616872	5618.606991161763	1403.4986379378938	120777.82938172467	87083.38192046029	19227.714946864988	5628.617715121555	10656.314711631485	1235.6439670613502			
AST-PWY	L-arginine degradation II (AST pathway)	79.31969188138561	3.305691562534606	28.57943343008261	128.256786584772	175.08946343643893	285.2917809715649	199.94381802578573	8.94922128257805	100.39101135458142	229.1939935436488	179.64328444963772	136.44704061767197	109.8792665228592	49.42471388065007			
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	39353.119164004354	14478.15173697229	4892.638862185349	21679.11201068269	2052.826638036815	3053.1774717094668	1514.3176418963867	319.8158989424606	88568.560987965	63954.27741894592	5714.512383703554	3979.2065343208446	2455.8378779638265	349.36214393127455			
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	79690.47391737533	23242.111821590417	22873.753151063243	91103.01139334474	34270.12998577904	77119.23717257573	9456.12101668175	1345.1694196539083	135523.09496552337	122627.16405211788	33912.01838837082	8070.384010991203	16858.903302118986	2060.572519301704			
CALVIN-PWY	Calvin-Benson-Bassham cycle	83515.75842954562	26236.38997082	27120.24770891545	92981.61654891574	31090.427762915133	59550.889801150086	10978.152909099425	1621.3905235827956	174354.54726957792	119533.32547963996	38846.38263514548	8206.132599394923	18402.43460319489	2300.3435860197164			
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	15.91642267652788	0.0372012817181906	1.5320673173972852	134.4119912356378	140.37496892243604	258.66179304936986	379.7418059319637	0.0	43.93002860302018	505.7445068459908	352.33117292116896	168.9265310880462	513.720773848705	81.4359618662287			
CENTBENZCOA-PWY	benzoyl-CoA degradation II (anaerobic)	13.409281128308676	0.1085091707330158	1.458943381713728	10.16484248419549	4.117197154533954	7.027236145372997	1.2131257294060425	0.0	59.42097185760802	2.445430448158259	4.379033547511212	0.2461289065315398	2.571091079029567	0.3398730989452143			
CENTFERM-PWY	pyruvate fermentation to butanoate	13622.89169365509	2747.240483693843	3353.16715690341	8893.579824644306	5522.642348676113	8732.852315722219	2559.705715599315	170.5325083247632	13359.149638471668	13703.019043769733	6528.574225799675	1768.3483747409157	2351.251155931092	234.21467679731072			
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	20.066671627865635	0.5885225623169629	19.45586065327654	102.65199881288278	33.01821384794446	55.18998004709206	72.22164938957386	0.0	221.6392448272842	98.01738551298696	216.3727394794944	41.23225919800755	55.85861630495708	5.568119229610485			
COA-PWY	coenzyme A biosynthesis I	67914.43195044025	22347.32660881155	27605.41312065708	70260.22799431378	27375.796163770683	61669.46185498764	8822.123363775083	2047.456891596972	119110.10426195002	104555.68514603772	24509.595473124897	6452.095537477795	10763.600912661395	1337.1082133470666			
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	32236.98693368757	9038.12449132972	10647.736313689507	47001.30011268054	21668.575842932296	51058.69512344612	5750.587991456209	560.0204882721155	67818.33669882517	47649.13349461922	19209.872306155365	3583.5396416969315	14520.905091851915	1907.595045301313			
CODH-PWY	reductive acetyl coenzyme A pathway	3219.814457209862	487.42280560625017	279.41111916653443	1571.316140399117	518.9161960421047	1160.298425401795	408.5297070349621	6.136744303335228	4634.046761991102	5663.097704879332	829.5064148827067	374.7741425005868	666.5526103369366	39.6742949605309			
COLANSYN-PWY	colanic acid building blocks biosynthesis	40825.77976293627	13561.523039500076	10292.749182384994	39956.71129606243	8138.402599993015	14229.216014921856	2533.4275155638484	749.691195112361	43322.6559292254	71046.66682108051	11040.93188822035	4765.525944084182	5539.490348817632	697.5940203295111			
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	71640.81008828036	20223.515998969608	18706.37976340248	81338.1838949886	31765.007626248163	72245.660284226	7983.245478396731	1077.113324870479	112752.19838876456	110314.31042222148	29634.09518081265	7280.031618018978	14706.33503381277	1812.360862709448			
CRNFORCAT-PWY	creatinine degradation I	12.452256848130194	0.668856295512597	12.454050428519023	134.89375808082755	85.11120895154033	177.6840952561426	45.61111178940626	0.0	78.83483382116694	49.83632309675062	40.10297603825326	138.12991597849555	55.742012017703786	3.4381730192088416			
DAPLYSINESYN-PWY	L-lysine biosynthesis I	56582.55393954332	14608.244588702995	23487.40638286797	69687.47783398493	29256.4168140643	64651.56686304219	8892.085398761026	1457.6264195826336	92861.72753407314	91889.1136741074	29879.85848698148	6146.554009909175	12733.650906716324	1427.0666396907684			
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	24.93097265048075	17.82207981233772	16.88443350039643	137.91716892705242	44.42286200183263	107.66411873543768	38.60823750530202	1.1285698108399576	111.4554554734866	1092.4231855131663	26.994433310691484	106.756888051586	44.28310875974043	0.7373022280412899			
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	43624.42718969004	16107.373971936138	26780.89735939126	44646.67638982514	17683.66370411813	36837.77065165096	7355.63071469714	2219.751196344588	101159.266779471	75650.78739862096	15853.18287177731	4863.511982623616	9492.438712531106	1070.2148192100008			
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	0.0020631676405458	0.0001911396781779	0.0035669798263867	26.34598657405309	44.02264771005878	33.00682648343201	57.21096786775106	0.0	0.0018006607952592	98.17046174008482	54.68073344417876	0.0007009216752907	27.82266651047461	22.21207088808814			
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	59860.00621530071	20547.84680256973	16889.959053214847	72044.37013247145	23265.04236675732	55000.91656252898	5594.5254526166345	952.1004715635428	133780.75162414712	88543.5471589628	21685.92443957372	5604.322122068751	14057.825852546524	1791.444799231595			
ECASYN-PWY	enterobacterial common antigen biosynthesis	169.28144412147097	7.512008119229826	80.88411002504347	172.84906066519503	205.9269641363636	414.959279425154	232.4769624839328	19.204524718389507	247.10969568341096	503.1737845185477	288.86992848273	252.4257247106527	164.51729514707418	58.23730288108742			
ENTBACSYN-PWY	enterobactin biosynthesis	949.095378811235	71.67423072161748	560.1269214102139	1282.2920642933514	859.0014522038324	1619.998345896946	573.6114659266277	47.46041026452818	384.4674693408117	1293.4585508228918	644.3252587730359	494.8250381816747	2766.432087219387	144.63375145386271			
FAO-PWY	fatty acid &beta;-oxidation I	11023.78028690169	1990.9377556975808	2425.8695127010906	5027.446772453015	3316.1120397237337	4775.218580582411	2169.873905466264	118.43492602788965	2166.009934626783	9903.730908539555	4791.957214480658	1722.7128122485817	3704.009369145765	317.8210413236209			
FASYN-ELONG-PWY	fatty acid elongation -- saturated	60242.57581259546	23064.524060057083	18820.64616681186	48053.47746031223	7390.3046832624605	10470.063084234176	5064.001055279919	1372.665247125092	127678.5351029954	92067.35498055494	13318.86839128846	6189.214768494406	7334.45385951588	750.4170978766621			
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	33720.48796130177	14304.15155450729	4614.276593511268	18509.210828682328	2704.372111746007	2554.7814413111983	2000.3032465522008	369.9602039400811	95460.487940779	59286.63704668061	9549.269948625775	3806.510935506649	2445.303638417675	381.26428107292486			
FERMENTATION-PWY	mixed acid fermentation	48480.11561330377	14028.473823776789	11591.690073545373	53258.68277307025	23067.525343347144	56176.39748149646	4919.686924261287	749.085721329758	74278.73984252338	70102.57126752191	10336.081750153511	4239.631352721835	8246.881126067148	906.3623589534412			
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	35414.90739370066	14593.070340929256	8427.785227208187	48427.44656044684	22457.89069843498	57233.88514137704	5034.073415837337	501.8380726327173	92549.04224535974	61301.26709915822	13332.94570694357	4523.194906610592	7742.199314858057	818.3432204883543			
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	14167.00398874688	4709.410396327633	4050.04882143308	23310.869572652056	5697.723340557341	9924.17401357692	2610.2302086395903	204.5487420119738	41642.258259645125	25382.545603899627	8794.24507294146	1719.9359235133302	4079.599359569627	509.0114678911844			
FUCCAT-PWY	fucose degradation	13789.569373943366	3622.383406411916	4891.58393243744	28618.865627922765	7541.796997043333	14767.175134186102	3002.260924006038	196.68072329657585	42411.16001106435	27511.88048126444	13854.79811880936	1729.865918113668	4508.788330526823	556.5942936778746			
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	26168.100967697246	8147.947432731601	5590.778858536688	28870.322631058112	6628.66205565339	10004.430503891626	2486.3205405584768	356.7388265922017	87663.64944129251	32989.12310916452	14206.997310214823	2599.38654200897	7623.147397970363	954.8206794041068			
GALACTARDEG-PWY	D-galactarate degradation I	5748.155580183884	1083.9377611964387	1196.966255005066	4864.7180477933625	1270.8465151037997	1491.275997919604	662.1841750870261	70.81605482381013	13515.055672651966	4154.441317493161	2644.02043492556	761.6462256672731	607.7306562221946	164.198939893635			
GALACTUROCAT-PWY	D-galacturonate degradation I	34314.99563828834	10202.97861497486	7184.172462615575	37152.9843918435	9889.401542605772	11952.151411732077	2846.879745675348	483.7671381989336	111830.31495174531	46224.27993955691	18568.79659967581	3455.88891646302	10620.62397296046	1407.8585442203364			
GALLATE-DEGRADATION-I-PWY	gallate degradation II	3.2086934069924067	0.0010900061723661	0.0565413029754903	0.2725251868358136	4.983730585520915	34.00008972090807	268.91862002810467	0.000882219811512	116.53618344400716	228.6076185403128	182.7828575481965	83.19851948847236	32.352346747099475	37.64283634468103			
GALLATE-DEGRADATION-II-PWY	gallate degradation I	6.859769330561352	0.0010900061723661	0.0565413029754903	58.71758940616364	47.72268888230453	101.7303896428838	283.8097969447918	0.000882219811512	116.53618344400716	249.9876133981216	237.9609307668492	117.17693625642166	68.63517124130051	46.46217587997912			
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	28284.556252940067	9777.416065122812	24141.410458473	44001.553251604826	20773.343961285613	52062.82220610803	5847.166628467709	2089.983833301108	73294.72994401745	39808.29720110136	14068.25693819059	2522.4035394599955	5861.021409458821	791.2349359212815			
GLUCARDEG-PWY	D-glucarate degradation I	5569.991445714037	1090.2003460953972	1132.2943034362595	6689.97601163983	1375.4794806946277	1511.407793572201	664.9202698464851	58.81863961787537	29058.701829248075	3877.0081889326257	3646.0353823589458	869.660369757971	4172.727741853315	650.6119653949378			
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	5748.155580183884	1083.9377611964387	1196.966255005066	4864.7180477933625	1270.8465151037997	1491.275997919604	662.1841750870261	70.81605482381013	13515.055672651966	4154.441317493161	2644.02043492556	761.6462256672731	607.7306562221946	164.198939893635			
GLUCONEO-PWY	gluconeogenesis I	73964.63621770767	24158.46578368115	24329.10027812236	75663.94830860935	13052.066915042644	25261.218811160063	6192.738151093659	1738.280151134673	131275.4435208783	110680.1423424005	24034.20699378408	7141.845694292212	12260.31722445082	1380.7952568786384			
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	1079.7853382873118	1983.230402253706	597.7568852720434	8970.412682361475	476.5820706709816	934.0760190696736	360.2404500269997	76.65910592605327	13941.83984174996	3133.174756234743	457.5282389746633	240.6609584553431	989.7628117717792	313.4067371413725			
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	26103.213314336368	8153.598488198327	6157.128402766905	30695.77448904433	8746.776880791516	13523.694200185771	2723.838651000166	417.03714281561327	84147.27025569945	32871.47839940378	15810.190335210802	2619.519257218883	7449.705212152776	902.1393989204762			
GLUTORN-PWY	L-ornithine biosynthesis	49292.9908009779	14249.243693439426	13573.57164004367	62467.88106421084	23020.092657336227	51686.251768808	5448.172422717446	799.4599326515064	84124.85795364942	74391.95532063581	22738.418823487165	5311.817336373685	9019.466025349684	944.9870134959316			
GLYCOCAT-PWY	glycogen degradation I (bacterial)	80701.3241285787	24370.00303097166	28548.478977767645	90589.34652308488	35620.31404704373	81639.85398943594	9353.482075596236	1820.6837076337908	151109.30912894063	125602.49402723165	32106.73977691273	7902.4058790409745	18557.05268375893	2437.7335930358736			
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	73691.62021337156	20993.81213712372	33934.85061930945	89131.27913667599	38025.08219548269	86548.87870747897	11057.84546667641	2473.2652735634465	111154.3165544912	122168.87471178516	35093.93722490097	7354.127411752912	16292.388470305305	2141.864788051527			
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	785.1658416443202	108.10593931201689	94.40460140047854	1006.354887868742	934.877240578052	1954.179092322662	662.4986518245162	21.890092512217063	762.3505499787947	1657.7560716235882	887.4965156539824	536.9945905278677	1313.25823057154	93.7355324499285			
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	77346.71868837657	24851.35235402714	28309.497889709124	70850.51396114791	26622.38028070414	67045.95435442423	10434.447130446022	1867.977129945131	117238.6745089614	113751.04662472349	25795.71356304813	7372.709566321923	12877.511699691173	1278.554517717964			
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	32157.937611438407	8275.400886815061	9332.395303861802	34366.679290819455	9301.541814742332	16288.18131500317	4522.307808164991	438.3729589177692	69551.82739823067	45052.14292207274	15305.258449385772	3910.10540133713	8003.255351957957	883.9965679252242			
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	727.5029999684788	35.36504572118851	347.35176552683504	2096.153843183513	1488.519020126511	2704.412335307404	1873.7638977874471	53.40000810312436	1320.653896937877	3624.6889309068847	2492.5657996382656	1224.929073851184	3112.4615626673367	359.6565124256405			
GLYOXYLATE-BYPASS	glyoxylate cycle	1007.4079014234504	114.7924894676964	175.20592055291596	1194.4958213273626	955.4616422863112	1955.313079389184	858.092127068917	31.516041840012367	785.3322828765442	2195.276742019897	1213.3150625703731	911.9632881188828	2311.407640475075	210.5008818966968			
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	4225.225120958628	1234.5433674457522	4677.520265187977	4480.645861330839	3044.2230935986686	3196.0598919552585	617.7773987479483	162.91921364823176	4417.484130256442	10124.780257405975	4158.030588929332	577.6364661638545	1413.4343662151205	165.6759167579492			
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	127.48066406792918	7.096755990539323	28.157901107602008	144.10556452234368	168.23952447815256	346.57464007180795	138.72185375533888	8.880120981744659	227.52788122925588	334.7143364104806	120.24789502944012	145.2724822887051	209.0136395356588	38.528114542881845			
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	2216.009428854333	2422.211021123786	477.9010525779017	1644.4465148188144	671.6150005676756	1665.4187935554055	761.7706005651451	96.69942781779368	6271.420151365907	6536.320340807576	1147.7540816679027	798.1019822818396	2312.673492814136	98.8319499348306			
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	5010.166080608284	3138.489586478961	14172.53472268296	7492.73620804973	3055.5096765306107	7257.432198536609	4181.527739819486	783.3105011332848	10798.948188356291	13632.521145567453	3684.342894188837	1365.570226773722	2899.9551761127937	201.30561714001163			
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	24021.53276832789	6081.945274491248	9389.5879295868	28331.18193433448	11715.290775350122	22796.1206262978	5086.526280604721	387.4145218567078	27855.465809954832	40126.24618765139	13200.890428728537	2566.8697518094805	3528.410498168385	331.2877893907346			
HISDEG-PWY	L-histidine degradation I	9399.650829449249	4542.639144791376	2201.220199968722	8051.71185303939	2454.3360040302014	5310.119865286287	802.9395793043128	96.52147636822828	37461.79842623017	10205.509120762774	5650.062804835352	1074.1319924956838	3640.159399629671	282.76931315661443			
HISTSYN-PWY	L-histidine biosynthesis	68992.29941344562	19490.65381885541	15779.775856118393	70682.79455427856	26800.94147080097	58205.93251303638	7099.221555207989	913.9352880654772	100967.89470508348	108380.68148820644	26372.17845013754	6769.282211671532	12212.09199981537	1536.6356894783205			
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	40439.49516141181	11781.274438796392	7719.265771335527	37218.58554505737	12054.089314569055	27495.5605923695	4996.861738899716	402.4578191946688	61603.65970207706	66408.80791962116	10771.552087366912	4074.944266399572	6304.899001221621	639.7182681091751			
HSERMETANA-PWY	L-methionine biosynthesis III	44158.25490836206	12522.89605884168	7780.320054287817	41764.66848513616	12693.93339533754	28446.63726540257	4839.936963549055	394.5965232826164	68909.83532277243	72208.1019010648	10607.613976029772	4476.118151389023	6285.229952820128	702.8507635049656			
ILEUDEG-PWY	L-isoleucine degradation I	6.099869048243101	0.5656151052333059	10.54942549860828	75.07845004584938	34.64858382941652	55.79586882894657	9.185923114328483	0.0	5.323405445720296	17.799256919031677	33.983439018065965	2.0719001740150254	20.427494895228627	2.9156687867587765			
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	84002.42970045983	24928.28415801491	24848.305379402915	96896.09144726422	34984.74995626633	76399.28582679528	10086.38554840598	1443.2396806917282	154877.3743209212	127047.76902706087	35562.12490548696	8643.816223564798	18836.71850239665	2335.588693145369			
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	537.5719242547044	24.073878297061164	260.4546743151878	705.8596113869099	400.5885377962205	828.240210248625	557.6140266584783	51.73343529427146	901.2741302983112	1414.3909336508004	737.1926575288209	725.735888391713	439.1214342603542	142.10464453301103			
KETOGLUCONMET-PWY	ketogluconate metabolism	242.88548431341948	29.821764312940697	88.28135670924819	399.394991197637	355.3511933756863	646.1774054104019	330.4064134902247	17.3070381581088	387.45702653107486	1027.0611034301037	719.7303971048104	326.02799274843915	676.5181642422403	78.69787661663193			
LACTOSECAT-PWY	lactose and galactose degradation I	3214.0065947451426	2438.2789612120337	14295.85393485648	852.8496053677635	518.35675997736	2707.1611771469256	2294.9846766349656	1385.499719199095	4643.633108143636	5692.51112455511	744.3177190361894	193.8850757494584	165.66844503623625	35.04161267912165			
LEU-DEG2-PWY	L-leucine degradation I	2003.9647270340663	503.5786238745741	28.17261923799976	699.1540102496799	690.0635212791315	1476.958589923414	662.2473166287505	1.2078822547914156	858.2574418432531	2603.901785602033	668.9562450020104	706.9431726029826	2222.2194962899134	154.68414024776322			
LIPASYN-PWY	phospholipases	13.14115440631251	4.5e-15	8.55e-14	6.089999999999999e-13	2.809999999999999e-13	4.5250000000000004e-13	7.45e-14	0.0	80.84343401428491	1.4425e-13	2.7575e-13	1.6749999999999998e-14	1.6575e-13	2.375e-14			
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	403.6925202383669	20.876599772618	100.7772558299005	125.5396378249926	2.760963792667438	10.82945866287401	3.124769614892283	0.0021462529583951	801.9719926835104	734.2907987364375	145.38565126081753	0.2415408456725329	237.605385924159	0.2337233289273152			
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	49868.87784984644	14886.254388487234	10777.00558597856	46595.335756617314	16104.473847116436	37188.568944368686	6089.157268797648	591.5816534881312	77052.59148700093	81539.07694262243	14283.870591781742	4993.716621325968	8200.087061421704	857.5175800931881			
METH-ACETATE-PWY	methanogenesis from acetate	10685.687372050095	2309.7937285955104	4008.280547592308	14262.233343853137	8873.169724928204	17885.3105798841	1670.7953121473174	102.27851992107811	25246.00349939253	11966.98973622414	11983.965600009904	504.5431634283717	5351.314270698469	497.1266307867543			
METHANOGENESIS-PWY	methanogenesis from H2 and CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.04287770912207	125.17129209665153	0.0	0.0	0.0	0.0			
METHGLYUT-PWY	superpathway of methylglyoxal degradation	321.92331398253606	16.215175467397497	49.939277342229936	272.06858386477705	641.0808853342554	1488.503613542431	306.58899984154664	11.661524823150176	236.82375146575413	547.1770869105063	181.1554586703627	230.64770501483588	171.41620715549612	37.59824738223298			
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	4.010845947105075	0.0013625077065736	0.0706766118417687	0.340656371986125	6.22953467744185	42.49675575881291	335.170110747921	0.0011027746969715	145.65514856335702	285.6863758674509	228.3472309231657	103.8554223032555	40.43167924212889	46.958018160844254			
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	1952.777582948587	249.94407563455485	1834.0321752842392	6373.472893909701	1175.2254235543	2721.9219312202536	848.4615698137258	29.67996957315431	12077.833392126586	2323.820151591809	2114.038135984724	349.21546413682745	940.8316491149768	152.06264683172907			
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	27.43412210390548	0.7137225509796298	27.743686623721928	217.87489989358969	69.18981214071121	262.16967810533663	592.7969298687395	0.0	50.741392573418175	815.3603326350027	621.7984370622877	207.6984171841647	216.4598256951768	100.69498852027708			
NAGLIPASYN-PWY	lipid IVA biosynthesis	31173.46357915502	13939.943712685828	3210.271285297466	18975.591445214144	943.55173084115	2022.852647793922	772.6341522743811	248.22877509430816	78603.00775289893	46657.23618365699	2594.779868444549	3063.430519906796	2031.9931105583128	304.6672570337341			
NONMEVIPP-PWY	methylerythritol phosphate pathway I	70525.14693507049	22116.561118419908	18811.328727205164	77211.72451410149	30522.101748063968	68731.07049023037	7619.429032039891	1188.8248688695046	121320.03987717844	111372.4295457499	27722.751377120727	7125.872934619049	13627.922753588262	1674.8887997722238			
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	108708.11087573848	32817.31421670612	40484.32911437479	134574.3520590648	51117.73870181631	125198.9844273828	15924.95144329992	2495.6390428595	212837.2431979673	171081.30204689986	49914.91935816252	10930.093834268184	25121.53423718422	3170.671023197204			
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	52099.52540247187	15387.834688392017	21525.53471206584	58985.77379542537	26714.55969416874	64590.856438399926	6917.523398327613	1361.863901246384	54130.83292311257	78350.34018651131	20638.437612325124	4997.153220763785	10234.40904049336	1229.4510097096954			
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	50.77922416541158	2.2468805814095583	20.90062384598216	64.67523816066131	82.48749859177813	137.37489607901762	82.92444174951987	5.579355769483252	83.71465122085891	97.21252417645836	81.91059546605798	103.6111178317262	50.64820708986255	13.827250883881812			
ORNDEG-PWY	superpathway of ornithine degradation	291.53113415989435	30.62787004037004	53.993756293535306	223.88814926487308	308.5655600917022	629.7042143161169	206.1328333668542	16.164461106218628	281.9841398347167	450.1049414535096	154.66116815815636	256.3731128677512	379.63202700234166	37.88164078831129			
P101-PWY	ectoine biosynthesis	804.5423090338128	118.46481071649512	14.165755177360342	507.8875043500028	534.1377382894655	1204.442057603981	94.74849636081484	0.0626855069772218	242.50739879778484	1081.7934931373386	158.17025526598516	362.44866043789534	2053.7821328072296	69.10198229240764			
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	4511.418336152497	707.1787768892437	700.818730046808	4047.006629981875	1981.444651943401	4213.404575129502	1861.6879527702904	97.6387367167587	2448.1794017982734	6986.921304422052	3838.399091068629	2011.4484257638765	6006.185517671704	475.4732038051762			
P108-PWY	pyruvate fermentation to propanoate I	54273.13376448443	19161.68557595232	7253.130923388782	35740.40730554686	2779.334119436171	5735.674458824966	1293.4363060650207	462.8977159117222	88775.72029140283	70327.2126538752	5833.63081098563	4783.025433009236	5071.810095549276	533.9306452871183			
P122-PWY	heterolactic fermentation	29236.145980004687	8705.422471699734	19438.74666504452	18044.90337412391	6111.812823447564	11945.640920276492	4530.963099800267	1733.8153309891536	10541.39580816662	28376.33201919474	8772.441880798897	1604.2325371317645	2445.61479660836	134.5338955107296			
P124-PWY	Bifidobacterium shunt	42068.92560298469	11709.607276454724	27327.988589643777	25057.013808550888	8948.270110852633	18479.583716490743	6519.65904927044	2257.9217949900685	12225.198061379248	38141.24776467054	12723.610203048029	2029.277167377784	2998.1962382900147	160.1802989918418			
