	S210421121673	S210421121674	S210421121675	S210421121676	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
EC:1.1.1.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8185315649576347e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.122	212.72821424761105	199.77565004613234	300.68598338252843	190.1593171530908	345.0648275402933	23.782583484006015	35.42074928679926	127.04299955152675	48.739659343730324	202.15430750992417	1009.4471765604142	456.8791006740584	508.74454615800755	246.06276150699358	263.8469216858667	1006.7664918687337	506.5212116328569	569.2516915295132	1440.5223861124748	757.7414395840617	816.447224676765	1774.2381739055952	544.9899138843166	1032.0164345931555	725.9297235187404	149.94452781578386	264.4172215198776	163.99811032148932	292.9228231618805	91.08871700840861	765.6878199952093	14.944482793796903	64.41640051469435	1936.669941360719	594.1600701901104	229.57436593282128	625.2968115146949	29.904631078662188
EC:1.1.1.125	14186.675712124532	6462.597404285985	1651.7406979003813	8432.37225370458	1466.3295223025134	1670.1399123706055	1992.0879498064573	11345.617546859792	1632.9070333352897	9434.004929825955	13050.049962166191	7344.138966505658	15104.220165890169	3328.92152416484	5973.77564380436	14581.842555975682	6331.721917007096	6324.6694974662	23503.90377586784	9048.484865163498	8962.943359179317	15642.284289860625	16022.708616841968	8744.242368653555	6097.127259875458	1186.4946355537368	3904.7356050708086	4703.915819676027	2672.289068405119	513.7547184384406	5330.541666035762	272.1511041869486	74594.9636432335	32420.75588925185	15160.473788172842	2107.2351819936894	4665.087523879246	414.80067789754014
EC:1.1.1.130	10680.746496011554	3340.427431864288	967.4676315596515	1592.9776954009137	861.760142421988	148.57202867354397	127.43877905826781	2164.8406195249763	182.8656104432278	2292.039239715261	1756.7596321800627	1147.543779916282	6355.6220309498585	852.0120120255768	1466.7869848422033	3310.2934626336255	1534.3249562079209	1451.2207144253591	7349.2149680682	1255.503645551301	1474.5581286033816	2269.796662335726	2763.5055779136874	973.0930314867117	709.2925175072344	250.52895753399196	734.977068182198	1056.4553479280576	542.7610356602459	127.00165349711965	562.7887373969822	39.56521026167914	38594.57629494289	8347.297007779725	6031.156484978043	440.9195236771317	4215.44838117251	677.4744696341303
EC:1.1.1.132	2128.7772123174827	22012.992713049716	1.7533066626483813	3500.8727743865793	0.052865295005359206	371.6971135137151	1900.2334722886662	2005.8259557813337	546.6162944693455	274.9020310088163	58.08075371028194	1230.2316719028793	740.1288122873937	163.8648632467556	53.179826441655145	2815.521564346406	1976.505506558183	1007.4454754537222	393.1426635089919	499.39920067926414	1161.1173602750553	234.46321003166815	356.9254416563745	48.62967102633157	309.56186424523474	103.11254354960552	365.6452413478174	122.89347385152804	77.36294529968501	4.899786739606179	88.27232615211796	0.9868176875083274	1124.1484454601955	1505.4750496814745	92.41583837332196	461.9503613714473	1503.280120934033	44.68156543007254
EC:1.1.1.133	177354.03726337902	401906.8254434871	126531.22979734333	244967.25494654596	130711.1581115036	41412.21313735254	192248.8510839546	67570.88085601962	99204.09738588287	48055.601763779705	39836.597014886356	121886.78635899481	58565.479432108536	20529.51224271234	13564.623200561498	34832.89311368696	89283.11745286247	45653.83726907986	74902.99133164635	23733.67149826203	58496.98832006102	17137.64499344721	58345.93799675471	28684.536032223616	10802.130024667571	5890.449507333173	6749.677712893454	5197.247117973939	43753.896140488294	1363.8750112155337	5591.283636424319	786.921740226865	148839.05186351298	88527.44764067947	20485.538474049765	5580.272034835711	15678.557075668014	2186.360727541593
EC:1.1.1.136	5758.5359079206755	663.5128487020575	536.651493540734	2355.4869227786476	392.77097132863685	348.8713796507606	734.4287854126089	3158.046406454686	425.04549807131303	2538.6733411413397	3726.957559253521	1782.2311565019238	4334.132846381615	955.1754527117445	1642.951237837062	2461.2519726712	1123.5429200318408	1332.322974730042	9741.538884808353	1596.1444214121284	2454.058116493785	2486.647506999172	3873.3407157958463	1953.9372224134086	2092.6864159661495	199.0031905636652	497.0411688531444	433.99451121039175	618.6139031493883	245.39901430259	910.5110704427674	69.14637204912972	5196.8218685069405	7505.591720946018	2533.136146552556	704.0935941165702	648.6153722041215	33.316088178796406
EC:1.1.1.137	568.2694600123561	475.93346464602587	385.445848777823	1459.6455631959595	329.77975644290086	148.78076982187994	279.6823434784803	1649.0344719181776	311.84522260462455	3176.967729270098	3403.1497175797804	1111.9849625618167	1450.2582538683057	124.37523006924968	1868.7151159750292	6485.533988364327	56255.49463826891	25958.615388159902	6364.0268812401055	10351.851071674915	31771.78513026207	1136.8672952417623	6431.783259290934	610.2529892902239	1341.485432883437	3428.2964125891467	329.2163181003343	320.8132506778903	26840.366367559363	110.35544035277672	1016.5585966265859	22.41480826937246	910.3839680254885	8678.38797989213	1054.3036780650411	490.8763769533452	129.94930046697885	4.784024230080754
EC:1.1.1.14	86245.84762947034	100866.17730647449	36575.574282838104	68762.74413231517	33960.12604729161	8554.762559340159	47690.707846169826	74933.64272610634	15055.817143841969	58159.803103314705	59291.87901828317	46280.48403779372	85195.68977392197	22363.172290426377	22075.55850245185	51680.93859856382	29755.4707715225	31439.634715507895	114104.43270651164	35281.74685175984	42715.47276440784	52732.50400722855	64113.20115862558	44467.69280728906	27765.22625865522	4016.006384581969	12100.369418809812	10136.684338721854	8880.809710501242	2224.3513670931966	18802.520516608245	1235.4400700822632	132479.62724008632	114055.58045818882	48656.5370973791	8113.086926708596	19274.572458076567	2197.8640999138806
EC:1.1.1.140	1179.6490539634508	4157.050067762376	1813.5318042879687	1901.311160416131	1507.972177090641	867.0487632875804	1506.3925954770355	7446.648366413967	956.7954293378095	2481.572715949063	10234.21328955729	3694.3202909295464	8071.417154557726	1792.8963013293794	3211.536044196767	8066.407699283186	6026.74842216779	5644.990692322703	11345.670408243896	5691.965310919475	8290.865819997609	9384.361414900439	7196.058839187121	5853.324519382927	4857.187923731744	973.6320208389692	1181.2732381868232	1100.342930716241	1891.360174339874	297.8847201201667	3912.1707886899267	88.9208515534973	2718.1070264560603	19312.032658428012	6097.488845728352	926.7228015568321	442.6895836443336	44.880650303275516
EC:1.1.1.141	0.014943821285635147	0.7704334165671125	11.91456120067941	0.0012062059663683331	11.223630573391445	0.005854057805376795	0.004989174926279037	22.28976945367738	0.010697375525031484	31.244472247531448	0.06692019177881962	0.05657822906719808	10.55164668658686	0.014453462411855337	5.409902696979746	0.026364590239549446	10.000202830104786	4.161565961106204	68.04242365015519	8.252124331303088	0.0021496837474719623	57.429641528886364	3.67435280279193	14.022555713408325	4.584837628776348	0.29566098414007264	49.52461958367822	0.18774180417951755	41.687922811008086	6.642556796551126	3.158399070264739	0.0	1129.234656473191	0.7982232404329984	9.483093908761902	24.738106933587	3.8127830932965825	0.6958909579678276
EC:1.1.1.144	0.03163569992444912	0.1788501183854672	0.03730036715071805	0.2551591983345196	0.016443796966077295	0.03667711092845224	0.016443796966077295	0.4732159349126688	0.32390219826390526	0.05694623252795679	0.25257455461381295	0.06073377686030605	0.16510865943035086	0.015191902958371821	0.2834355703391553	1.190002837391918	0.5958836977295296	0.7225627790348447	2.018181333961414	0.9299415654056146	1.498043437598914	0.7654848665250339	0.1648917130232508	0.15461684350367938	0.22007520566168312	0.1062756507622403	0.11008568646897826	0.17208995425940105	0.7844638532067943	0.0	0.24687801844628793	0.0	0.14044897367528159	0.4756998907498933	0.9134773329117226	0.055658530883121705	0.5491479725527129	0.07842946783408881
EC:1.1.1.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1396211628035581e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	49854.576843733324	10612.04570276816	7947.263073322294	28247.587939287234	5863.059231847597	4847.068747325162	20115.40163367874	47441.19011039014	5470.314031172207	40720.73637287786	38940.51224606659	27010.256843693533	57167.83135257875	11362.388743178595	17990.27756614287	29775.699239473513	70879.13793925731	36307.27079066393	52708.939446235585	28696.609899208597	54936.766577060116	17636.89897360885	53869.61218802936	16716.020584509242	9364.478088747956	5450.440595490652	6885.487137761196	11077.642204258551	37291.29422726931	1136.696443052692	7000.126229976824	882.6734866693876	22979.875899508763	69198.1519755923	28520.839904649052	4560.089326816548	7201.002469352827	693.1411080371113
EC:1.1.1.159	10831.008595580442	546.1858432786439	923.3442926595259	2620.3839490287987	875.9270323469966	629.8493090841373	7489.170356677799	9490.060888990552	1378.2313526416488	8610.788332577436	4197.132000928798	2735.794639907057	7753.7689289300015	2158.3768697557775	2807.2893419985962	1746.1851447335375	3196.1366594986916	3215.1870060287606	10494.192018068048	2135.896508985282	4602.816606583992	1211.8231260189891	5406.502803589943	1697.8368023714152	937.9649257327173	168.81609477167393	646.2499731447747	928.4385144180264	392.4101814397404	138.86953493176307	368.5986693901457	139.8403659098495	3473.317483454105	7881.752035627184	3377.036924098304	473.8612171604073	2714.5095807743814	375.5537433457114
EC:1.1.1.163	0.05360955247485218	2.6118392120342415	40.10580135737387	0.7375296239271669	37.77809139904273	0.023543092234663603	0.01851393991235217	75.07219511629033	0.06991304438939484	105.22845367321379	0.6041081027182216	0.19678844034686338	35.9468725648442	0.0502376772007201	18.23826151235558	1.3905890433121741	45.978134874268086	22.30811880903777	233.13965295872228	28.518053366356188	0.16405915086192663	193.4126186835367	17.791215968642227	51.08536507853714	16.777843009932806	1.0062579700687793	167.3270823755613	0.8110591227325634	140.39486546496175	22.3586801194668	10.688036451624178	0.0	3800.7800531277553	6.16930976676217	32.03590341047724	83.26906965929925	14.117033031296431	3.0284635495308927
EC:1.1.1.169	76276.02216928292	198920.9221537429	51770.08291691301	59674.54868642692	52729.063698087484	16331.744152119336	76170.16961844751	32828.936676225174	34594.5807133599	26559.68751725495	30454.55502312882	37081.42327956835	40839.335779882545	8850.811846607254	17433.76308616865	26455.36045354126	16673.206754213275	14723.682510518149	52163.52588872929	16205.389128412739	20562.301275189686	13258.582570117684	53251.5180054512	13948.60175410936	8598.129691829252	2040.7060861513064	7212.615754032568	14797.956989027321	6761.7620384095	820.1187065832207	4655.056422364832	617.760373608945	97038.6786018665	73619.31565620084	32183.107930004488	3527.4109326767875	11391.900513920058	1488.7663131813138
EC:1.1.1.17	3791.679629433241	19554.983760604682	3223.365437085905	10411.411239951763	2736.793359357246	4041.028384758412	4758.5930543812865	18294.830125477296	3639.86086419217	5000.98195062398	16398.942631025653	17704.666235134686	9951.734297763644	2487.826940789774	14334.753106987377	9518.118270892714	50083.801338584475	22017.172972693752	14328.883716682396	12368.542389854385	33375.97314292957	7853.210802492217	15589.185476474395	4847.513939053435	4629.880953263967	3767.4388365421514	1319.6720245505676	1034.9188866006734	27361.65878012607	346.33187542979226	4724.267840168892	1169.7291602273274	8738.549479541583	18429.915124510335	5155.696166923666	842.1606998622194	570.3176331682744	55.51423096058676
EC:1.1.1.170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001470050822887222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.173	0.6141223779453382	8.78199605414672	0.13883413021394092	0.1663050164915886	0.010718540376946976	0.023907197054754158	1.5178775205353747	6.651165144040656	0.7135151066135363	0.03711790834239044	0.16652752990802572	0.47342912874875487	0.1076137147322157	0.009902519813269941	0.18475146653844607	1.6433351779792869	2.7178539882886845	7.4824862500185745	2.2976280336646555	3.0043957706832924	2.2094459398863417	17.575087272360165	0.5637775059066481	0.6490627803162616	1.7425329807914518	0.06927352947323137	11.50033585606766	0.38635063604673536	10.222847329242054	0.00010677352397169501	2.3309629625300885	0.0	0.09154868540063146	16.748316969358232	2.6509511172364864	0.03627983316888431	1.4312421389695336	1.0333254706011528
EC:1.1.1.178	0.47114998668755037	2.663612030004643	0.5555137875397438	3.7997370447159504	0.2448972123317107	0.5462316423201119	0.2448972123317107	7.0475975548792285	4.823870398459808	0.8480699760375906	3.76291556879199	0.9045071936942811	2.4587581722658163	0.2262527743558397	4.221201538483005	17.72211918346754	8.868504655507468	10.757101848352722	30.054834017104017	13.849290089968594	22.310337604910476	11.400336421603882	2.4531128574767807	2.3008164512974703	3.276930835767212	1.5827616130327227	1.6391988306894132	2.562854366088643	11.683007958664017	0.0	3.676735022298277	0.0	2.0917043794010928	7.082915701490279	13.604392877636883	0.8289216343326421	8.177853619200272	1.1680488440018628
EC:1.1.1.179	3.8491462781354473	64.51026740201151	2.607140337806441	0.8461451522130463	3.6434572533188394	0.27668848958142467	39.34655199620586	10.734707921854675	0.5056049625274549	66.50181185807901	5.104661856421526	26.249501811263247	4.401508753661161	0.6831341296367154	8.583011731060083	15.122979713254804	3.269353491312346	6.61731043151712	61.95238408341349	5.718817836854862	1.1547888183338937	36.94297387570572	32.76760080271766	9.234339581613078	6.18172496223274	9.890182280170938	180.35956112924436	53.81739036710488	0.007211156478103122	0.0	0.00021933933329766882	0.0	2236.9200266797907	14.673979812250352	662.5608052705828	4.62892574408299	428.36547716298224	38.420596472411894
EC:1.1.1.18	40420.54099346743	51465.45000791701	17799.509544454635	50401.561103875516	18345.14254812922	2110.572786912973	14877.517905341227	14195.76006255098	3144.70586158315	10240.319557464154	18177.3044663686	23117.883578196008	20691.209872577514	5345.384168067269	7141.010317459376	27510.090090369184	12322.608926593697	14676.709981962016	24478.107446363036	17331.687736674212	11517.305366593902	23900.8344403222	20190.739217140253	13210.105308268316	7524.056308919559	1370.4177763471187	8656.430818354656	5369.228427890919	3474.713594236855	600.9382048872433	6266.510811138993	641.0000050713364	33529.91690120721	61080.253976911095	30449.059511018688	3499.464686561111	10654.894749326673	831.5072516930993
EC:1.1.1.184	0.00028294248369591676	0.00027426179468018546	0.0002048580129792108	0.00041024461939138447	3.099796098013259e-05	0.0010126094001905001	0.0003040167276514679	0.005410287056161695	0.004298385416995316	0.0006039358873371636	0.0016963214221268103	0.00011448835382579835	0.0009173639566827118	2.8638033909628668e-05	0.00125419783046638	0.0021798264285153466	0.0010518258735048693	0.003174976578651738	0.0061377552456766465	0.0021254226630970947	0.004363159484429023	0.0269864432827465	0.0023876001283254437	0.001636640800190846	0.0012258078751707707	0.0014665396334844901	0.0030623493597296526	0.0027573716632298987	0.008628310744438341	0.00032273104453651514	0.006495203886061967	0.0	0.00026475830458545346	0.007516710708274425	0.013638040968104684	0.0025378984456730343	0.0027976412537932052	0.00027199432163471264
EC:1.1.1.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1466210656814284e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0562437943301406e-10
EC:1.1.1.193	99875.72011603616	197510.1973991878	93837.34835415604	177519.02762107764	95629.43722448245	22208.840119953886	95274.39718908854	48884.461583140925	52681.76077543129	29008.763177463166	29312.26152476512	91321.10054109071	45049.57479349542	15092.75191569378	9079.479839776577	28893.65140536035	68784.64065644334	32967.08316844601	46774.36721901725	18523.433692983468	47116.21975012339	9670.328728050777	41599.15696588847	23489.835181801922	8435.193961637953	4874.726643634559	4584.157974455487	3248.838272524774	36490.60208191344	969.6659725577194	3832.1514208563494	449.3408180140609	86625.44903889109	67576.95422005656	13857.53586810281	4714.783949774739	7202.773513275829	692.9826719125326
EC:1.1.1.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1466210656814284e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0562437943301406e-10
EC:1.1.1.2	1473.8558997309153	133.0874514614432	186.04104578984118	168.92981264218167	100.61074557995322	30.943804168185476	41.68823588779121	225.22575870568093	26.17460721538305	406.70035278389025	1134.5397902972275	605.0276316157657	1429.653741191098	366.01271280648183	556.7470221233986	1264.9801149287705	472.9969881384188	556.5495046677531	2421.99512374357	754.6457826844987	819.9150137984416	1377.2865098451966	956.7887729125304	1064.7024525662885	689.7880138044723	106.08883344677014	343.6378696952999	332.6501290648905	136.1381857150762	39.51575495234298	568.1702169820792	13.398718594234634	3405.630924288761	3033.224213972222	1587.8353654426467	181.04087762902878	436.32596049948563	45.596581514282725
EC:1.1.1.202	1527.5280866444286	1129.7810977168613	186.10284278519134	2209.75046673435	242.71560812657614	634.0272889187302	264.1117796570243	2474.5263509296606	534.1155500665205	4704.042306976227	3257.725552442337	1702.2049632945864	3006.9336586962113	761.3486882788075	2976.5090388682465	3426.3930896669754	7658.046241990411	6906.684570737946	2598.987730087538	2097.954449348293	1886.4265287687622	820.9187734204179	13568.225874929913	1183.3781341385532	927.1244318053048	163.49942891780202	276.50200579680006	2987.9671685454186	187.6881789426035	92.85516258035618	337.28516066415057	96.95073909277818	2444.753106189959	9911.005626783186	2987.31649445827	440.96254052315186	564.6377832027752	36.382743893522104
EC:1.1.1.203	46.26791910845942	1704.783149220369	60.467427144279505	303.2292615886659	44.189062862766974	5.282572499769626	93.37576354582296	459.97420935790524	52.25999733427444	9.196881101901347	114.69866972141506	57.78092851692646	96.0342527485657	4.7522725332229	0.08939747595481279	130.49901231667297	1228.8889037864026	1086.4695498980159	139.055963623774	562.3342519278406	1373.6467412798588	795.5606281238425	147.62972212908355	334.4282185235382	194.93244948208485	132.82023279949874	1489.5454488109613	116.3507275214357	851.2215770685916	82.52206620492532	517.826259400731	0.0	134.13474648612322	578.5341363119935	384.248890158753	163.89490067786872	97.45528160626043	74.79732467456749
EC:1.1.1.205	130369.75277151953	304643.0648878287	99889.89378149263	202412.82137605024	101507.66816872222	39317.4119046989	147632.1653824173	81050.33571711264	81758.25689114431	55514.01644029931	54634.24583746993	117794.99523451948	71841.35674729072	22974.125462686585	28598.841765880803	44750.18004674053	93584.09083435858	54839.404814782596	74978.24570126191	29040.93957149936	64461.87962158532	22190.65218319087	80860.70187088646	32407.343278462504	14957.481102355065	6176.943017389766	7677.382959064798	6793.800047385769	39487.408033294225	1603.1017403518447	9241.689504804799	2159.4585762107818	132015.57694730477	114235.0461657799	30137.831427631456	7189.278699355194	16209.352378208301	1740.7144287129363
EC:1.1.1.206	83.55235784600053	46.11534601704894	124.66343264596306	310.100325994234	114.64820167392867	38.64230765944933	12.269109639724057	420.87340978060934	39.83017014600969	368.15972792642	259.14739615718486	244.34594220512358	334.6767669315394	50.73786010367192	253.22330220302018	602.1816066803151	381.27885026197987	424.8812179353273	976.1629402239264	564.3064501485429	218.3053718224656	1347.0208003198707	309.6951318433453	369.01888230768463	143.51102719024976	40.841724424312076	743.5679444430558	162.02167633061427	579.0199187549683	75.3538293255353	185.38367394027844	21.86345174997161	16235.31259565066	1471.396523490844	1180.5030324429736	359.2164432642022	432.3406380616241	56.86363792700198
EC:1.1.1.208	0.0019026034142602135	0.0018442314499524208	0.0013775363453432288	0.0027586271363009233	0.00020844104294811083	0.006809136885166292	0.00204431394135757	0.0363806470160339	0.02890383467111442	0.004061074414250436	0.011406653418309152	0.0007698594075964175	0.006168673481991408	0.00019257207465782255	0.008433661298342275	0.0146579090959179	0.00707284205608497	0.021349643927036043	0.04127239548398192	0.014292079304359894	0.02933939797092528	0.1814662063392142	0.016055051530975372	0.011005340497778356	0.008242757390344572	0.009861521244063984	0.02059229943616731	0.01854152360690991	0.05801975464140373	0.002170155500164638	0.04367600414230767	0.0	0.001780326685756395	0.05054497037970122	0.09170691856095796	0.017065709555913102	0.018812310303541042	0.0018289821194747557
EC:1.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.033845189909776e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.814857234239835	0.0	0.0	0.0	0.0	0.0	0.0	1.6222777503119048e-05	0.0	0.0	273.1949485814678	50.23564502694587	0.0	0.0	0.0	0.08139111407369513
