Unnamed: 0	description	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121691	S210421121692	S210421121693	S210421121707	S210421121708	S210421121709	S210421121710	NR	HSD-NR	Total
														6.543420447248762	41.10151195621166	47.64493240346042
														66331.47803823536	137887.58771613077	204219.0657543661
														58584.816426721525	127739.01190850606	186323.8283352276
														206.53153043281625	665.6918397041451	872.2233701369613
														4723.211501974052	9706.344159067656	14429.555661041708
														7447.431846091608	13420.319131018983	20867.75097711059
														7447.431846091608	13420.319131018989	20867.750977110594
														117323.48883672748	31681.650591978305	149005.13942870576
														47373.33708324246	44462.58044468721	91835.91752792968
														259102.6238790236	154159.61075209858	413262.2346311221
														39672.74190584878	121326.30495424854	160999.04686009733
														46.87612955370476	312.94298687835766	359.8191164320624
														3315.6669451036787	8715.467040354855	12031.133985458537
														227.2261515441318	1543.5496983517928	1770.7758498959247
														345.439801953218	1200.065557564962	1545.5053595181798
														584.8408291275507	1956.918461804124	2541.7592909316745
														193.03126820472104	912.0943590853154	1105.1256272900364
														227.2261515441318	1543.5496983517928	1770.7758498959247
														414858.8495345152	162999.48411935728	577858.3336538725
														86641.12712110249	211473.81715299963	298114.9442741021
														10268.624593648568	34983.18350753191	45251.80810118048
														195804.11810713288	153243.9448212678	349048.0629284007
														40.14332192380574	67.239256759862	107.38257868366776
														174.43549634244505	526.4533340602798	700.8888304027248
														355.4406000745453	1153.2598666263502	1508.7004667008955
														0.0	7.791429691486817e-08	7.791429691486817e-08
														107.08497992553362	681.7034809078157	788.7884608333493
														152.1772940860326	1070.9023692454562	1223.0796633314887
														121.94107029879538	723.5127290245977	845.453799323393
														174.90875650371555	1027.8071102036408	1202.7158667073563
														20.350268268441344	58.10018409905568	78.45045236749702
														400313.5765890435	223371.34959007523	623684.9261791187
														386694.7245099206	273834.7816061946	660529.5061161153
														76188.61785368824	115044.70452564405	191233.32237933227
														16763.203086532027	34220.976506653744	50984.17959318577
														0.0	3.713979743560287	3.713979743560287
														415595.8033093003	238478.23761348668	654074.0409227869
														409353.5049041568	216410.70742126988	625764.2123254266
														3383.907978305856	11017.936952932503	14401.84493123836
														0.0	0.0007251217211288	0.0007251217211288
														0.0	0.1026961456820782	0.1026961456820782
														0.623098050054761	156.70889352171395	157.33199157176873
														1236.7251134860085	1708.8817777871968	2945.6068912732053
														0.0	4.5696579392034374e-08	4.5696579392034374e-08
														1.6915971798392433	140.32852862792276	142.020125807762
														24516.12376807454	11935.428050828716	36451.55181890326
														58893.583564305736	24669.84369470076	83563.4272590065
														42091.8391079427	25570.11973609062	67661.95884403332
														10787.42611338114	6223.470197530911	17010.896310912052
														10102.66545793154	5323.554211398851	15426.219669330392
														6426.964201342011	6854.49328829225	13281.45748963426
														6426.964201342011	6854.49328829225	13281.45748963426
														6426.964201342011	6854.49328829225	13281.45748963426
														6859.062883159812	3641.597556810695	10500.660439970508
														45182.32381271011	18913.87388613459	64096.1976988447
														7320.517655138105	4274.034051223049	11594.551706361151
														27193.18090156361	13453.011891099062	40646.192792662674
														10102.66545793154	5323.554211398851	15426.219669330392
														54509.03003076118	23621.23360446549	78130.26363522667
														54509.03003076118	23621.23360446549	78130.26363522667
														54509.03003076118	23621.23360446549	78130.26363522667
														44487.80327471637	18163.45211176666	62651.25538648303
														264227.4770207264	123581.44281679706	387808.9198375234
														42612.93191494571	17652.90699363041	60265.83890857612
														4026.44140288317	4454.125080465234	8480.566483348404
														0.0	0.2817970131821938	0.2817970131821938
														245.00557964185893	11398.243306297243	11643.248885939103
														344823.0211767277	55428.35789732557	400251.3790740533
														464716.793444206	235915.4941931731	700632.2876373791
														327739.6879035382	42610.89837174023	370350.5862752784
														1171.3499037437389	2273.292970274085	3444.6428740178235
														19.15238978227013	12.12908161598929	31.281471398259427
														65513.53589376643	27141.527034509	92655.06292827542
														450069.43531483976	229834.91926654172	679904.3545813815
														427068.36696215183	235275.3614203636	662343.7283825154
														401173.74248274585	205250.5355611868	606424.2780439326
														312518.94899884454	103247.56733951384	415766.5163383584
														446147.97840006434	251300.38349559772	697448.3618956622
														789.8366722908456	2886.550313665859	3676.386985956705
														29.592065253671024	166.91836393687726	196.51042919054828
														0.0055605728461643	0.0484385383119625	0.0539991111581268
														340274.05063487985	128714.15473108953	468988.2053659693
														0.0824693467324137	20.94002322032404	21.02249256705645
														269933.3425809262	167323.7536374412	437257.0962183674
														350657.5818308064	218003.0550481363	568660.6368789427
														333.93711987488365	1531.9399702111807	1865.8770900860643
														0.0937398943821267	0.2708775919751566	0.3646174863572833
														194.59913027450312	1564.598066568164	1759.1971968426672
														204.1888701890324	1187.9207559963318	1392.109626185364
														233691.03555743047	319827.82041921467	553518.8559766451
														88.11063812750167	499.5069311866862	587.6175693141879
														2.85632477635696	8.244911351520326	11.101236127877286
														2543.373245721165	7056.42383107191	9599.797076793076
														198138.16139855824	154527.4535744186	352665.61497297685
														427068.36696215183	235275.3614203636	662343.7283825154
														313129.0372543457	42886.92075140371	356015.95800574945
														26012.04352591779	12593.53653716486	38605.58006308265
														41961.3995321437	19468.922601577488	61430.32213372119
														207896.4060898433	209516.08938868	417412.4954785233
														0.0067075910807286	44.47347572651468	44.48018331759541
														9.739212813950768	895.4608329581757	905.2000457721264
														78880.5177709368	120241.79592242536	199122.31369336217
														1507.8857750422655	3897.731266172987	5405.617041215252
														382221.9576298773	220351.75140074868	602573.709030626
														380928.4826355124	223711.8591283875	604640.3417638999
														385454.30637968046	227647.89213921688	613102.1985188974
														13563.18977865099	23511.57939349829	37074.76917214928
														11.518963964078171	3.527595387624644	15.046559351702816
														0.0	9.884875191759466	9.884875191759466
														275526.2299608097	25226.164214959404	300752.3941757691
														19839.121970000266	33564.14657305982	53403.26854306008
														144515.51994325517	103406.36845347684	247921.888396732
														67015.00841302467	29682.207501103618	96697.21591412828
														143.47351772856155	1010.4620331616528	1153.9355508902142
														221376.02233869984	66576.67705992157	287952.6993986214
														317280.08733915107	35489.775635839505	352769.86297499057
														106583.1273793712	68360.37579392472	174943.50317329593
														81.75909150285598	545.046054768091	626.805146270947
														55301.373787364	1676.997668261591	56978.37145562559
														54952.64502201238	113564.7932840648	168517.4383060772
														27737.93509760296	41877.42232332319	69615.35742092614
														108072.6370601701	160594.47366834228	268667.1107285124
														382720.7211688558	275257.2199144436	657977.9410832993
														296479.19856191176	137927.28023208588	434406.47879399767
														53387.015017694335	63379.321644567375	116766.33666226172
														10330.562248102451	6412.157617486324	16742.719865588777
														52727.49806208157	63173.94206219658	115901.44012427816
														444.6334563599988	2018.010055326108	2462.643511686107
														0.0	2.020680061710108	2.020680061710108
														1162.979003287592	1174.6352349684144	2337.6142382560065
														350613.6979524092	126640.47232424605	477254.1702766552
														300402.6073536757	71069.5773331425	371472.1846868182
														6426.964201342011	6854.49328829225	13281.45748963426
														21.608736527445185	31.16319779296866	52.77193432041385
														2968.3674347609417	7060.620706844414	10028.988141605356
														71.1732045407307	213.50253496246697	284.67573950319763
														492577.7552402532	253506.18159393533	746083.9368341885
														28374.427951727743	48469.7904564679	76844.21840819565
														2420.5763454095404	65571.59369526546	67992.170040675
														25211.99607958317	57004.18355873745	82216.17963832062
														287818.51790148794	113833.62843832208	401652.14633981
														82430.42733717039	49443.64900606626	131874.07634323667
														358311.2699796441	160439.62213131326	518750.89211095736
														251506.4855534217	111352.12248886946	362858.6080422912
														411.76641550230136	1147.4055149197293	1559.1719304220303
														0.0	2.16039778653412	2.16039778653412
														0.0	4.527724180249529	4.527724180249529
														0.0	19.29311516850779	19.29311516850779
														0.0	226.2193142105036	226.2193142105036
														4.815921930737077e-05	0.0003358441638317	0.0003840033831391
														1.513841128722083	257.70438238917154	259.21822351789365
														330920.43641236133	85874.67777199726	416795.1141843586
														0.0	0.0007408325165363	0.0007408325165363
														0.0	0.0016287277698301	0.0016287277698301
														0.0	484.8177169228015	484.8177169228015
														62465.60137535192	89998.7208264458	152464.3222017977
														99.57148362333194	5704.391095740471	5803.962579363802
														49387.079644356345	56408.24953405633	105795.32917841268
														0.0695933315013117	141.74835334189902	141.81794667340034
														0.0388327453471541	0.3353949462822005	0.3742276916293546
														0.0	1.5719999999648393e-13	1.5719999999648393e-13
														0.0923196659585608	0.7446857673033073	0.837005433261868
														0.0649699145465198	0.5112983218167656	0.5762682363632854
														0.0	5.501999999504962e-13	5.501999999504962e-13
														0.0836089301496958	0.7447614847261826	0.8283704148758785
														38.08749679294845	157.1516812299092	195.2391780228577
														0.1393561882002658	1.2899556639521887	1.4293118521524546
														3592.4881108763498	2748.50887684116	6340.99698771751
														11317.169311269112	23233.5865202841	34550.755831553215
														0.0067075910807286	44.47347572651468	44.48018331759541
														0.0075459119827556	49.58113653674724	49.58868244872999
														0.0	0.0020649306511054	0.0020649306511054
														0.0	0.001631635974388	0.001631635974388
														429535.1319958265	305905.0580568657	735440.1900526922
														174.43549634244505	526.4533340602798	700.8888304027248
														159335.28044244475	72291.77476124301	231627.0552036877
														0.0765670625484157	0.2209072144802362	0.2974742770286519
														178834.41362166766	110855.21153319084	289689.62515485846
														310688.5337690305	100451.40347609692	411139.9372451274
														206222.5135719217	68367.85511394397	274590.3686858657
														21841.02582439532	35096.7577819203	56937.783606315614
														327759.4224494292	160791.69281348577	488551.11526291503
														182031.33261868468	86190.29408108386	268221.62669976853
														429801.95733342326	258208.48632055885	688010.4436539821
														27982.437871482594	40385.33101661394	68367.76888809653
														179101.51696462886	63519.79149769841	242621.3084623273
														457800.15025990456	252596.6128757111	710396.7631356156
														110.49873990997526	763.0262992990456	873.5250392090209
														455346.7453267479	292808.2001386084	748154.9454653563
														431027.3311994811	232458.7670875544	663486.0982870355
														455346.7453267479	292808.2001386084	748154.9454653563
														300387.1653770978	91964.0115583674	392351.1769354652
														463756.760948357	265771.8536782001	729528.6146265571
														123086.05949290906	37410.87793467088	160496.93742757995
														52683.3136604293	98478.67811870764	151161.99177913694
														241814.2995209491	129094.2070096954	370908.5065306445
														21509.762704529858	36968.558919017945	58478.3216235478
														0.0	759.9005804737911	759.9005804737911
														0.0	0.0049907027474485	0.0049907027474485
														69.01508394923823	763.5319611649528	832.5470451141911
														89639.41158767426	68538.8508134013	158178.26240107557
														0.0	20.663084912307088	20.663084912307088
														343816.1416754902	82562.55771750808	426378.69939299824
														92754.164434383	36202.54452494733	128956.70895933034
														50363.92597530183	54062.67378500477	104426.5997603066
														37.47205462467002	226.09494967302905	263.56700429769904
														0.0	4.158474258201144e-06	4.158474258201144e-06
														0.0	4.706057290978976	4.706057290978976
														839.0706023251647	2661.2595052677125	3500.330107592877
														120.2957347989748	1079.67774497608	1199.9734797750548
														208.73591524521564	1054.3320272662593	1263.067942511475
														5252.192043648544	13446.601023870851	18698.7930675194
														21314.691350602578	85534.1169559886	106848.80830659118
														16.70150020112485	94.95284078350797	111.6543409846328
														120401.00236649872	133535.00546499403	253936.00783149275
														0.0	0.2327472833906904	0.2327472833906904
														179655.8743923192	192617.57617723307	372273.45056955225
														0.0	0.921038191859044	0.921038191859044
														0.0	9.186029883468728e-05	9.186029883468728e-05
														1786.4842250444433	10612.967772007967	12399.45199705241
														999.889514490902	684.1101002194958	1683.9996147103975
														267842.58364848	62229.23563647666	330071.81928495667
														216.53469994450063	1109.6346825144867	1326.1693824589877
														340999.06831960665	129195.00696546312	470194.07528506976
														372372.35152109	226424.14681140284	598796.4983324929
														104.72967245552172	1655.013417625578	1759.7430900810996
														8.52265625454593	244.97272318206785	253.49537943661372
														516982.67059224745	238488.72498510257	755471.39557735
														330041.76235127164	48002.54955013079	378044.3119014024
														349653.51644033287	125689.30042289938	475342.8168632322
														33084.98221629598	13401.334346901784	46486.31656319777
														63716.76237552582	77280.9235366974	140997.6859122232
														31189.64858155945	15084.680753541734	46274.32933510118
														74645.64023951125	169759.54411745313	244405.1843569644
														2839.1458720833343	3623.523718758117	6462.669590841451
														101782.5357210886	192186.31864726832	293968.85436835693
														94833.231225889	177670.7304196775	272503.9616455665
														90043.89194129598	171954.9021631931	261998.7941044891
														386694.7245099206	273834.7816061947	660529.5061161153
														1642.287655690474	1686.3633752576577	3328.651030948132
														19110.598909497447	8595.61896317907	27706.21787267652
														11272.671690681964	10553.23202682634	21825.903717508303
														4344.737408270512	10304.477639303728	14649.21504757424
														301777.67473836173	154574.5399201733	456352.21465853497
														326862.9124429483	119117.13570638228	445980.0481493306
														180040.68852391827	106930.14932374808	286970.83784766635
														1343.9819156824158	2532.96021209696	3876.942127779376
														3277.6152900250054	6795.692933702288	10073.308223727294
														1227.9342743503764	1606.7984209151666	2834.732695265543
														73233.86925750789	135633.88173450663	208867.7509920145
														176324.0211316579	21706.527280988903	198030.5484126468
														307543.9790028753	42604.24181598569	350148.220818861
														950.8226116824	2748.34688719342	3699.16949887582
														36730.952260097925	124064.43677601122	160795.38903610915
														221330.02058515992	242574.54153356576	463904.5621187257
														221330.02058515992	242574.54153356573	463904.5621187256
														0.0	3.2195293333742825	3.2195293333742825
														331666.9280725017	48348.29948664684	380015.2275591485
														320500.0843928738	171479.42019946154	491979.5045923353
														311178.77530821867	153498.85707287665	464677.6323810953
														168160.52064302968	15922.10000647877	184082.6206495085
														41076.23309278054	63163.9208337012	104240.15392648173
														141785.9215825558	84136.55930533384	225922.48088788963
														355551.9583838462	161365.21038651792	516917.16877036414
														55332.78127214577	39656.11744793149	94988.89872007728
														51415.018559560864	126292.61151997613	177707.630079537
														389546.1002170255	205556.99221397983	595103.0924310053
														41415.51326835489	32213.91150608556	73629.42477444044
														120.87535150739296	736.8601477092068	857.7354992165997
														75371.58472680236	59285.86177097765	134657.44649778
														285508.93563215266	71498.9816501652	357007.9172823179
														4613.999541966948	7300.145018401791	11914.14456036874
														59009.0900911251	70938.9172047732	129948.00729589832
														345022.72737105144	80217.83734398958	425240.564715041
														2762.4200011036583	2370.532130074392	5132.95213117805
														414915.9673188704	248735.9752377298	663651.9425566002
														393395.3965442	235098.5058531465	628493.9023973466
														254669.3084239284	161720.3226293378	416389.63105326623
														320.7635445008228	2046.0509149865588	2366.8144594873816
														5446.04661618196	6552.1604552971885	11998.207071479148
														125444.5882425006	206509.98668445292	331954.5749269536
														1.650959837460917	503.287551492608	504.9385113300689
														410994.4653602251	273293.5011928731	684287.9665530983
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
														0.0	0.0	0.0
