Unnamed: 0	description	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121691	S210421121692	S210421121693	S210421121707	S210421121708	S210421121709	S210421121710	NR	HSD-NR	Total
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	107140.89074945656	48656.66737611432	220454.2069997091	73252.48419327512	117630.84019064368	71952.19274705676	23434.90526793696	55318.22299710978	21738.312854392345	5634.3360970342455	14144.636648976091	1791.0014687918958			
ECASYN-PWY	enterobacterial common antigen biosynthesis	1659.2885642474173	62.90562067186164	76.59300434902552	303.9744091164499	116.97355682757738	172.85058178489697	205.84639492270628	414.9066153162659	288.8478103228957	252.43735218543955	164.53678744771904	58.236554227751306			
ENTBACSYN-PWY	enterobactin biosynthesis	3433.123982088597	200.70591796316043	270.6316419499166	1021.2064906522996	393.6579313125251	1282.0028040936045	857.6618009937097	1619.1536852643453	644.506261554558	495.03149954630425	2768.4655443451666	144.62720924012868			
FAO-PWY	fatty acid &beta;-oxidation I	2724.791099998429	892.690523304781	837.2007720553426	9732.536776401588	1021.453902717677	5060.753992734337	3242.0032857764686	4779.270155206226	4628.226579439043	1720.7026072727165	3751.766585394404	317.8045329420261			
FASYN-ELONG-PWY	fatty acid elongation -- saturated	117954.0129087306	44854.54224837344	151458.60150157002	75906.44434022211	89665.391874061	48059.14532804969	7492.159877074508	10844.48368314099	13294.826031358542	6207.654393033906	7414.490717369512	750.2981804720519			
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	62443.47854357519	22466.965343415588	72715.2258735362	42369.17072233104	47621.58376300783	18508.09589913784	2696.358249262136	2553.0695221984743	9536.801775994623	3808.480171100795	2447.370633081433	381.2241312323363			
FERMENTATION-PWY	mixed acid fermentation	18460.47143780642	21511.835115511065	17887.509038970864	53892.51373630116	26328.276937076065	53263.785932168445	23069.65822931897	56204.9024001582	10317.543438122071	4305.251776547199	8268.802254386526	906.2634053882184			
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	96163.96022792163	26376.02270171888	104491.66364277892	49167.227796812425	57294.06762570041	48409.862958982994	22458.91370996199	57345.905504674825	13297.13046644152	4531.341220364831	7786.468138007762	818.1291704455801			
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	24540.4795507649	1704.4945612385704	9681.601821132184	12477.16993618984	2723.6496215471025	23310.47107515204	5720.028127604412	9906.672368110912	8792.912020773723	1719.8868561866625	4080.871308600763	508.7217342677104			
FUCCAT-PWY	fucose degradation	16160.35908739944	865.2267404449043	4865.336861836508	9759.73301722682	1304.6897997082638	28620.20612985752	7555.191596288827	14739.13349445976	13842.694689956395	1730.741246216995	4514.987069417657	556.3278709216057			
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	52384.32708157472	8758.438017665525	45268.133787423656	22132.40067418343	17361.95695405378	28862.3444713918	6614.575599034609	9988.786560686143	14160.742675918991	2599.9583871187688	7623.278964781097	954.389180747664			
GALACTARDEG-PWY	D-galactarate degradation I	1635.988143865076	298.18438244707966	915.80701797318	5386.58517555643	370.2510384085209	4843.85248247708	1243.9309399472838	1487.6599506943314	2594.199459455316	763.5114428037895	607.7163450806014	164.17885677899915			
GALACTUROCAT-PWY	D-galacturonate degradation I	55263.68735850223	11449.511438913563	54679.78837206858	31055.89171417856	23434.214236271186	37137.74609864301	9859.566344749195	11921.069524025275	18502.440950828463	3458.7395444961094	10621.51275189148	1407.3515388452415			
GALLATE-DEGRADATION-I-PWY	gallate degradation II	4.872586268393078	0.0384243501889711	0.0115692611081061	0.2210779705523036	0.1626823119696157	0.2726148420808559	4.982599538731231	33.984992256405114	182.58078482103315	83.22073096624412	32.35157280198832	37.6408465693105			
GALLATE-DEGRADATION-II-PWY	gallate degradation I	4.872586268393078	0.0384243501889711	10.28765064681928	44.18593357705505	7.423099108056387	58.71764647982486	46.99497786100164	101.59534998858734	237.6185548724249	117.22099964466156	68.63168802554846	46.45914455092409			
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	8744.19600516347	15297.626414761076	26754.077325125392	45643.29201025276	15233.361508207208	43940.20749839063	20759.366788023308	52055.02282699695	14063.899878914552	2522.1338787235018	5864.618107153619	790.7591277162046			
GLUCARDEG-PWY	D-glucarate degradation I	1493.250098862423	306.1041063832807	765.9418753097473	4868.8902974243965	371.3157188138593	6636.339449802968	1357.1370853211663	1507.799151813181	3619.145905009926	875.0364283434509	4171.018803309328	650.5000107093177			
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	1635.988143865076	298.18438244707966	915.80701797318	5386.58517555643	370.2510384085209	4843.85248247708	1243.9309399472838	1487.6599506943314	2594.199459455316	763.5114428037895	607.7163450806014	164.17885677899915			
GLUCONEO-PWY	gluconeogenesis I	116074.98460327748	37197.79485971029	137634.6117511229	83161.87244004794	77549.42385245158	75615.14190911352	13163.859361039442	25274.98624481019	23946.06664560852	7159.851538180793	12315.988971999655	1380.383104501215			
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	20445.566186509444	1369.9271044656994	1458.5260524188525	936.7907650402612	2064.347864123773	8970.037136073106	476.5405489274239	934.0456692774472	457.5144125199566	240.64895509769207	989.8660530147984	313.40161446808025			
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	53211.998153453496	8953.235607432642	46915.347015848616	22197.84950204345	17333.499448963787	30685.0106166998	8733.838044470289	13515.357246131232	15766.75977077898	2619.479286906194	7450.528406898086	901.687947843976			
GLUTORN-PWY	L-ornithine biosynthesis	72424.82376296412	20518.375300963493	90261.85289080412	42292.92696841634	48619.4314620193	62445.05034547085	22931.954750681023	51659.57634603184	22558.27647233042	5311.961099270407	9070.364589086845	944.6153233604224			
GLYCOCAT-PWY	glycogen degradation I (bacterial)	105366.27582098138	30552.469631209224	114840.55137655314	80963.33474010229	63399.847778447365	90505.43818133924	35558.605085761345	81636.78902182332	32041.928006570008	7907.246458201865	18611.70029137112	2436.939109033732			
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	24006.34984034605	24536.137676835984	58278.10603990247	79365.22530990359	32432.03859026343	89043.05897756618	37980.15380940373	86581.34084016593	34936.87771264803	7357.389230030442	16349.862140513833	2141.290514657981			
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	2611.439075015385	126.26925817263768	235.51466950756685	1561.9976337602127	274.5562171528998	1025.0029274022602	933.7314461140936	1957.0891237346543	887.4842112244226	536.8585272891235	1313.1308210629454	93.7216512102194			
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	110725.7612595957	36081.45606932784	134235.38834624775	87906.51390709584	72968.08074556697	70856.54228517179	26802.32225417782	67468.50356593402	25697.716166034337	7395.382320918533	12957.954040014009	1278.22361563957			
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	20991.549484120867	5003.981825493734	29065.518060280112	33604.123069106725	9292.81980503097	34343.95037332194	9384.25986996426	16700.935293934002	15359.574152728932	3934.9833914630913	8073.773888068664	883.7786304996185			
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	4711.079828872248	305.6728286590883	787.0366200682026	1845.4174427730784	1056.980080811469	2105.0234462569933	1485.940970494907	2708.1817745032254	2491.811485434333	1224.8352347175678	3117.18775988996	359.63725485123354			
GLYOXYLATE-BYPASS	glyoxylate cycle	2839.6655060548574	136.07838306454485	237.6309120581984	2291.3254955263164	302.97491033630627	1219.4158861089113	953.1724803375656	1958.465488420592	1213.2054171868774	911.296622847529	2311.650478526204	210.49999547596013			
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	1338.3310855141265	1208.0589335761044	887.8982040574042	5731.265050644317	1339.1653760302636	4477.100302877311	3009.3000797150257	3371.616622689658	4000.757172314128	587.0117557232687	1413.8682070976115	165.42560556782925			
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	791.8630462032708	27.35220753571317	47.72935633195423	246.1302033683837	49.90418984827031	146.53199852476996	168.1337090028298	346.9080412089386	120.24787594489774	145.27185621103268	209.0136395344261	38.528114541519415			
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	7038.957232519984	6874.166755234912	4919.222059839146	9370.282783121806	6683.1703071380125	1663.5704737342494	673.6341403356986	1675.6846313144074	1153.764183414234	800.4662984553943	2330.375184266268	98.83171011607163			
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	7447.135928092224	7769.281227283086	7038.366816436424	14410.76597791957	6991.957427911852	7492.436121020362	3146.2264528827463	7463.362974274167	3584.083599467632	1382.5908114960248	2928.168628241885	201.30377703283008			
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	8380.536350386083	4338.95206535721	13647.792702675575	27867.34861714025	6308.500738652977	28322.9880538659	11764.453333186657	22802.08028646842	13184.297704041928	2575.4322451377984	3529.258798045369	331.0672032341392			
HISDEG-PWY	L-histidine degradation I	38528.56928352268	11272.909035764804	58428.39337242757	17255.9828460988	27262.124587877523	7950.322370787251	2430.4349096711067	5325.893629576655	5622.5843666214605	1073.882656006759	3638.6962587796697	282.71020025089064			
HISTSYN-PWY	L-histidine biosynthesis	86564.77823745752	24844.44424596119	107810.04479193778	61505.05300789626	57596.83813372595	70670.38805277133	26736.2619552444	58163.31559732479	26200.692101938337	6770.502685749658	12265.79590848442	1536.261842357661			
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	47465.30118900575	13889.730148209404	35243.58415205772	38869.9464021241	28910.67323940657	37211.274236642	12057.42175521134	27483.96986848336	10695.30892323286	4076.1592372697614	6349.956030861808	639.5457550295117			
HSERMETANA-PWY	L-methionine biosynthesis III	52580.55507806856	14908.605684002512	38017.15129927552	40877.04453244335	31832.70168209015	41768.7622913341	12693.542428539153	28423.243035320866	10604.472228833856	4475.51776331341	6291.955938806914	702.6652815773023			
ILEUDEG-PWY	L-isoleucine degradation I	0.612222156631782	1.3653872591648737	0.6122346835922134	17.61581180691504	12.048866140466757	75.1249612443917	34.60061570032736	55.74932121065928	33.98293337886627	2.071900790745198	20.42768563282595	2.915667462065696			
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	104759.82765563855	30304.386419614664	125579.85183319492	83844.12723749173	66506.27221428529	96816.8098955343	34867.843161461875	76365.43710150772	35358.576739543634	8646.272152017082	18903.626459467767	2334.9356833406914			
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	5478.761894366889	202.7775253352125	245.65717145067745	966.7787171118364	379.5313930457396	705.8646599360013	399.82591887747634	827.993504906746	737.116750857582	725.7234975159608	439.12023522110144	142.1041567330517			
KETOGLUCONMET-PWY	ketogluconate metabolism	563.1564997688118	57.23177944083277	125.1097294454809	396.3581603716871	129.32242102575708	399.4419232935762	354.36598547661515	645.3766959462204	719.7483237196479	325.9142852497065	676.684872054743	78.65664639859452			
LACTOSECAT-PWY	lactose and galactose degradation I	1303.4401671297958	4641.4972871349455	3138.081535746952	11445.612307241408	3496.0887726272267	852.8707827154649	518.3912103617457	2709.624369420915	746.2423437381559	193.61349384874745	169.21639824789537	35.03939978385515			
LEU-DEG2-PWY	L-leucine degradation I	19.530294940577413	58.14297395690832	110.85095470602498	1782.3139119265752	70.8506112366346	725.339790018755	687.4409365823258	1481.6844026307028	668.5442967178037	706.8269364664907	2222.501785544615	154.678612304879			
LIPASYN-PWY	phospholipases	5.000000000000001e-15	1.1e-14	5.000000000000001e-15	1.4275000000000002e-13	9.775e-14	6.0925e-13	2.804999999999999e-13	4.5200000000000004e-13	2.7575e-13	1.6749999999999998e-14	1.6575e-13	2.375e-14			
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	1694.6708504553972	105.39744357834284	172.41585617705928	278.44513070416383	211.7133639433009	125.54223360668938	2.757170050763212	10.825783096236496	145.38270286183706	0.2415404117032001	237.6045912655448	0.2337230085506701			
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	61535.62235954653	18483.361554096347	48060.81744489303	49672.298528272375	37577.41294296206	46581.91554513657	16106.962129144506	37186.79717777523	14190.89385148401	4997.337197124215	8251.941363934191	857.2833357694302			
METH-ACETATE-PWY	methanogenesis from acetate	992.4585306992324	1138.087688462602	2953.770121682277	8570.993223305284	1607.5716420462345	14212.462963817698	8791.500171505095	17882.16297318186	11816.62772296474	504.1019613087732	5427.536643450335	497.0359068032767			
METHGLYUT-PWY	superpathway of methylglyoxal degradation	1212.0573865765125	44.35744281131711	82.85657949123896	313.9732134326136	106.62887630411902	272.72676188187734	640.6431683288655	1489.4645250394	181.15082019649137	230.4387158302337	171.42180108368316	37.59682169837872			
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	6.090689578459139	0.0480304312179801	0.0144615762584999	0.2763473707255034	0.2033528384913083	0.340768440743265	6.22812088650293	42.47789067604764	228.0943265026065	103.88331514308788	40.43074600492872	46.95550418139627			
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	1984.110654843679	179.61031596194644	580.2425118147688	1512.335580532094	316.0561521843581	6360.41587052536	1171.6237241883518	2719.201027504096	2114.9470808496053	349.1526072368952	941.0940126342624	151.96519237461249			
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	0.9875988505744264	20.51086437268782	49.61244569019019	134.42007121155947	37.80670870738766	218.79138530165253	69.03027803189966	262.1540120508834	621.7379763886506	207.2170429717784	216.4724539577383	100.69104017735071			
NAGLIPASYN-PWY	lipid IVA biosynthesis	99235.60981007948	22786.199140045614	97365.62033692056	35457.751581326775	54922.30430757474	18977.873251506684	939.77009890766	2022.4929254253293	2591.980311324025	3064.707714945599	2031.9477674016905	304.6668034042945			
NONMEVIPP-PWY	methylerythritol phosphate pathway I	102344.97932192944	27134.29947487214	112848.88569163792	69564.70114398695	60479.48588866356	77147.5932453922	30467.17695806491	68748.9754509378	27570.25178324608	7131.555319977886	13684.164325091811	1674.429728692144			
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	131309.23469151754	34220.49885812145	140196.79534808925	114857.1175942859	69201.67789029707	134453.40608519834	51098.82061520946	125173.4502098447	49699.02435045262	10942.367885470614	25204.78507195271	3169.6336606998007			
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	22286.752043605848	20823.197566872368	46276.34878265748	58467.14525052381	27302.02945743948	58943.13492814906	26766.071254101145	64812.63003066641	20509.829563472675	5015.561224911271	10331.870590679804	1229.152337945902			
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	1061.0731201466308	19.8485735740506	22.98328744571264	107.13564283172444	42.526280782817096	64.75119900024588	82.4784638831886	137.3766161077555	81.90233740243302	103.57000984658728	50.65351082674578	13.827198328608066			
ORNDEG-PWY	superpathway of ornithine degradation	1188.7573525945734	51.0797850032058	68.97663617092661	604.7632502847879	98.71519073570175	229.85037569104392	308.5569376365627	630.9938460950711	154.6589493150247	256.33651291410274	379.6320263608018	37.88164073416736			
P101-PWY	ectoine biosynthesis	18.59099159866047	4.338853840598097	59.622032677775024	1441.05472604922	16.6311329440531	537.1198459338478	533.3150931998198	1208.5608640804571	158.16938004377047	362.0533973497869	2054.24956368672	69.10169293375566			
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	6680.566822780198	511.4263696471928	1136.2316974412774	9086.247093445856	1386.3147910317705	4049.980067446753	1975.6248376580904	4223.218457884838	3832.458413464413	2010.0178618664208	6011.714176320502	475.4427516837031			
P108-PWY	pyruvate fermentation to propanoate I	115733.20037369715	27073.7056926482	121579.21717502746	58995.74721916439	63769.604587545306	35764.51080001399	2763.418670226138	5736.924891014021	5776.2978887159925	4784.132218405232	5122.5471300522095	533.8976917147917			
P122-PWY	heterolactic fermentation	11724.214447827491	17043.192923222206	17612.093239843558	40688.66540584373	16831.867224895544	18032.00439161844	6094.049988312921	12164.91812023336	8624.452872856133	1633.598566680601	2540.606669911532	134.5179179213122			
P124-PWY	Bifidobacterium shunt	13890.03610693492	20444.256573404906	23453.98960441763	52793.230525131126	19492.43845670572	25042.677397711424	8890.624042516478	18860.96908728211	12417.4523908277	2068.7976303268	3123.754367817117	160.16201859882875			
P125-PWY	superpathway of (R,R)-butanediol biosynthesis	260.5941277047885	938.6590302605432	528.2779133081604	4809.828288397229	1055.700181119425	18188.48883142417	9630.3861983338	8946.971189641541	11848.532085411976	1920.5273506732576	3429.736929141708	149.65665941041337			
P161-PWY	acetylene degradation	10078.74751258609	16263.36969835658	9546.0123942725	42425.25874278946	16172.342468314187	48348.14827353434	26727.79424383776	64008.7501434056	22968.642955425305	4422.709088674308	12889.965309144762	1741.655178161819			
P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	220.1846196427332	417.6551759285742	998.377250000233	6425.377670606262	765.2211928721619	5919.79957112995	2694.7369448746044	4084.563968006501	3920.900537628114	839.603552012129	1698.0984782600058	137.10313534339528			
P163-PWY	L-lysine fermentation to acetate and butanoate	1336.321135318508	1002.5935493986044	2915.238541066238	10969.403339252543	897.4806569260816	4951.913671729609	3529.053629297788	6235.709866863108	4161.158410197199	669.9348590722053	587.5686792491929	44.29788619879089			
P164-PWY	purine nucleobases degradation I (anaerobic)	15954.136633872598	2812.950606748768	10728.5807907115	26049.325707556225	5315.197383632053	35545.8666343435	25652.287391241225	62495.91181522151	20831.51967842118	3097.6194925063755	7525.153244423449	907.7734792098724			
P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	0.0088016712007237	0.0	0.0	0.0226822942623213	0.0	0.0576998398137606	5.46696750739757	35.85527939311672	197.6286568394977	89.60846665547021	33.036367270249954	42.00662628179171			
P221-PWY	octane oxidation	1654.2903569594062	1335.5425131600934	10948.815786099422	12781.480477684643	2913.619653273444	13560.6253406724	2713.038353888121	6170.020268987456	4290.970878301961	405.4130168210156	1811.6875405086844	209.38600116533985			
P23-PWY	reductive TCA cycle I	9691.44834314186	1667.516729013393	9149.084498219298	19277.04986595616	4352.638427723037	18986.318813718604	4578.093240908643	8973.612253934558	4944.095366143621	2498.4296221169075	1744.467503583835	388.2960487367056			
P241-PWY	coenzyme B biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.928576591329499	0.0	0.0	0.0			
P261-PWY	coenzyme M biosynthesis I	14.07331690040953	9.342728956956506	72.12319922543178	253.2051032561562	25.836700912084503	430.76732057492205	191.04660753855603	246.68146970745104	246.6386845281509	32.59130083069575	529.3054794293693	29.1835084019362			
P281-PWY	3-phenylpropanoate degradation	551.1792379723227	0.5242299309401764	78.2371961732622	201.17824414827567	11.808873413898835	207.492169069889	140.4977563691308	347.81775512197555	412.1912356642012	280.5329917412463	518.8861845612174	101.42246731091676			
P341-PWY	glycolysis V (Pyrococcus)	105.00391758568946	34.961054837123335	74.35181509949763	1859.1961057758056	91.84239085586704	4962.29426482778	765.7765649072628	1268.4077285303993	974.7628103655104	440.9250753432066	400.0976628311766	42.53195465147786			
P381-PWY	adenosylcobalamin biosynthesis II (late cobalt incorporation)	0.0	0.0	210.24585940724177	6706.863298080809	92.62839176290176	2326.992452652323	2755.592969065904	6106.887758691482	1521.4806355627366	1111.3785492528175	3515.787867499279	175.67576000171354			
