Unnamed: 0	description	S210421121673	S210421121674	S210421121675	S210421121676	S210421121682	S210421121683	S210421121684	S210421121694	S210421121695	S210421121696	S210421121697	NC	STD-NC	Total
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	1146.3325266342986	792.1025507692447	2693.289657542488	248.3424547921236	132.53136225655962	523.1510776172561	174.818419939337	1099.4517824172185	755.8854848021224	1148.7960295137143	711.1669280120973			
KETOGLUCONMET-PWY	ketogluconate metabolism	472.04511581454926	321.7827385952301	566.2733795045164	99.89409180891012	82.47107605573751	192.96171127427303	135.4844070569362	1211.016417881176	426.06902321624176	552.5718229942398	269.6015155921801			
LACTOSECAT-PWY	lactose and galactose degradation I	4216.205287677502	12551.514555540956	1452.2684401563642	8831.720432527509	1759.312472489055	7184.18056669862	18225.33678368301	4034.1822074751103	10310.3141972715	694.8908135257793	914.993784967108			
LEU-DEG2-PWY	L-leucine degradation I	206.10359669809608	1218.4590987726465	40.77023443652592	6479.167435135118	105.65031312481246	109.0151150848117	1456.7094830803312	1660.6361268555927	349.534954459692	445.5513204807158	658.923760730282			
LIPASYN-PWY	phospholipases	9.5e-15	117.31725156836106	1.125e-14	7.7e-14	6.350294640577756	2.7675e-13	33.28278179097371	4.469499999999988e-12	4.9749999999999996e-14	4.65e-14	2.510749999999998e-12			
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	576.1602904896023	467.5446647520712	1477.4018334260172	172.20220501062144	100.92680483276284	318.94141842516655	156.86283458627994	143.04696362237547	350.9501773921883	307.37725481299213	2.39077222866848			
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	70328.28851383134	76509.32326649634	61011.04529428252	114205.69287104566	27423.472222381137	34521.92235808491	67435.87767290388	14327.29394559308	43412.40024781007	21885.979535993018	12156.669398062377			
METH-ACETATE-PWY	methanogenesis from acetate	3166.609075101115	26569.91721197585	1035.3676760617957	9065.031700909578	5886.578608434049	7314.415176226917	5955.350565650192	5814.129732334658	12198.65981878771	2833.489774625584	1899.146771123722			
METHGLYUT-PWY	superpathway of methylglyoxal degradation	242.2369680139645	305.8296000565424	608.6980058035923	146.2241063138013	37.206711465704245	177.0307855238308	155.5335227614812	387.23385613414285	190.299570204322	214.53211600148245	468.38953918820863			
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	0.0134614440205497	3.278371758518501	11.229515411165377	4.72476801126932	0.035015511774821	0.6317652197756456	4.1981204960294285	544.4276993132179	103.17058667467664	272.16092675903496	128.12547660475246			
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	1891.712978722531	1295.2063158081176	1385.1437748831434	739.2202888651593	1775.083256652848	3336.27890641792	1249.6501179673626	1937.8564079154728	2087.1964718995205	1129.7630590765934	1518.0225942540374			
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	34.726934487447444	8.767757353527028	25.173566316519967	13.38206746316925	28.155409307989007	73.96075221474653	4.243685671792701	1276.5521288541154	205.9617297705045	398.1098665430947	207.64550634963865			
NAGLIPASYN-PWY	lipid IVA biosynthesis	85557.71664631138	193428.1635417199	96932.36302278849	182684.8039423084	20896.22712225031	12819.567488664436	81891.86851851425	2404.616679700346	31703.85982090217	20064.355509461635	4617.708961127117			
NONMEVIPP-PWY	methylerythritol phosphate pathway I	128087.46813140236	202365.0790969628	100979.57001824628	197983.4437969433	59880.47533081188	53430.59694224524	109785.17587379795	20217.392827198924	77719.85627355396	34172.90108009895	13611.36293181396			
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	189514.5358244958	235676.8385320456	128847.53892036264	255055.73834521297	86503.8265126634	86127.36113334101	151706.38529753752	40134.46824691482	115448.27055268393	50708.53141848882	25740.791360482264			
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	65395.37271109728	91100.56027468412	20334.30654212507	81945.74542415283	42965.2489991952	45358.12038397943	77464.14287669072	17361.51061342897	59852.569456620426	20925.9067322293	11181.574009399335			
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	96.2762310111942	74.18967326392783	263.14648662335645	20.271241856956703	8.315979856786198	41.011930030853485	16.474073627923143	252.71239142437287	70.88160880631656	59.14643667381176	56.28382531526544			
ORNDEG-PWY	superpathway of ornithine degradation	264.918132392638	294.0823293198279	601.0044670696975	106.0595742604088	20.39270578547769	108.52821210295082	298.0757792825558	269.85184610543786	144.448044178714	143.7181397813912	197.41086270300565			
P101-PWY	ectoine biosynthesis	31.34618883188528	508.1832507913347	25.366565097195227	4317.007463607603	28.08407976805008	54.35088000036087	1148.2032973841092	508.3122790477532	29.281708447871228	51.66716327246214	297.0366419251642			
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	2210.2572966200973	2783.390170833165	3903.7758621883368	829.4286564042877	321.7672046837635	1391.1938857476116	6752.214266741276	5289.528431303576	2600.8916771599816	3360.88316523693	2451.3959487005577			
P108-PWY	pyruvate fermentation to propanoate I	123823.54441804365	251377.6470622313	113015.21304061284	214848.07048188828	33433.37797196904	21838.28693424973	92485.8446970841	3785.0971494057294	46834.999573994624	25543.905878068657	7376.236836004097			
P122-PWY	heterolactic fermentation	32014.916650053703	46824.19923528497	9438.277596622826	35890.35760432354	17345.950084430806	20487.91918619244	42541.55878372835	7828.076405282418	33212.73109032083	6405.270510987	4164.90387318882			
P124-PWY	Bifidobacterium shunt	39622.09250057418	54401.8933357326	11147.83607014746	43698.28613534478	25521.173485044845	31273.952839763173	56656.16858860161	10444.63986658201	49710.2067784836	8216.774959723123	5452.518972960815			
P125-PWY	superpathway of (R,R)-butanediol biosynthesis	3934.972038842088	2357.136378174963	366.1889066627921	4299.617785308279	4006.477970708996	11140.061834559658	7678.538984105829	16463.21757573629	11058.871341719478	9293.165760097962	6338.080932309494			
P161-PWY	acetylene degradation	55775.855866538106	56238.02445081013	7074.979716928165	35222.17703045814	28374.844589496104	37679.42107889562	41040.15888900834	17322.78648748587	55221.62520014101	12200.384752472935	10547.205400236213			
P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	2174.571373026132	2125.4839971187293	321.9614970401338	6749.694186769923	3259.1856531516787	4634.209753003597	3612.560328808363	1560.4010935928525	6698.1860268367445	1512.5581934772565	1607.1798108611567			
P163-PWY	L-lysine fermentation to acetate and butanoate	9758.94897011	6590.682355327899	2064.499714257355	6517.284274951854	5739.227068441381	7216.616447140122	3703.2333754135234	1026.2581588352866	8698.988956742069	3066.754567933712	1358.926938819406			
P164-PWY	purine nucleobases degradation I (anaerobic)	44301.26278004532	52508.40662726419	14142.719611895776	39287.96385747031	14389.743562748385	16439.425143108223	18817.919413452	9236.817468709827	20791.575500909858	6529.877640294642	4813.945777632702			
P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	0.0	2.6262268715012547	0.003308101681558	4.0943382112162245	0.0068413790192829	0.2553002118095644	2.8431843425929144	484.0010005832716	89.89490858225989	251.2416484515079	119.20142546628422			
P221-PWY	octane oxidation	13526.62671078764	888.2979368895029	2053.0840483480843	8541.148710013593	12054.437016511538	10033.123708901108	4667.994997881336	2521.8264110619075	10302.76184186752	2950.124083079965	1423.7663944380265			
P23-PWY	reductive TCA cycle I	7140.655589305663	54439.87269314823	6999.498352598397	51960.196587718245	536.2584409644081	7311.152381013507	15290.398223383489	7493.034620621904	4734.25487237448	4089.9132857925792	5428.993572792654			
P241-PWY	coenzyme B biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.47809178541809	0.0	0.0			
P261-PWY	coenzyme M biosynthesis I	288.2330223449716	169.60963334513934	13.64625614082157	171.60428234260732	251.59732256254125	332.97164775636065	304.3083325971088	142.01048679694858	158.96312818564414	60.68096432413225	84.7413515181971			
P281-PWY	3-phenylpropanoate degradation	17.69550656852723	593.2856673282179	21.897353013882192	729.4290949186902	8.18844590748788	48.09563819639901	858.7970063130972	1052.1914414933003	202.46430258993348	449.5003201361732	311.2171113025061			
P341-PWY	glycolysis V (Pyrococcus)	1782.175744781416	86.41401631905077	125.6154565847078	343.95696663284343	1142.5356892704192	572.2839867971962	350.9700288483678	545.9614778096606	456.0890869272839	714.4257831578378	1412.370895855872			
P381-PWY	adenosylcobalamin biosynthesis II (late cobalt incorporation)	106.0363241751239	3346.705463307908	29.14829162760139	458.5201280737561	68.12822597599164	13.800276704461233	5227.252846728517	2915.3276741316536	706.3642200711846	1600.5865985637502	1630.2388346394996			
P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	47990.909830836325	80159.21310185886	10260.477044107383	69725.54878358614	19585.26723379828	30534.674159536546	31318.31032317932	15132.8338331595	29155.96002904835	15218.147925974148	10290.785886324356			
P42-PWY	incomplete reductive TCA cycle	165655.7981706508	343347.77958172536	135171.5571047204	262886.77553738374	45441.72544921732	36833.48421263982	138620.18679511224	10797.666711112952	71936.03613352751	35185.73462022592	10687.80573850128			
P441-PWY	superpathway of N-acetylneuraminate degradation	61102.61511203573	98577.93143828308	13261.980113156484	57953.84340180617	29537.01490290318	32224.04322809381	41073.11260584777	13840.349917856622	43661.10170244505	12704.569387917456	9240.467704146711			
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	7468.802591824045	37001.59891824726	5212.900158479078	20023.810980256927	9576.471541983366	22582.023011903504	16222.927012956545	14435.0357897157	20490.132950710256	9713.697555624838	8112.423344077826			
P562-PWY	myo-inositol degradation I	8485.341305922739	1998.1950722769047	843.6649411532667	6795.27719909948	2901.685102359017	3034.7534469625075	2175.949793357746	3410.9987065841624	3934.082581391799	1814.1699723782515	1324.3928424294927			
P621-PWY	nylon-6 oligomer degradation	0.0002772295941816	0.0015672728164886	0.0003268696563564	0.0022357957331503	0.0004990137886833	0.0022132600198154	0.0005322203135899	0.0067080569981792	0.0014434371576021	0.0013538243626738	0.001928174525346			
