	S210421121682	S210421121683	S210421121684	S210421121685	S210421121686	S210421121687	S210421121688	S210421121689	S210421121690	S210421121691	S210421121692	S210421121693	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702	S210421121703	S210421121704	S210421121705	S210421121706	S210421121707	S210421121708	S210421121709	S210421121710
EC:1.1.1.144	0.056946282242397415	0.2525747457771792	0.06073382988441758	0.16510878724599387	0.015191916221784677	0.285939607996219	1.191255621455453	0.5971699183840522	0.7238491299609151	2.0206868860375535	0.9312281073834914	1.5068756811879789	0.7705268671135436	0.16489176067638742	0.15461687733758173	0.22212326469208837	0.1062757435470505	0.11262340776634099	0.17334199959998858	0.8249312013437242	0.0	0.24687816063545848	0.0	0.14423861660015164	0.4795235960581437	0.89706820570659	0.05565857947624898	0.5504003470563505	0.07842953630756544
EC:1.1.1.145	0.0	1.1396211628035581e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.157	40519.13363301332	38942.20640076975	26992.201004199753	56996.94402446659	10530.331824631463	18020.589309991963	29741.460940773857	70886.14148630445	36267.91612538352	52617.48873272985	28616.29019361127	54935.87886546844	17625.55928065105	53883.6964796949	16731.55278835381	9338.345672577625	5453.197953062808	6896.180198548075	11084.783756539495	37395.64456842956	1125.236400568257	7009.9205235387735	888.7407022607795	22953.051202648036	69237.1616114561	28428.167707816472	4517.762205571215	6972.069795431111	693.1421147484976
EC:1.1.1.159	8567.488216839967	4197.862760301092	2738.8991754560684	7719.785622315039	1956.5260514542592	2810.576555757598	1737.91433245784	3197.8579945368692	3206.339452535241	10466.379359834204	2140.0081777907035	4600.664830945746	1198.9188906362372	5408.802792326802	1699.0650250306787	938.5824645504688	168.8271147567013	647.046668361955	928.5999802693859	304.5339657867306	133.00490554606972	368.64915293308457	140.44036146474008	3477.1280990403147	7867.994420486516	3386.6141067757007	473.41421700349	2713.456716065681	375.55204154137596
EC:1.1.1.163	105.22845290739582	0.5826913749482808	0.19678791496182785	37.48876057234599	0.46090041819452876	18.238513822681266	1.3909645832078452	45.97829394824211	22.307278704622163	233.14100686117962	28.518187993435916	0.16498392134352513	193.4131465840186	17.791037297057603	51.085364569640696	16.778057433379086	1.006255688711446	167.3273480814991	0.8111887668847476	140.39910281387344	22.358680119466793	10.753181492859133	0.0	3803.0932888919824	6.168975500774208	32.02956441547118	83.26906966149333	14.117134655459076	3.0284587023792766
EC:1.1.1.169	26466.66433988788	30471.59723562467	37078.520316750575	40782.227247470386	8518.696817935484	17437.865794785284	26452.6240576024	16681.4911441842	14703.280550886333	52101.748455522975	16216.727165853705	20561.984317369104	13224.756168955239	53210.75656826404	13959.95667506919	8591.030170104157	2041.7021879785364	7232.252607770797	14795.58158923602	6368.676227872094	817.4461881488987	4660.896447927508	619.0276865983269	97012.9066183889	73716.68903285834	32102.765038445672	3514.9685899629494	11039.048211802357	1488.7687185913826
EC:1.1.1.17	4996.478162949689	16403.00028638179	17724.27079778178	9942.597397289977	2379.6699691335775	14334.016019754745	9478.178809927023	50093.954272740055	22020.733052357093	14328.85506158954	12272.01230830001	33386.12592996871	7839.217283309652	15595.180283137055	4857.156283507255	4612.56748080139	3767.7511985627298	1302.6869857756924	1035.1241333858832	27607.681907848782	338.3366399853328	4724.999194844422	1169.9063030425561	8733.00205395562	18138.389930207362	5150.381679856935	838.3144538396762	573.0923003987355	55.51412683198876
EC:1.1.1.170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014700508228027295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.173	0.03711793927656157	0.16652764798602568	0.49599893016320157	0.10900426872146379	0.009902528066058316	0.1863836629983493	1.644151747917853	2.6727169143314478	7.483324711891488	2.2992611724312435	3.0052343517214792	2.2152030116401202	18.078373773616512	0.5637775327106921	0.6490627983777856	1.7438679589028354	0.06927358720598925	11.501990012974732	0.38716675077307355	10.249225090729592	0.00010677352397169394	2.330963048832127	0.0	0.0940188800570303	16.75080935819478	2.640255118788251	0.03627986340460118	1.4320584585083904	1.033325513206862
EC:1.1.1.178	0.8480706828215241	3.7629182666381156	0.9045079475131526	2.458759978443177	0.22625296291554625	4.258493963472787	17.740776173560796	8.887659967258752	10.776259025365611	30.092147971916685	13.86844998966963	22.44187518130683	11.475426402860428	2.453113469895616	2.300816863967216	3.3074324158801947	1.582762932110759	1.6769930079798172	2.5815009554929698	12.28568705755887	0.0	3.676736994127254	0.0	2.1481433873251086	7.139861802046047	13.360010703295941	0.8289223251582931	8.19650488816097	1.1680498174570961
EC:1.1.1.179	69.38152177035303	4.803987596830133	26.249769186647942	4.401549549590395	0.3859700303983183	8.583090965259734	15.126546193342502	3.269766055805878	5.584458013423358	62.013788575249805	5.718901589581146	1.1548107105531928	36.94339799570459	20.376874707150254	9.234446038419973	6.181797914573036	9.890270583699099	180.60525058005564	53.81799020126356	0.00722570492226961	0.0	0.00021934279735718248	0.0	2238.1789887942086	14.663860273500903	662.8018299100987	4.628978725431729	430.3154325627537	38.42100107048448
EC:1.1.1.18	10198.206817784823	18146.395076486522	23135.812466619063	20677.020441572153	5228.014887801358	7148.646770584227	27442.44796473231	12322.191916303975	14617.083579955757	24462.55435007049	17162.92342373236	11519.042141105863	23889.273211335483	20083.701155371644	13226.742985291705	7479.390025689443	1370.4726902072025	8661.56981761818	5369.286962520786	3377.9212427037246	594.9783174463242	6268.960027398959	641.0018038441888	33539.35439608694	61219.73833967206	30434.777625008406	3398.159543289872	10677.899763786154	831.5122352238725
EC:1.1.1.184	0.0006039356193974129	0.0016963204102283817	0.00011448806805523833	0.0009173632779975323	2.8637962427187754e-05	0.0012589163391773025	0.00218218165255069	0.0010542469509108828	0.003177396941710954	0.006142465592493809	0.0021278419903773328	0.00440452266565756	0.02699594364735508	0.0023875999317089307	0.0016366406811065125	0.00122580723214721	0.0014665391334258112	0.003067132465853614	0.0027597307747000803	0.008704589910902758	0.00032273104453651514	0.006519926384068968	0.0	0.000271901188924502	0.007523916189632592	0.013607102567970776	0.002587610461648202	0.002799998591257064	0.00027199395260064127
EC:1.1.1.189	0.0	2.1466210656814284e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0562437943301406e-10
EC:1.1.1.193	28966.237498690003	29311.53638106864	91238.87045807783	45041.18290540857	14884.30188824302	9079.941171313274	28861.005184746227	68784.67186877778	32934.401571109825	46783.9529114022	18502.82766332259	47114.05565956587	9645.814178666089	41633.27519708656	23497.656341238344	8417.56061903964	4875.068718531337	4569.352220110375	3254.9739664985364	36739.85869874961	956.398321375676	3834.346040373657	460.31058161034775	86559.98684909055	67679.71392369355	13785.896149437796	4701.4750933127125	7180.748710023073	694.8030653192928
EC:1.1.1.197	0.0	2.1466210656814284e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0562437943301406e-10
EC:1.1.1.2	405.06863718103114	1135.4015882441424	605.5025153886379	1433.1091710833912	356.54393708603754	557.0356523105035	1255.2398825134196	473.38074673176175	556.8217484968362	2422.666628361043	732.0460210349354	822.9048288116219	1376.4447494301003	946.4115300947101	1066.9847805726076	685.2754331432368	106.09056358534936	344.07581603525983	332.65274557844145	106.14295817105857	39.515739454422665	568.3220197635347	13.398719227943856	3406.9859256800364	3052.250545233159	1588.4156585511253	180.97912944621407	438.2778009352464	45.59698657203536
EC:1.1.1.202	4704.474100862346	3258.830970585436	1700.8027979288624	3002.829171467995	752.9020802892385	2978.881476592412	3425.9740605208854	7659.120506279087	6913.642545929873	2587.4682409722254	2098.6724952812133	1886.601147619103	821.0845166450605	13572.314130213115	1184.0435066914474	927.571634830385	163.49946775322792	277.2621986638301	2988.2271301793307	114.84605603666648	88.65484424916914	337.81861579182527	96.95071170573084	2444.650048077485	9924.607819141682	2986.6909836133755	441.1331464580275	469.9461736187146	36.38281952740742
EC:1.1.1.203	9.196892716279281	114.69945176934459	57.45686482350731	96.03877143005292	4.752311334644209	0.08994124559244789	130.4998123313863	1227.3443778855453	1086.9303597908684	139.0532161726614	562.746171190207	1373.825327882589	793.403721770939	147.6298295042114	334.26223222616454	193.93695877359062	132.8208200507339	1489.216027756242	116.43966543085958	850.312721038858	82.29868553038044	518.1614968648432	0.0	132.82664451743307	577.9874903645217	378.19595740161583	163.7308571295733	97.45559482238303	74.79733011499644
EC:1.1.1.205	55402.061376070335	54640.8967329086	117706.96383712886	71793.90213078348	22397.058387733818	28601.73657590671	44672.822261549045	93593.84985958744	54815.95593493767	74942.43815582988	28929.990498149622	64468.11676561324	22157.845173787082	80875.69063400637	32426.364901810022	14914.724541263105	6178.067886565541	7670.129468803374	6795.6218610156175	39499.3076870508	1576.5815375683105	9245.850991511097	2171.988430281191	131927.64900911448	114252.8145694425	30062.340357227673	7169.152531150445	16166.476344177303	1742.5354240112642
EC:1.1.1.206	368.36075579242254	257.3208477357437	243.9648894237444	338.76912257897243	57.881144922608215	253.2800081559198	602.2719921968733	381.2405046664307	422.8023511003745	976.2164584056283	564.1944794887976	218.66591152762092	1347.1590046301776	309.81636145615266	369.08584715204256	143.00996631467527	40.8417107047475	743.5598599519833	162.0404089872461	579.5088239778604	75.35385428732873	185.94381030186116	21.863522082449293	16243.504251730763	1473.8254043380725	1180.0149522305671	355.9349674514908	432.6771642900625	56.86354410520639
EC:1.1.1.208	0.004061072612530602	0.011406646613953087	0.0007698574859760368	0.006168668918276822	0.00019257159398509223	0.008465390187784224	0.014673746439368262	0.00708912222044452	0.02136591928787992	0.04130406949001882	0.014308347700266606	0.029617538350560364	0.18153009008655716	0.01605505020885773	0.011005339697013986	0.00824275306643108	0.009861517881495953	0.020624462701023635	0.018557387090820696	0.058532682218261016	0.002170155500164638	0.04384224679524103	0.0	0.0018283579179475462	0.0505934225359641	0.09149887802580176	0.01739999039662899	0.0188281618584179	0.0018289796379616402
EC:1.1.1.21	0.0	1.033845189909776e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.814857234239835	0.0	0.0	0.0	0.0	0.0	0.0	1.6222777503118726e-05	0.0	0.0	273.27633969554154	50.23564502694587	0.0	0.0	0.0	0.08139111407369513
EC:1.1.1.215	41.42633141799481	97.73816698735945	68.14092831474099	124.08417693143464	14.5090829188463	45.579943990718206	169.36686861905275	480.7603793738304	342.20668753757906	205.1016340534447	184.45470136339978	334.35523454195754	912.7920009062271	221.15718281325871	419.387431815712	249.93214771863785	80.63410538049656	1482.7525153689305	178.18752757676975	861.6887843243392	17.63131909869774	573.6577568258364	8.93016786218104	202.57802632981574	541.2866632282364	400.6297105887332	216.08645022798345	423.26402474781924	89.48862106867037
EC:1.1.1.216	4.655659445581598	13.06600492297958	0.8846441490387379	7.089485730152646	0.22779291830272083	9.750777481933403	16.805640705341972	8.12642491195669	24.470084753976753	47.77982107116532	16.38611223121169	33.91783564700764	208.30978489174973	18.386592108450035	12.60588525055972	9.439722160604406	11.309049011215205	23.670301099570906	21.2617323761128	67.03107520240324	2.498313121911933	50.376821233987016	0.0	2.0938180340532933	57.98156773335726	105.28817149587474	19.926318804285806	21.764722528200796	2.1315608324647712
EC:1.1.1.219	5080.36066349296	3733.050801591279	1707.33630145992	3520.7058373237724	754.5560665207404	3205.862877321465	3460.3096948591465	9215.50707866767	8321.192965162278	4989.671796955765	2670.817078101991	3750.6867594301066	2563.5025141679234	12235.938313520644	1118.9813538820297	1306.9318390673523	270.53019051298475	485.2458856232778	2845.1364073982995	788.750315144579	105.3757270923675	442.909265105419	80.8408497367112	4844.796398750212	10664.609157665542	3774.9467843248913	436.11978835707333	3249.457635124409	492.8887867966915
EC:1.1.1.22	40901.46145600793	48846.183054669986	154346.02300298735	55709.19734263801	21874.5659607395	36357.18702165547	31122.87430511962	60499.62847226055	31178.699632213764	58683.17760195334	19321.19106397352	47240.93664658086	16709.728838886047	67163.30037364662	28534.292363221764	10624.873500236194	4457.571772021303	6189.914320949669	5949.879538378058	32160.606779784946	1230.4332457499988	7737.465431925341	2917.786922825216	160776.82276804862	81518.45314141894	18401.578112117048	5873.138871337076	13228.44993813309	1568.0827766409138
EC:1.1.1.220	0.023825161013271808	0.05684753491769634	0.11621335431749401	0.024668238861627476	0.0	0.041387458010187235	0.1550825278455799	0.3101760047541255	0.6082204477423019	0.18476543754547875	0.02759163867345816	0.1889479795983601	13.105340934792595	0.10032626395432424	0.04097139361749224	0.1421297863572065	0.015044012514814093	0.0852713023765445	0.168046218396919	0.011288483917593399	0.028407793004888753	0.1045088060072056	0.004182542052881356	0.0	2.746397259927859	0.05309200632047564	0.20817453416605555	0.00793807065010205	0.0
EC:1.1.1.23	47443.55103234807	44370.44127429776	72459.06077984086	67041.26365873759	17825.88171974845	15074.442714539317	39108.53804044283	78750.0629813803	43206.26290957359	68243.72244709141	25068.886981870222	53939.29333187134	18915.252807830515	59658.20458099902	27170.39294390446	11909.5678410675	5511.940032999699	6597.362425096717	6432.925461190044	37754.870089490636	1574.9662579018727	6853.870396497864	913.0406893453343	99622.79571388115	101106.11531886355	27198.895923534335	6565.613164137758	12581.684694999229	1550.8609446244209
EC:1.1.1.239	0.0	0.0010071905299292548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.343001906530207e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014339837878313616
EC:1.1.1.243	0.056946282242397415	0.29298424120952415	517.1907338298844	336.435108787246	50.25519191622179	0.285939607996219	1255.1612556214554	926.337169918384	381.20384912996093	160.11068688603757	223.3212281073835	544.2525705982371	40.96052686711354	0.16489176067638742	0.15461687733758173	106.73212326469209	49.67627574354705	93.89262340776634	38.353341999599984	6.1849312013437245	0.0	9.626878160635458	0.0	0.14423861660015164	382.29952359605807	0.89706820570659	162.83565857947625	1010.7969081322209	14.393457410077742
EC:1.1.1.244	0.00019471184329322247	0.000863604327239963	0.00020766949418379936	0.0005645162570948435	5.19462968738306e-05	0.0009777241756809408	0.004073173734427356	0.0020405523853635234	0.002474163181367444	0.006908973177530992	0.003184111319736226	0.0051525173219886845	0.0026346877362189115	0.0005632198532575971	0.0005282534837458462	0.0007593662595683874	0.00036339269149376815	0.00038502734074857066	0.0005926968349323701	0.002820718628242458	0.0	0.0008441563326409216	0.0	0.0004932005870225832	0.0016392686134486093	0.0030673767684095115	0.00019031549745534816	0.0018818674052332482	0.00026817709611033256
EC:1.1.1.25	69163.32247095539	63942.15065448439	103008.05918086955	78408.00435866107	22206.749492644198	20512.261402027212	48014.51976285562	161667.89626063142	82615.85548473822	90712.72041467926	41802.61007620953	104219.05229220516	22249.94632547207	79409.0078127225	34700.024078604925	14009.521673247871	10682.276210751996	9162.468953469986	7293.375331746758	78369.95837176817	1694.9114136287346	8453.117447858487	1220.4586345509917	132348.19088448587	116066.140535219	33248.328496287926	7430.248998438639	16109.7365987271	2013.4722227599054
EC:1.1.1.251	35.18972558556746	113.5355279209707	71.70844567407397	179.07128329070125	9.689603124710219	53.98989957342324	138.01324261442463	293.97037920609614	297.662614963698	163.81380768397	176.92046236848682	418.6451364623488	208.23196565942186	134.60778240903673	137.78079080588273	141.339128715516	58.68938693381729	47.48659340473487	140.7847772056593	127.99508336279808	28.144711765832778	174.67592346462646	14.857195445776837	363.16691932155635	280.00435456055055	125.32724870229143	147.4181532344491	109.2491129567015	33.69351030802827
EC:1.1.1.252	0.0005223338980384762	0.0041355486249735375	0.5564286089059358	0.5237783266096333	2.4768498604863852e-05	0.0010888158565691413	0.0018873327093078705	1.4715874993827098	0.0027480779024681005	0.005312516588598904	0.0018403352369789094	0.003809398583324541	2.376780458285168	0.0020649955711012124	0.0014155033735279191	0.0010601803391726728	0.001268385366891566	0.0026527119865660045	0.0023868453636235578	0.007528455406430211	0.00027912472637229777	0.921740067708635	0.0	0.9479259471827592	1.249035227557828	0.762901253019999	0.0022379813603086124	0.0024216723301281893	0.00454228555184075
